molecule_id,aop_oh_rate_constant,aop_oh_half_life_hours,aop_ozone_rate_constant,aop_ozone_half_life_hours
266590,5.41073e-11,2.372,1.212512e-17,22.683
184637,7.91181e-11,1.62,0,NA
186274,5.7069e-12,22.488,0,NA
512031,1.336009e-10,0.961,1.356875e-16,2.027
226887,3.893214e-10,0.324,8.6e-16,0.312
227516,1.246081e-10,1.032,0,NA
548232,1.629487e-10,0.792,5.7790623e-16,0.48
230823,8.73866e-11,1.464,1.2e-17,22.919999999999998
231411,2.535402e-10,0.504,1.75e-18,157.17600000000002
520223,2.045146e-10,0.624,0,NA
520936,1.846354e-10,0.695,5.83375e-17,4.715
521597,7.38105e-11,1.7399999999999998,1.365e-19,2014.944
524804,8.544556e-10,0.156,0,NA
525459,1.145603e-10,1.12,5.7175e-18,48.096000000000004
616465,2.014854e-10,0.636,0,NA
667269,2.00905e-11,6.384,0,NA
667988,1.012503e-10,1.272,0,NA
671205,1.519916e-10,0.844,1.61875e-17,16.991
671376,1.727247e-10,0.744,8.59375e-17,3.192
531261,1.469816e-10,0.8759999999999999,4.3e-16,0.648
672997,2.630054e-10,0.492,0,NA
673152,2.298488e-10,0.5640000000000001,1.1375e-17,24.168
673211,4.947e-10,0.264,7.56875e-17,3.6239999999999997
674506,2.348088e-10,0.552,3.42225e-16,0.792
684452,5.07661e-11,2.532,6e-20,4584
685353,1.008522e-10,1.273,8.75e-19,314.328
685625,6.5743e-11,1.956,1.75e-18,157.17600000000002
685892,6.15859e-11,2.088,8.53125e-17,3.216
686155,7.12175e-10,0.18,1.86e-15,0.14400000000000002
696857,5.86391e-11,2.184,4.8059372e-16,0.5760000000000001
698435,3.106174e-10,0.40800000000000003,1.053e-16,2.616
688054,4.008959e-10,0.324,1.0952499e-16,2.52
238021,1.975452e-10,0.65,2.2082306e-16,1.246
689847,4.026336e-10,0.324,4.056e-17,6.792
690000,6.0889e-12,21.084,0,NA
243445,1.673239e-10,0.768,1.75e-18,157.17600000000002
690875,8.25534e-11,1.56,1.1375e-17,24.168
690932,1.117555e-10,1.1520000000000001,5.265e-17,5.232
691303,5.591531e-10,0.22799999999999998,1.2960001e-16,2.112
691926,1.9084e-10,0.673,1.3009e-16,2.114
244850,5.37087e-11,2.388,0,NA
694531,8.55703e-11,1.5,1.1375e-17,24.168
694552,1.65499e-10,0.78,4.05e-17,6.792
694900,1.415693e-10,0.9119999999999999,2.7568748e-16,1.008
695037,2.993895e-10,0.43199999999999994,6.318e-16,0.43199999999999994
695124,2.666469e-10,0.48,1.2e-17,22.919999999999998
695288,2.001802e-10,0.636,8.70625e-17,3.168
695628,2.157119e-10,0.6000000000000001,3.42225e-16,0.792
695691,1.661294e-10,0.768,2.6324999e-16,1.056
695893,3.479147e-10,0.372,1.3825e-16,1.992
696099,1.01792e-11,12.611999999999998,0,NA
697686,6.715123e-10,0.192,1.29e-15,0.21599999999999997
245597,2.486417e-10,0.516,8.5028122e-16,0.312
698469,1.454164e-10,0.8879999999999999,7.56875e-17,3.6239999999999997
698496,2.735663e-10,0.46918333333333334,2.0033751e-16,1.3728833333333335
699900,5.53009e-11,2.316,0,NA
925462,1.589064e-10,0.804,0,NA
163916,1.956253e-10,0.656,1.437875e-16,1.913
70289,8.55765e-11,1.5,0,NA
702626,2.597749e-10,0.492,0,NA
538771,9.88299e-11,1.299,5.7175e-18,48.096000000000004
540607,9.2967e-11,1.3800000000000001,5.1597e-18,53.304
241014,2.63835e-10,0.492,0,NA
676564,7.12175e-10,0.18,1.86e-15,0.14400000000000002
677537,9.80675e-11,1.308,0,NA
679170,1.344016e-10,0.96,6.4025e-17,4.295999999999999
241551,4.322326e-10,0.30000000000000004,5.25e-16,0.528
681197,3.7488e-11,NA,0,NA
681204,6.81845e-11,1.882,2.3625e-18,116.424
682722,3.94345e-11,3.2520000000000002,5.1597e-18,53.304
683029,9.87761e-11,1.299,1.3e-16,2.116
536983,3.764163e-10,0.336,0,NA
683095,2.965063e-10,0.43199999999999994,2.275e-17,12.096
242867,3.95557e-11,3.24,0,NA
684198,1.568511e-10,0.8160000000000001,4.8059372e-16,0.5760000000000001
549466,1.056664e-10,1.215,1.41375e-16,1.945
516740,2.13637e-10,0.6000000000000001,0,NA
517307,7.79635e-11,1.646,1.3e-16,2.116
689682,1.171635e-10,1.092,3.42225e-16,0.792
518267,2.395866e-10,0.536,1.8264999e-16,1.506
518589,3.657831e-10,0.34800000000000003,7.8422501e-16,0.36
518615,4.94727e-11,2.592,0,NA
519198,7.47836e-11,1.7159999999999997,8.53125e-17,3.216
519442,8.69773e-11,1.476,0,NA
519528,4.734698e-10,0.27108333333333334,4.3529999e-16,0.6318333333333332
519591,2.150541e-10,0.597,4.5e-16,0.611
519593,1.532012e-10,0.8400000000000001,4.4200001e-16,0.624
519609,3.756206e-10,0.336,1.72e-15,0.168
519684,1.002162e-10,1.284,2.4e-17,11.448
519727,1.803072e-10,0.708,1.95195e-17,14.088
520275,2.156888e-10,0.595,4.9968746e-16,0.55
520287,2.682443e-10,0.48,3.5924999e-16,0.768
520362,2.37278e-11,5.412,0,NA
520763,1.23398e-11,10.404,0,NA
521065,3.129966e-10,0.41006666666666663,2.7143501e-16,1.0132833333333333
521201,9.13744e-11,1.4040000000000001,1.2e-17,22.919999999999998
521422,3.281976e-10,0.396,4.3e-16,0.648
521452,1.909276e-10,0.672,1.4787499e-16,1.8479999999999999
521484,1.412869e-10,0.9119999999999999,5.0393749e-16,0.552
521595,1.23004e-10,1.043,5.747374e-17,4.785
522281,5.22325e-11,2.46,0,NA
522405,9.3631e-12,13.703999999999999,0,NA
522636,6.58424e-11,1.944,0,NA
522950,1.687982e-10,0.76,4.3568748e-16,0.631
523044,1.310207e-10,0.984,2.22446243e-15,0.12
542639,8.49572e-11,1.512,1.041125e-17,26.424
524180,9.39823e-11,1.366,1.3003e-16,2.115
524433,1.521322e-10,0.8400000000000001,4.4200001e-16,0.624
525200,3.088148e-10,0.42000000000000004,0,NA
525996,3.274845e-10,0.396,8.7137497e-16,0.312
526396,2.646932e-10,0.48,2e-16,1.368
527141,1.442742e-10,0.89,2.6e-16,1.058
527376,8.5302e-11,1.5,0,NA
527410,2.450288e-10,0.524,2.583375e-16,1.065
527659,1.355916e-10,0.948,0,NA
527695,5.27969e-11,2.436,8.75e-18,31.44
528056,2.11325e-11,6.072,0,NA
528160,3.065857e-10,0.42000000000000004,8.8724998e-16,0.312
528346,1.003667e-10,1.284,0,NA
529468,3.92346e-11,3.2760000000000002,5.1597e-18,53.304
529480,3.017402e-10,0.42000000000000004,1.365e-16,2.016
529627,1.017412e-10,1.26,7.39375e-17,3.7199999999999998
530038,1.44767e-10,0.8879999999999999,4.1200001e-16,0.672
530060,1.398777e-10,0.9119999999999999,4e-16,0.6960000000000001
530400,5.35166e-11,2.4000000000000004,0,NA
530471,2.738815e-10,0.46799999999999997,2.1e-17,13.104000000000001
530833,3.27439e-11,3.9240000000000004,0,NA
689692,2.198923e-10,0.5880000000000001,1.265875e-16,2.184
531373,3.599e-11,3.564,1.057306e-17,26.016000000000002
531392,1.012452e-10,1.272,0,NA
531557,1.461816e-10,0.878,2.6e-16,1.058
531921,9.05101e-11,1.418,5.6875e-18,48.36
532109,1.243761e-10,1.032,5.7175e-18,48.096000000000004
532326,1.585431e-10,0.81,1.476875e-16,1.862
532365,2.094955e-10,0.612,1e-15,0.264
532622,9.20102e-11,1.3920000000000001,3.6e-19,763.992
532642,2.486284e-10,0.516,2.583375e-16,1.065
532838,2.219488e-10,0.5760000000000001,8.7137497e-16,0.312
532970,8.76392e-11,1.465,5.7175e-18,48.096000000000004
689697,1.654204e-10,0.78,2.57985e-17,10.656
689700,1.280005e-10,1.008,0,NA
533479,2.699657e-10,0.48,0,NA
542860,2.925383e-10,0.43875,4.72225e-16,0.5824333333333332
534370,2.940205e-10,0.43199999999999994,1e-14,0.024
564515,2.934712e-10,0.43199999999999994,1.29e-15,0.21599999999999997
544096,1.22511e-10,1.044,0,NA
534453,2.528435e-10,0.504,3.42225e-16,0.792
534478,3.017402e-10,0.42000000000000004,1.365e-16,2.016
534527,2.136367e-10,0.601,2.6006001e-16,1.058
534885,2.61609e-11,4.9079999999999995,0,NA
534918,2.69688e-11,4.764,0,NA
680864,1.39753e-11,9.18,0,NA
534973,8.3494e-11,1.536,0,NA
689702,1.429441e-10,0.8999999999999999,2.3375e-17,11.76
689704,4.331812e-10,0.30000000000000004,1.792375e-16,1.536
233309,9.0153e-11,1.428,1.42155e-16,1.944
493823,2.775356e-10,0.46799999999999997,2.22446243e-15,0.12
286308,1.275651e-10,1.008,5.6875e-17,4.824
542486,4.15331e-11,3.096,6.654375e-17,4.128
464022,2.75021e-11,4.668,0,NA
515943,3.7845e-11,3.396,0,NA
547224,2.95211e-11,4.343999999999999,2.45e-19,1122.6
520644,2.71201e-11,4.728,0,NA
234856,4.372614e-10,0.28800000000000003,1.72e-15,0.168
546652,3.404937e-10,0.372,9.3568748e-16,0.28800000000000003
547187,1.117013e-10,1.1520000000000001,0,NA
511362,3.342155e-10,0.384,3.42225e-16,0.792
519043,8.36507e-11,1.536,5.265e-17,5.232
511810,3.88049e-10,0.336,2.4389624e-15,0.12
511980,1.86074e-10,0.69,1.476875e-16,1.862
522270,9.82102e-11,1.308,5.1597e-18,53.304
689708,2.45592e-10,0.528,8.7199997e-16,0.312
689709,7.949733e-10,0.156,2.1234999e-16,1.296
513439,3.009012e-10,0.43199999999999994,2.218125e-16,1.248
513468,1.91205e-10,0.672,7.56875e-17,3.6239999999999997
514023,2.070259e-10,0.62,1.557985e-16,1.765
514473,3.051561e-10,0.42000000000000004,8.9924995e-16,0.312
514517,3.578322e-10,0.36,7.8422501e-16,0.36
514687,1.949277e-10,0.658,1.8264999e-16,1.506
515088,1.219644e-10,1.056,2.3375e-17,11.76
515334,1.551301e-10,0.827,1.3e-16,2.116
515638,9.50533e-11,1.356,5.6875e-17,4.824
515940,2.63926e-11,4.86,0,NA
599857,7.38225e-11,1.7399999999999998,0,NA
599860,6.75515e-11,1.896,0,NA
681680,7.64794e-11,1.6800000000000002,1.1375e-17,24.168
238777,3.504855e-10,0.372,4.5275002e-16,0.6000000000000001
536736,2.445908e-10,0.525,3.9e-16,0.705
535468,3.104963e-10,0.40800000000000003,5.2e-16,0.528
535480,5.09476e-11,2.52,0,NA
122330,9.589e-12,13.379999999999999,0,NA
681820,1.253499e-10,1.02,0,NA
597984,2.735288e-10,0.46799999999999997,7.7222504e-16,0.36
535533,2.574932e-10,0.504,3.5422501e-16,0.768
600126,1.458341e-10,0.8759999999999999,0,NA
535568,1.232012e-10,1.044,3.5e-18,78.576
238881,1.300215e-10,0.984,4.3e-16,0.648
515678,4.747997e-10,0.2703333333333333,5.8e-16,0.4742
619932,3.0821e-10,0.42000000000000004,0,NA
602067,2.622758e-10,0.492,1.75e-18,157.17600000000002
516225,2.447532e-10,0.528,8.7199997e-16,0.312
535631,3.828663e-10,0.3352333333333333,8.4e-16,0.32743333333333335
605215,1.87723e-10,0.684,3.6968746e-16,0.744
535647,1.092468e-10,1.1760000000000002,1.2e-17,22.919999999999998
647242,3.019691e-10,0.42000000000000004,0,NA
520415,2.829368e-10,0.45599999999999996,1e-14,0.024
523526,1.855913e-10,0.6960000000000001,4.3e-16,0.648
524113,2.753011e-10,0.46621666666666667,2.6e-16,1.05785
535749,1.14389e-11,11.22,0,NA
524347,2.552762e-10,0.503,5.7200001e-16,0.481
535810,2.919776e-10,0.44399999999999995,1.30137497e-15,0.21599999999999997
542590,1.268936e-10,1.008,1.9963125e-16,1.368
524610,3.131007e-10,0.40800000000000003,7.39375e-17,3.7199999999999998
524674,2.491492e-10,0.516,0,NA
524996,1.723398e-10,0.744,7.39375e-17,3.7199999999999998
535854,2.149595e-10,0.597,5.7200001e-16,0.481
535855,7.69915e-11,1.6680000000000001,7.39375e-17,3.7199999999999998
535926,1.146162e-10,1.116,4.3e-16,0.648
535982,2.047348e-10,0.627,1.0114975e-15,0.272
535990,3.2113599999999997e-11,3.9960000000000004,0,NA
239061,1.160335e-10,1.104,2.275e-17,12.096
535995,1.327521e-10,0.972,4.3e-16,0.648
548344,2.324168e-10,0.552,7.39375e-17,3.7199999999999998
543440,1.239588e-10,1.032,0,NA
536024,1.539544e-10,0.8280000000000001,5.1597e-18,53.304
529928,9.90523e-11,1.296,1.1375e-17,24.168
544410,2.646306e-10,0.48,0,NA
534221,1.36681e-10,0.9359999999999999,0,NA
532824,1.516286e-10,0.8519999999999999,0,NA
535668,3.220398e-10,0.396,1.30182999e-15,0.21599999999999997
536039,8.7894e-11,1.464,1.2e-17,22.919999999999998
536066,1.802231e-10,0.708,4.3174999e-16,0.648
536067,9.85642e-11,1.308,7.699999e-17,3.5759999999999996
239388,1.546568e-10,0.8280000000000001,0,NA
536137,2.55098e-11,5.028,0,NA
524333,2.676504e-10,0.48,7.2575005e-16,0.384
536228,1.305968e-10,0.984,0,NA
239491,2.642474e-10,0.4857333333333333,5.6875e-18,48.36
541741,1.065036e-10,1.2000000000000002,4.3e-16,0.648
536487,4.58591e-11,2.7960000000000003,0,NA
536502,7.41957e-11,1.7279999999999998,0,NA
536642,5.63381e-11,2.2800000000000002,0,NA
536681,1.254861e-10,1.02,1.2e-17,22.919999999999998
536708,3.322509e-10,0.38631666666666664,4.996875e-16,0.5504166666666667
536772,2.530966e-10,0.504,2.5125e-17,10.944
536774,1.673842e-10,0.768,0,NA
536786,1.671171e-10,0.768,0,NA
239615,1.67348e-10,0.768,4.3e-16,0.648
166082,2.209438e-10,0.5760000000000001,1.1375e-17,24.168
536812,1.726673e-10,0.744,0,NA
511346,4.90186e-11,2.616,0,NA
536842,8.25108e-11,1.56,5.265e-17,5.232
536844,3.333069e-10,0.384,0,NA
239847,7.67506e-11,1.6680000000000001,2.1e-17,13.104000000000001
240326,3.468136e-10,0.3700833333333333,5.574625e-16,0.49338333333333334
240891,2.49528e-11,5.148,1.1375e-17,24.168
241250,1.514557e-10,0.8519999999999999,4.3e-16,0.648
537541,2.350556e-10,0.552,8.8724998e-16,0.312
241345,2.027116e-10,0.636,3.5542e-16,0.768
241627,1.822123e-10,0.708,1.71112503e-15,0.168
242092,1.509277e-10,0.8519999999999999,0,NA
242451,1.624488e-10,0.79,1.3e-16,2.116
242702,2.164322e-10,0.5880000000000001,0,NA
242858,2.075776e-10,0.624,2.218125e-16,1.248
242895,1.301126e-10,0.984,1.1375e-17,24.168
243105,7.24e-12,17.724,0,NA
243185,1.137269e-10,1.1280000000000001,7.39375e-17,3.7199999999999998
243550,2.012907e-10,0.636,8.53125e-17,3.216
243705,3.983778e-10,0.324,1.29e-15,0.21599999999999997
243720,3.425568e-10,0.372,1.05e-16,2.616
618432,6.66798e-11,1.925,1.3e-16,2.116
243837,1.333123e-10,0.96,4.3e-16,0.648
243957,2.54718e-10,0.504,0,NA
243984,2.083901e-10,0.612,1.3858749e-16,1.992
244007,1.61514e-10,0.792,7.39375e-17,3.7199999999999998
244369,1.63935e-11,7.824,0,NA
244165,9.53502e-11,1.344,7.39375e-17,3.7199999999999998
244358,2.543961e-10,0.504,5.265e-17,5.232
244483,1.300215e-10,0.984,4.3e-16,0.648
244500,2.322142e-10,0.552,1.05e-16,2.616
537027,1.486671e-10,0.8639999999999999,1.365e-16,2.016
244675,2.695786e-10,0.48,9.2259369e-16,0.28800000000000003
244732,4.75456e-11,2.7,0,NA
537031,1.071349e-10,1.2000000000000002,1.183e-17,23.256
244818,2.093544e-10,0.612,0,NA
244843,2.368096e-10,0.542,4.0382301e-16,0.681
244876,2.438553e-10,0.528,5.6875e-17,4.824
245354,4.246015e-10,0.30000000000000004,5.25e-16,0.528
245560,7.22573e-11,1.7759999999999998,5.6875e-17,4.824
245781,1.490614e-10,0.8639999999999999,1.3125e-17,20.951999999999998
246069,2.183909e-10,0.5880000000000001,1.75e-18,157.17600000000002
246127,2.037318e-10,0.636,0,NA
618260,3.548127e-10,0.36,8.75e-18,31.44
246467,2.151366e-10,0.6000000000000001,2.5199999e-16,1.08
246494,1.295807e-10,0.996,1.1375e-17,24.168
246495,2.47027e-10,0.516,4.4362495e-16,0.624
537095,4.026645e-10,0.324,0,NA
246654,4.41555e-11,2.904,1.75e-18,157.17600000000002
246698,3.130923e-10,0.40800000000000003,7.39375e-17,3.7199999999999998
246886,2.020341e-10,0.636,0,NA
246956,3.411656e-10,0.3762166666666667,5.574625e-16,0.49338333333333334
247084,3.78581e-11,3.396,0,NA
247252,7.81681e-11,1.6440000000000001,0,NA
247329,4.002414e-10,0.324,8.53125e-17,3.216
247417,3.98301e-11,3.228,0,NA
247527,2.16287e-10,0.5880000000000001,0,NA
247693,7.36798e-11,1.7399999999999998,1.1375e-17,24.168
537139,2.460946e-10,0.516,1.2e-17,22.919999999999998
247766,3.33652e-11,3.8520000000000003,0,NA
247929,3.63066e-10,0.34800000000000003,5.4599998e-16,0.504
537168,2.445529e-10,0.528,5.265e-17,5.232
537191,2.817306e-10,0.45599999999999996,4.3e-16,0.648
535136,1.071415e-10,1.2000000000000002,0,NA
535165,1.809692e-10,0.708,4.3e-16,0.648
535166,1.312591e-10,0.978,1.42e-16,1.937
535175,6.3636900000000006e-11,2.017,1.05e-17,26.183999999999997
584128,2.217359e-10,0.5760000000000001,3.8168747e-16,0.72
535200,3.137802e-10,0.40800000000000003,3.2e-16,0.8639999999999999
546877,1.319621e-10,0.972,0,NA
584304,4.911261e-10,0.264,3.14112488e-15,0.096
584580,5.30894e-11,2.412,7.39375e-17,3.7199999999999998
239537,4.047235e-10,0.312,0,NA
584956,1.106156e-10,1.1640000000000001,3.42225e-16,0.792
535224,5.00327e-11,2.568,1.1375e-17,24.168
52594,2.456444e-10,0.528,0,NA
535247,2.492569e-10,0.516,4.8059372e-16,0.5760000000000001
535248,1.365966e-10,0.9359999999999999,4.8059372e-16,0.5760000000000001
667909,7.66479e-11,1.6800000000000002,2e-16,1.368
602775,3.494779e-10,0.372,1.75e-18,157.17600000000002
638259,2.684809e-10,0.48,1.2e-17,22.919999999999998
535364,6.137605e-10,0.20911666666666667,6.5848747e-16,0.41768333333333335
535370,1.23688e-10,1.032,1.2e-17,22.919999999999998
639924,1.8222e-10,0.704,1.4205999e-16,1.936
535396,3.109632e-10,0.40800000000000003,1.07393753e-15,0.264
165184,1.180488e-10,1.092,1.75e-18,157.17600000000002
548262,2.90859e-10,0.44399999999999995,1.30137497e-15,0.21599999999999997
698402,4.81726e-10,0.26643333333333336,2.72337494e-15,0.10099999999999999
537444,2.848542e-10,0.45599999999999996,4.2233749e-16,0.648
537486,2.90638e-10,0.44399999999999995,1.365e-16,2.016
165270,5.024119e-10,0.252,1.36393753e-15,0.192
537600,2.059109e-10,0.624,4.3e-16,0.648
537635,3.109836e-10,0.41273333333333334,5.8e-16,0.4742
537707,2.932109e-10,0.43199999999999994,0,NA
537718,3.23082e-11,3.9720000000000004,1.77223e-18,155.184
537744,3.385667e-10,0.384,2.6075001e-16,1.056
537856,5.93056e-11,2.16,4.893817e-17,5.6160000000000005
537867,2.81964e-10,0.45599999999999996,4.8059372e-16,0.5760000000000001
537948,1.604422e-10,0.804,0,NA
537990,1.84277e-10,0.6960000000000001,0,NA
538030,2.1068e-12,60.924,0,NA
538168,1.827861e-10,0.708,4.3e-16,0.648
538169,1.274065e-10,1.008,1.1375e-17,24.168
538203,2.339698e-10,0.552,4.3e-16,0.648
538285,8.47161e-11,1.512,2.1137501e-16,1.296
538297,2.980917e-10,0.43199999999999994,3.6112896e-16,0.768
538354,1.163139e-10,1.104,4.3e-16,0.648
538371,1.238704e-10,1.032,0,NA
538388,1.472949e-10,0.8759999999999999,7.39375e-17,3.7199999999999998
538423,1.958208e-10,0.66,4.3e-16,0.648
538424,5.87873e-11,2.184,0,NA
538458,2.641852e-10,0.48,5.0393749e-16,0.552
538459,3.14588e-10,0.40800000000000003,0,NA
538523,2.275467e-10,0.5640000000000001,1.3125e-17,20.951999999999998
538554,1.639161e-10,0.78,0,NA
538569,1.297091e-10,0.984,1.75e-18,157.17600000000002
538632,5.83035e-11,2.1959999999999997,0,NA
538646,1.730774e-10,0.744,0,NA
538703,2.860871e-10,0.44399999999999995,4.3e-16,0.648
538731,1.934367e-10,0.66,8.59375e-17,3.192
538732,1.047512e-10,1.224,1.2e-17,22.919999999999998
538733,7.31291e-11,1.7519999999999998,7.39375e-17,3.7199999999999998
538743,2.457409e-10,0.528,7.39375e-17,3.7199999999999998
538777,4.691479e-10,0.27358333333333335,1.26e-15,0.21828333333333333
538778,3.637273e-10,0.3528833333333333,4.5e-16,0.6112
538790,7.385207e-10,0.1738,1.66352509e-15,0.16533333333333333
538805,3.732298e-10,0.3439,7.8337502e-16,0.35109999999999997
538806,4.068588e-10,0.3154666666666667,7.8337502e-16,0.35109999999999997
538948,1.633351e-10,0.786,2.6e-16,1.058
538960,1.094678e-10,1.1760000000000002,1.1375e-17,24.168
539008,1.0567490000000001e-10,1.2120000000000002,8.75e-18,31.44
539041,1.36388e-10,0.9359999999999999,8.59375e-17,3.192
539060,1.313633e-10,0.977,1.76875e-17,15.55
539105,2.399772e-10,0.535,1.3e-16,2.116
539140,1.58544e-10,0.804,8.59375e-17,3.192
539242,5.82388e-11,2.208,0,NA
539273,5.041145e-10,0.252,0,NA
539274,4.03558e-11,3.18,0,NA
539327,5.91687e-11,2.1719999999999997,7.39375e-17,3.7199999999999998
539361,1.099173e-10,1.1640000000000001,1.75e-18,157.17600000000002
539400,1.822154e-10,0.708,4.3e-16,0.648
539440,2.755692e-10,0.46799999999999997,1e-14,0.024
539445,2.677534e-10,0.48,0,NA
539469,1.88679e-10,0.68,2.0393749e-16,1.349
539470,1.851947e-10,0.6960000000000001,8.59375e-17,3.192
539471,1.900837e-10,0.675,2.0393749e-16,1.349
539522,1.674119e-10,0.768,4.4200001e-16,0.624
539523,1.007783e-10,1.272,1.1375e-17,24.168
539535,6.27702e-11,2.04,0,NA
539536,5.80518e-11,2.208,0,NA
539601,1.680132e-10,0.768,2.1e-17,13.104000000000001
539693,3.7537e-11,3.42,0,NA
539707,2.808197e-10,0.4570666666666667,3.9012001e-16,0.7050166666666667
539726,3.19785e-10,0.396,5.3324371e-16,0.504
539787,3.945496e-10,0.324,5.0393749e-16,0.552
539806,4.48646e-10,0.28800000000000003,8.7199997e-16,0.312
539837,4.437247e-10,0.28800000000000003,1.29e-15,0.21599999999999997
539853,1.892512e-10,0.678,2.0393749e-16,1.349
539884,1.870995e-10,0.684,1.2e-15,0.24
539882,2.902561e-10,0.44399999999999995,1e-15,0.264
539897,1.810057e-10,0.708,3.4194805e-16,0.8160000000000001
539898,1.594155e-10,0.804,1.2e-17,22.919999999999998
539995,1.293529e-10,0.996,1.375e-17,19.991999999999997
539997,2.119391e-10,0.6000000000000001,1.9137501e-16,1.44
540021,1.61786e-10,0.792,0,NA
540057,7.5451e-11,1.7039999999999997,0,NA
540091,1.476584e-10,0.8639999999999999,0,NA
540092,4.082082e-10,0.312,1.63e-15,0.168
540107,2.577315e-10,0.504,8.6e-16,0.312
540120,2.113836e-10,0.612,7.39375e-17,3.7199999999999998
540134,3.76566e-10,0.336,9.1264999e-16,0.312
540186,3.315414e-10,0.384,1.63e-15,0.168
540218,2.683593e-10,0.48,0,NA
540298,7.59844e-11,1.6919999999999997,0,NA
540323,1.677547e-10,0.768,1.0675e-16,2.568
540324,1.099317e-10,1.1640000000000001,8.53125e-17,3.216
540421,3.960109e-10,0.324,1.02667496e-15,0.264
540479,9.45242e-11,1.356,1.2e-17,22.919999999999998
540383,4.088519e-10,0.312,5.5453121e-16,0.504
540492,2.745549e-10,0.46799999999999997,0,NA
540510,1.498499e-10,0.8519999999999999,0,NA
540537,2.056604e-10,0.624,0,NA
540609,9.22734e-11,1.3920000000000001,5.1597e-18,53.304
540628,1.126926e-10,1.1400000000000001,7.39375e-17,3.7199999999999998
540657,1.108304e-10,1.1640000000000001,4.3e-16,0.648
540668,3.901753e-10,0.324,6.5181252e-16,0.43199999999999994
540683,1.821703e-10,0.708,0,NA
540695,2.0168e-10,0.636,0,NA
540741,3.105612e-10,0.40800000000000003,5.407925e-16,0.504
540757,4.962918e-10,0.25861666666666666,6.5e-16,0.42313333333333336
540772,2.59243e-11,4.9559999999999995,0,NA
540816,5.10214e-11,2.52,1.16639999e-15,0.24
540827,1.514339e-10,0.8519999999999999,4.43125e-16,0.624
540853,3.143385e-10,0.40800000000000003,0,NA
540884,3.818122e-10,0.33616666666666667,3.9e-16,0.7052333333333334
540933,9.41799e-11,1.368,0,NA
540946,1.242832e-10,1.032,1.375e-17,19.991999999999997
540982,1.093045e-10,1.1760000000000002,1.365e-16,2.016
540984,3.346873e-10,0.3835,1.01724998e-15,0.2703833333333333
541077,1.561202e-10,0.8280000000000001,4.3e-16,0.648
541147,1.265305e-10,1.02,0,NA
541184,2.969045e-10,0.43199999999999994,0,NA
541210,3.572301e-10,0.3593,1.05e-17,26.183999999999997
541227,2.328116e-10,0.552,4.5400002e-16,0.6000000000000001
541354,1.331078e-10,0.96,4.3e-16,0.648
541379,3.373317e-10,0.384,4.4752499e-16,0.624
541397,2.135941e-10,0.6000000000000001,4.4137501e-16,0.624
541398,2.873407e-10,0.44399999999999995,1.29e-15,0.21599999999999997
541399,1.2853e-11,9.984,0,NA
541431,1.284442e-10,0.996,7.39375e-17,3.7199999999999998
541432,8.9362e-11,1.44,0,NA
541462,3.97219e-11,3.228,0,NA
541498,6.95154e-11,1.8479999999999999,0,NA
541629,1.044392e-10,1.224,0,NA
541662,2.070795e-10,0.624,8.59375e-17,3.192
541669,1.33323e-11,9.624,1.03194e-18,266.52
541695,1.754405e-10,0.732,7.39375e-17,3.7199999999999998
541710,1.829835e-10,0.6960000000000001,2.45e-17,11.232000000000001
541724,1.602713e-10,0.804,0,NA
541760,2.499831e-10,0.516,4.3e-16,0.648
541766,2.173772e-10,0.5880000000000001,9.1059372e-16,0.312
541778,2.337135e-10,0.552,4.3e-16,0.648
541799,5.940108e-10,0.21608333333333332,1.018352539e-14,0.027000000000000003
541840,3.354118e-10,0.38266666666666665,3.9e-16,0.7052333333333334
542029,7.39437e-11,1.7399999999999998,4.9e-19,561.312
541940,2.250818e-10,0.57,1.3e-16,2.116
541977,3.857494e-10,0.336,9.1059372e-16,0.312
542031,5.26317e-11,2.436,5.1597e-18,53.304
542069,8.26461e-11,1.548,2.45e-19,1122.6
542083,2.017676e-10,0.636,4.3e-16,0.648
542084,8.6351e-11,1.488,1.2e-17,22.919999999999998
542134,1.043743e-10,1.224,7.39375e-17,3.7199999999999998
542165,7.17722e-11,1.7879999999999998,4.9196873e-16,0.552
542192,1.789648e-10,0.72,5.265e-17,5.232
542229,6.493055e-10,0.192,8.2270004e-16,0.336
542241,9.80874e-11,1.309,5.7175e-18,48.096000000000004
542242,1.33323e-11,9.624,1.03194e-18,266.52
542255,8.15376e-11,1.572,4.3e-16,0.648
542280,5.81281e-11,2.208,1.1375e-17,24.168
542308,3.063934e-10,0.4189166666666667,1.05e-17,26.183999999999997
542317,1.20285e-11,10.668,0,NA
542331,3.07081e-11,4.176,1.667952e-16,1.6560000000000001
542368,1.672507e-10,0.768,0,NA
542411,1.313974e-10,0.977,2.6e-16,1.058
542413,2.774113e-10,0.46799999999999997,2.5393749e-16,1.08
542472,2.238902e-10,0.573,2.5747374e-16,1.068
542492,5.82832e-11,2.208,0,NA
542504,6.71528e-11,1.908,0,NA
542506,8.7303e-11,1.476,1.1375e-17,24.168
542507,5.190604e-10,0.252,1.77787506e-15,0.14400000000000002
542525,3.029232e-10,0.42000000000000004,7.7222504e-16,0.36
542546,1.883448e-10,0.684,0,NA
542558,2.926207e-10,0.44399999999999995,0,NA
