molecule_id,bp_est,mp_est,vp_est
5932,369.32,125.59,4.54e-6
5934,460.47,194.13,2.86e-11
5936,540.59,231.56,5.23e-15
5938,170.04,-2.27,0.323
5940,346.02,62.05,1.42e-4
5944,247.07,50.12,0.0077
5966,391.94,160.32,5.34e-7
5978,470.7,177.08,4.02e-10
5982,456.26,192.17,6.05e-9
5994,330.68,96.33,7.5e-7
6006,510.67,217.58,2.49e-12
6007,514.5,309.07,7.7e-12
6008,226.86,37.45,0.117
6010,398.53,148.11,1.33e-10
6012,468.51,197.89,7.27e-11
6015,307.34,31.04,0.00146
6020,242.08,38.67,0.0476
6023,385.44,97.37,8.49e-6
6025,444.86,186.84,2.65e-11
6028,892.11,349.84,8.61e-28
6034,270.93,38.41,0.00682
6035,358.09,130.46,7.38e-7
6039,549.1,235.53,2.43e-15
6042,292.61,69.58,8.24e-5
6046,436.03,182.72,3.61e-10
6047,408.31,162.88,4.35e-9
6048,228.34,7.45,0.0587
6051,450.46,152.03,5.62e-7
6052,408.31,162.88,4.35e-9
6053,564.18,242.58,2.61e-13
6054,531.64,227.38,1.34e-13
6059,375.67,127.23,1.62e-8
6065,475.84,201.31,4.06e-11
6070,264.11,73.32,0.00101
6074,307.7,94.08,3.8e-5
6075,203.81,10.89,0.409
6081,449.29,188.91,8.79e-10
6082,266.58,59.25,0.00388
6085,405.58,168.49,4.13e-8
6086,359.34,228.35,1.1e-6
6089,477.63,195.58,1.98e-11
6094,407.16,169.23,5.64e-9
6096,1078.85,349.84,3.54e-33
6099,281,73.02,1e-4
6100,511.67,218.05,2.3e-12
6101,534.79,228.85,1.94e-14
6102,363.33,132.92,2.1e-6
6104,493.27,209.45,6.01e-11
6106,404.04,115.94,5.26e-6
6107,550.38,236.13,9.89e-14
6114,10.16,-98.3,2300
6118,479.1,202.84,1.07e-11
6119,136.32,-59.48,6.78
6125,500.48,212.82,5.65e-12
6130,369.23,88.87,3.54e-5
6134,178.34,-28.15,1.06
6135,453.42,300.15,3.43e-10
6138,396.75,157.99,1.61e-9
6141,396.75,157.99,1.61e-9
6142,234.31,10.6,0.0683
6148,405.58,168.49,4.13e-8
6149,238.66,21.47,0.0497
6150,482.09,204.23,9.87e-10
6153,478.12,202.38,1.31e-9
6158,567.93,244.33,6.25e-15
6161,522.52,223.12,2.64e-14
6162,229.84,9.35,0.0651
6163,438.85,143.01,9.56e-7
6165,295.8,92.83,3.27e-4
6169,350.21,136.1,9.91e-7
6174,372.48,133.21,5e-9
6176,372.48,133.21,5e-9
6179,396.49,252.07,9.14e-9
6183,336.96,103.56,2.12e-7
6189,345.44,102.92,9.29e-6
6192,202.74,23.33,0.017
6193,941.62,349.84,1.4e-30
6199,575.43,247.83,2.25e-16
6200,564.53,242.74,4.28e-14
6201,376.75,278.31,1.7e-7
6202,414.14,294.42,4.68e-8
6206,184.65,-18.94,0.647
6211,205.07,-28.33,0.254
6222,391.39,139.02,2.09e-7
6227,542.67,232.53,4.33e-15
6228,396.19,141.98,6.76e-7
6231,269.53,24.41,0.00947
6234,433.26,181.42,7.15e-11
6237,107.85,-54.17,121
6238,511.96,218.19,1.45e-11
6241,499.19,212.22,6.27e-12
6243,474.27,200.58,4.6e-11
6246,246.27,51.27,0.0332
6248,818.09,349.84,1.92e-23
6250,278.75,62.7,0.00878
6258,457.16,192.59,5.68e-9
6261,370.45,116.06,5.41e-6
6265,305.43,90.43,6.49e-5
6269,224.23,9.86,0.13
6274,224.23,9.86,0.13
6277,500.48,212.82,5.65e-12
6278,691.81,302.2,4.83e-21
6279,244.38,10.32,0.0587
6281,244.38,10.32,0.0587
6294,245.05,47.96,1.38e-4
6296,175.25,3.61,1.14
6297,297.63,76.19,3.63e-5
6298,459.1,168.06,1.08e-10
6299,398.39,159.08,8.72e-9
6300,430.94,90.23,1.45e-6
6307,847.74,349.84,3.55e-27
6313,591.67,255.42,5.33e-17
6314,245.06,48.39,0.0488
6317,479.69,203.11,2.99e-11
6321,157.25,-13.62,4.02
6323,408.1,262.22,8.03e-9
6327,250.04,36.45,0.0121
6328,331.61,94.73,4.8e-7
6333,539,230.82,1.16e-14
6334,475.87,201.33,1.53e-9
6335,453.47,190.87,8.73e-11
6340,654.71,284.86,6.42e-18
6343,33.83,-106.38,910
6344,330.68,96.33,7.5e-7
6347,474.43,200.66,4.54e-11
6348,447.49,159.04,2.16e-9
6350,718.66,314.74,4.66e-16
6352,324.41,101.25,1.87e-4
6354,384.54,145.47,5.2e-7
6358,424.29,140.99,1.14e-8
6362,258.98,26.16,0.0271
6368,252.81,53.8,0.0204
6369,239.79,46.04,0.0187
6371,349.5,98.81,2.39e-7
6372,252.81,53.8,0.0204
6376,580.77,233.01,1.81e-11
6378,263.59,5.9,0.022
6381,205.65,-5.43,0.0535
6383,263.59,5.9,0.022
6388,928.06,349.84,5.53e-27
6392,451.67,174.47,1.21e-7
6396,224.03,3.83,0.112
6399,298.76,76.84,0.00123
6405,715.34,313.19,1.73e-20
6407,225.12,34.89,0.344
6413,521.29,215.64,1.72e-9
6414,542.7,313.19,1.3e-12
6416,315.81,94.05,1.8e-4
6418,208.68,10.89,0.0436
6440,380.83,97.89,1.69e-5
6441,624.69,270.85,2.48e-18
6449,360.05,127.36,6.64e-6
6454,269.55,63.39,0.00424
6455,428.46,158.67,4.89e-7
6460,336.23,112.3,1.78e-6
6462,401.08,122.94,6.13e-8
6468,415.64,124.96,9.84e-7
6469,249.51,48.85,0.00298
6470,1259.9,349.84,1.63e-39
6474,679.43,296.41,1.54e-20
6475,189.47,20.23,1.45
6476,209.98,26.56,4.29e-4
6478,209.22,25.82,0.0362
6479,44.8,-93.58,249
6480,209.98,26.56,4.29e-4
6481,143.82,-29.49,2.32
6487,504.17,214.55,1.34e-12
6488,59.78,-93.17,317
6499,280.41,83.27,1.08e-4
6504,422.07,176.2,1.23e-8
6505,392.36,147.27,1.6e-7
6506,264.26,60.57,0.00854
6511,488.8,207.37,2.14e-9
6512,365.31,132.99,7.2e-8
6514,889.92,349.84,1.07e-28
6515,643.06,327.84,8.91e-14
6518,211.43,25.15,0.113
6526,488.31,207.14,3.18e-12
6530,267.08,53.32,0.0023
6534,433.26,181.42,7.6e-11
6538,370.49,138.27,3.09e-6
6540,236.77,37.32,0.0637
6542,363.72,123.79,6.47e-6
6545,335.6,128.06,2.52e-6
6548,485.62,205.88,1.86e-11
6549,394.8,147.45,6.41e-9
6564,230.65,19.44,7.98e-5
6565,558.86,240.09,1.01e-15
6574,555.74,238.64,9.83e-15
6577,351.32,109.42,1.82e-5
6581,395.47,136.7,8.04e-7
6582,493.27,209.45,6.01e-11
6590,451.27,189.84,2.33e-8
6592,480.12,203.31,2.89e-11
6594,583.44,251.58,1.67e-15
6600,645.37,280.5,3.66e-19
6601,523.14,223.41,2.74e-13
6602,291.95,46.2,0.00359
6604,347.43,123.97,7.61e-6
6605,521.86,222.81,1.01e-12
6608,505.05,214.96,1.25e-13
6616,451.52,189.95,2.79e-10
6617,346.57,115.8,4.01e-7
6619,348.88,106.45,5.35e-6
6621,437.37,163.48,6.39e-10
6623,398.52,149.1,4.94e-7
6633,349.47,113.35,1.83e-5
6637,573.2,246.79,1.14e-13
6643,473.96,200.43,2.7e-8
6647,527.4,219.79,5.52e-9
6648,520.08,206.17,9.05e-9
6649,527.4,219.79,5.52e-9
6653,253.52,29.52,0.0331
6657,352.73,215.34,7.88e-9
6658,534.52,228.73,1.05e-13
6659,178.17,-29.51,1
6670,312.39,85.61,7.24e-5
6671,204.05,-11.39,0.0832
6676,493.91,188.33,7.1e-11
6677,727.51,318.88,1.67e-22
6684,310.92,94.04,0.00245
6687,129.03,-27.55,0.414
6688,338.41,128.34,3.27e-7
6690,259.32,10.82,0.0173
6693,445.86,299.05,4.6e-9
6694,252.62,13.84,0.0154
6697,653.45,284.28,9.79e-18
6698,257.62,63.27,9.36e-5
6699,557.82,239.61,1.11e-15
6700,715.04,313.05,5.43e-22
6701,653.45,284.28,9.79e-18
6703,453.18,190.73,2.45e-10
6704,715.04,313.05,5.43e-22
6712,375.67,246.17,8.19e-8
6727,354.69,121.51,4.21e-7
6732,892.11,349.84,8.61e-28
6736,508.47,197.14,4.99e-8
6737,166.84,3.02,2.13
6738,330.68,96.33,7.5e-7
6749,363.59,127.58,3.83e-8
6765,711.96,311.61,7.26e-22
6767,285.7,112.5,0.00101
6770,575.43,247.83,2.25e-16
6771,524.43,224.01,4.86e-11
6776,124.28,-11.22,9.66
6785,444.86,186.84,3.69e-10
6786,550.53,236.2,9.77e-14
6791,557.21,239.32,1.17e-15
6799,742.75,325.99,3.95e-23
6812,555.25,238.41,1.4e-15
6824,2251.81,349.84,0
6828,611.95,264.89,7.99e-18
6829,583.66,251.68,3.88e-16
6839,281.16,85.71,0.00138
6840,347.64,115.65,1.91e-5
6844,369.09,122.51,4.97e-6
6850,573.91,247.12,3.76e-15
6851,36.9,-84.86,1030
6853,460.42,194.11,6.35e-12
6856,480.51,203.5,7.02e-12
6858,460.42,194.11,6.35e-12
6864,209.98,26.56,4.29e-4
6865,480,90.27,2.19e-12
6870,392.97,141.55,1.02e-6
6874,550.19,236.04,2.81e-14
6875,484.84,205.03,6.73e-12
6876,484.84,205.03,6.73e-12
6878,304.54,90.34,1.27e-5
6881,566.92,243.86,4.86e-16
6885,508.87,216.74,1.48e-10
6887,190.8,15.69,0.124
6890,119.87,-68.45,14.8
6894,461.52,174.59,2e-8
6897,427.05,178.52,1.07e-8
6910,183.62,-0.64,0.757
6911,209.93,-1.19,0.165
6914,548.35,235.19,8.7e-12
6917,42.52,-107.65,479
6918,247.53,35.63,0.0103
6920,448.96,299.5,4.51e-10
6927,308.82,81.92,0.00141
6929,262.61,49.1,4.57e-4
6933,485.8,205.96,1.83e-11
6934,296.49,83.01,0.00177
6940,394.4,157.8,4.97e-7
6942,209.98,26.56,4.29e-4
6944,412.79,166.81,2.78e-8
6948,892.11,349.84,8.61e-28
6952,351.08,130.32,4e-7
6953,665.04,289.69,5.89e-20
6962,480,90.27,8.76e-11
6965,798.83,349.84,3.07e-22
6969,397.93,148.36,1.76e-6
6983,379.66,129.33,5.2e-9
6992,419.34,167.97,1.67e-9
6995,236.92,38.1,0.0232
6996,453.27,190.77,1.84e-11
7005,297.54,99.37,1.98e-4
7012,467.2,43.31,3.55e-7
7015,456.47,54.96,4.95e-7
7029,496.61,81.17,9.73e-9
7035,538.03,190.62,5.43e-11
7039,579.38,226.95,1.73e-12
7047,747.23,328.09,2.58e-23
7048,747.23,328.09,2.58e-23
7049,747.23,328.09,2.58e-23
7058,569.75,132.4,1.42e-10
7067,580.47,120.75,1.04e-10
7068,584.05,116.86,9.31e-11
7070,591.2,109.09,7.49e-11
7071,594.77,105.2,6.71e-11
7075,613.48,179.82,1.35e-15
7076,613.48,179.82,1.35e-15
7078,631.08,167.89,5.12e-16
7082,609.91,183.71,2.21e-15
7086,859.02,349.84,1.4e-27
7094,602.85,156.02,1.18e-11
7096,639.34,251.86,6.15e-18
7099,635.76,253.36,7.73e-18
7111,692.16,302.36,4.67e-21
7114,679.64,296.51,1.51e-20
7115,738.16,323.85,6.11e-23
7120,733.33,321.59,9.65e-23
7121,670.08,290.49,1.93e-19
7122,728.5,319.33,1.52e-22
7123,716.33,313.65,4.81e-22
7124,728.5,319.33,1.52e-22
7126,728.5,319.33,1.52e-22
7127,710.71,311.03,8.17e-22
7128,728.5,319.33,1.52e-22
7132,728.5,319.33,1.52e-22
7133,710.71,311.03,8.17e-22
7136,705.88,308.77,1.29e-21
7139,715.98,313.49,4.97e-22
7143,689.67,301.2,3.14e-20
7149,726.01,318.17,1.93e-22
7152,999.39,349.84,1.43e-31
7198,983.31,349.84,5.04e-25
7205,582.58,251.07,2.85e-12
7206,587.78,250.98,2.12e-12
7207,582.58,251.07,2.85e-12
7216,618.92,268.15,7.92e-17
7218,618.92,268.15,7.92e-17
7222,665.29,289.81,2.85e-19
7226,654.67,284.85,7.42e-19
7228,660.09,287.38,4.56e-19
7229,660.09,287.38,4.56e-19
7230,660.46,287.55,7.9e-18
7231,660.46,287.55,7.9e-18
7232,660.46,287.55,7.9e-18
7233,655.26,285.12,7.04e-19
7236,618.37,267.89,8.31e-17
7240,684.63,298.85,9.4499999999999992e-21
7241,684.63,298.85,9.4499999999999992e-21
7244,659.91,287.3,4.63e-19
7248,665.11,289.73,2.9e-19
7251,679.43,296.41,1.54e-20
7258,643.87,279.8,1.96e-18
7260,679.18,296.3,8.12e-20
7262,724.89,317.65,2.14e-22
7263,724.89,317.65,2.14e-22
7267,698.04,305.1,1.47e-20
7268,724.89,317.65,2.14e-22
7271,757.62,332.94,9.61e-24
7273,761.23,334.62,6.81e-24
7278,698.52,305.33,2.57e-21
7282,793.96,349.84,2.98e-25
7285,741.98,325.63,4.25e-23
7286,688.86,300.82,1.79e-19
7287,708.2,309.85,3.04e-19
7288,708.2,309.85,3.04e-19
7292,754.17,331.32,5.5e-22
7293,719.81,315.27,2.01e-21
7295,751.66,330.15,1.69e-23
7298,701.11,306.54,6.09e-20
7299,1032.12,349.84,9.72e-33
7302,793.83,349.84,2.18e-24
7303,712.72,311.96,2.19e-20
7311,794.32,349.84,2.9e-25
7320,775.63,341.35,1.18e-23
7321,787.23,346.77,4.02e-24
7330,1207.29,349.84,1.17e-37
7332,1218.92,349.84,8.6e-32
7334,1238.26,349.84,9.48e-39
7339,723.89,317.18,2.36e-22
7341,733.57,321.7,5.7e-22
7342,733.57,321.7,5.7e-22
7344,688.73,300.76,1.48e-15
7346,695.95,304.13,1.77e-20
7347,695.95,304.13,1.77e-20
7349,699.34,305.72,1.3e-20
7351,704.55,308.15,8.1e-21
7353,734.41,322.1,8.84e-18
7358,749.97,329.36,1.99e-23
7359,718.68,314.75,3.85e-22
7362,703.6,307.71,4.89e-20
7363,714.22,312.67,1.91e-20
7365,709.02,310.24,3.03e-20
7368,728.36,319.27,9.18e-22
7369,778.98,342.92,1.25e-24
7370,618.3,262.93,2.63e-13
7373,653.47,284.29,1.86e-14
7394,580.77,233.01,1.81e-11
7399,621.94,269.56,6.1e-17
7401,617.11,261.3,1.1e-16
7402,617.11,261.3,1.1e-16
7403,617.11,261.3,1.1e-16
7409,617.11,261.3,1.1e-16
7410,658.28,286.53,5.37e-19
7411,658.28,286.53,5.37e-19
7412,653.45,284.28,9.79e-18
7422,209.78,10.22,0.221
7423,240.97,50.7,0.00321
7424,253.4,52.08,0.00144
7425,247.97,47.92,0.0294
7426,259.16,54.24,9.61e-4
7427,201.44,17.38,0.249
7464,405.6,49.36,3.63e-6
7465,370.38,33.63,3.61e-5
7472,268.1,6.51,0.0102
7482,699.01,303.78,1.41e-20
7493,723.74,224.37,1.17e-19
7495,991.11,349.84,2.14e-32
7496,742.2,313.51,3.7e-22
7498,742.2,313.51,3.7e-22
7502,764.48,336.14,5e-24
7503,760.91,334.47,7.02e-24
7505,760.91,334.47,7.02e-24
7511,786.76,346.55,5.94e-25
7519,753.13,330.84,9.42e-23
7536,775.44,341.26,1.2e-23
7540,783.88,345.2,5.49e-24
7543,1189.91,349.84,8.05e-40
7560,625.14,236.6,1.23e-16
7563,621.56,238.09,1.53e-16
7568,618.08,199.07,1.57e-12
7580,829.88,349.84,1.56e-26
7589,869.76,349.84,5.72e-28
7591,848.59,349.84,3.31e-27
7598,1039.82,349.84,3.39e-34
7602,1065,349.84,3.93e-35
7610,594.44,182.98,9.38e-12
7637,632.95,200.6,6.39e-13
7641,621.94,203.72,1.11e-12
7642,618.37,211.59,1.1e-12
7648,644.23,265.37,1.34e-17
7651,663.42,276.83,1.3e-14
7658,640.65,264.72,1.78e-17
7707,319.78,102.82,3.4e-6
7712,272.16,55.63,4.12e-4
7713,248.36,33.6,0.0392
7721,335.93,104.88,1.08e-6
7726,257.7,53.47,0.0162
7735,338.31,112.47,7.65e-7
7738,311.15,85.89,1.72e-5
7739,262.12,63.13,0.0105
7740,302.32,88.02,7.89e-4
7748,306.76,88.06,6.3e-4
7753,285.66,67.5,1.34e-4
7754,232.55,30.89,0.0574
7756,325.91,99.28,9.24e-5
7758,329.91,96.95,3.91e-6
7759,269.67,57.52,4.62e-4
7760,213.73,19.76,0.181
7768,602.29,260.38,1.94e-17
7776,373.98,120.9,1.19e-7
7785,417.31,173.97,1.64e-9
7786,408.31,162.88,4.35e-9
7812,557.56,239.49,1.13e-15
7813,557.56,239.49,1.13e-15
7820,259.48,43.06,0.0272
7821,308.28,85.6,2.08e-5
7822,654.71,284.86,6.42e-18
7823,654.71,284.86,6.42e-18
7833,722.89,316.71,2.59e-22
7840,689.11,300.94,3.3e-20
7842,737.39,323.49,6.56e-23
7847,768.14,337.85,2.36e-23
7849,791.34,348.69,2.74e-24
7851,814.55,349.84,4.22e-25
7867,1127.25,349.84,1.85e-37
7869,617.39,267.26,2.45e-13
7870,615.87,266.4,3.05e-12
7875,624.43,270.72,1.48e-13
7877,648.6,282.01,2.64e-14
7883,652.21,283.7,4.42e-18
7885,652.21,283.7,4.42e-18
7887,652.21,283.7,4.42e-18
7889,652.21,283.7,4.42e-18
7890,652.21,283.7,4.42e-18
7895,645.95,280.78,7.62e-18
7897,639.7,275.13,1.42e-17
7900,698.21,305.19,1.44e-20
7901,701.12,306.54,6.08e-20
7904,684.94,298.99,2.53e-19
7906,684.94,298.99,2.53e-19
7910,693.38,302.93,2.24e-20
7911,704.72,308.23,7.97e-21
7919,688.55,300.67,3.47e-20
7921,696.99,304.61,2.97e-21
7923,730.94,320.48,7.25e-22
7924,753.63,331.07,9e-23
7927,726.11,318.22,1.13e-21
7929,734.55,322.16,8.59e-23
7930,734.55,322.16,8.59e-23
7933,662.87,288.68,9.51e-15
7934,721.28,315.96,7.51e-20
7935,721.28,315.96,7.51e-20
7938,708.77,310.12,5.51e-21
7939,721.28,315.96,7.51e-20
7949,721.28,315.96,1.76e-21
7950,721.28,315.96,1.76e-21
7952,721.28,315.96,1.76e-21
7954,729.72,319.9,1.36e-22
7955,729.72,319.9,1.36e-22
7959,666.48,290.36,1.27e-18
7961,724.89,317.65,2.14e-22
7964,260.99,6.85,0.0251
7969,648.44,270.71,8.47e-18
7975,562.34,221.86,1.74e-14
7976,526.01,193.72,3.38e-10
7980,559.73,232.48,4.27e-15
7985,573.12,246.76,4.02e-15
7987,540.39,230.35,6.63e-14
7989,508.41,179.66,2.54e-12
7990,544.75,218.56,1.91e-14
7993,501.29,175.46,4.69e-12
8001,530.71,205.05,2.65e-13
8002,494.37,166.15,1.34e-9
8006,535.54,224.24,1.11e-13
8011,505.4,203.62,5.23e-13
8019,514.18,204.18,2.71e-13
8020,508.97,204.27,3.96e-13
8024,509.53,200.89,4.16e-13
8027,514.03,213.87,6.79e-13
8029,502.56,196.29,2.46e-12
8035,500.57,195.12,4.32e-10
8036,459.15,148.48,1.62e-8
8047,487.25,197.87,6.9e-12
8055,468.71,170.83,5.17e-11
8074,420.75,150.13,9.62e-10
8078,410.19,153.02,4.59e-9
8082,406.71,136.62,8.85e-9
8083,370.37,97.72,1.91e-5
8085,385.93,112.05,4.78e-7
8094,653.45,284.28,9.79e-18
8095,653.45,284.28,9.79e-18
8097,653.45,284.28,8.29e-19
8098,658.51,286.64,5.25e-19
8101,649.88,282.61,1.14e-18
8104,686.44,299.69,7.98e-21
8106,689.79,301.25,5.83e-21
8108,689.79,301.25,5.83e-21
8110,681.61,297.43,1.25e-20
8111,696.9,304.58,2.99e-21
8115,693.33,302.91,4.18e-21
8120,799.24,349.84,1.42e-24
8122,822.44,349.84,2.26e-25
8130,652.89,284.02,8.71e-19
8138,679.29,296.35,8.04e-20
8141,644.48,280.09,8.66e-18
8144,613.5,261.94,3.56e-13
8151,678.68,296.06,4.37e-19
8152,682.57,297.88,3.11e-19
8154,686.18,299.57,4.3e-20
8158,686.18,299.57,4.3e-20
8162,686.18,299.57,4.3e-20
8164,647.77,281.62,2.8e-14
8165,686.18,299.57,4.3e-20
8166,718.91,314.86,2.18e-21
8168,701.93,306.92,1.03e-20
8171,716,313.49,4.96e-22
8172,831.29,349.84,1.12e-25
8175,671.99,292.94,1.56e-19
8178,721.27,315.96,3.02e-22
8182,744.16,326.65,3.45e-23
8184,770.65,339.02,2.77e-24
8186,795.12,349.84,1.97e-24
8189,818.33,349.84,3.13e-25
8190,846.49,349.84,3.94e-27
8193,841.54,349.84,4.94e-26
8194,837.96,349.84,6.57e-26
8197,869.7,349.84,5.75e-28
8200,1200.28,349.84,2.06e-37
8201,1200.28,349.84,2.06e-37
8204,724.35,317.4,1.33e-21
8205,688.98,300.87,1.77e-19
8208,720.18,315.45,1.13e-20
8209,723.79,317.14,1.4e-21
8213,751.11,329.89,1.14e-22
8215,615.94,258.47,3.42e-13
8220,615.22,260.65,1.28e-16
8224,578.4,235.27,5.62e-12
8225,578.4,235.27,5.62e-12
8227,651.08,283.17,1.03e-18
8228,651.08,283.17,1.03e-18
8229,651.08,283.17,1.03e-18
8230,651.08,283.17,1.03e-18
8231,651.08,283.17,1.03e-18
8232,651.08,283.17,1.03e-18
8234,651.08,283.17,1.03e-18
8235,651.08,283.17,1.03e-18
8236,651.08,283.17,1.03e-18
8238,651.08,283.17,1.03e-18
8240,643.87,279.8,3.7e-14
8241,643.87,279.8,3.7e-14
8242,643.87,279.8,3.7e-14
8244,647.48,281.49,6.67e-18
8246,647.48,281.49,6.67e-18
8247,578.23,209.48,1.16e-11
8248,588.95,188.17,1.12e-11
8250,581.81,198.95,1.26e-11
8251,632.41,248.09,5.22e-17
8252,632.41,248.09,5.22e-17
8256,611.24,247,2.53e-16
8261,613.65,239.31,2.63e-16
8263,621.72,245.39,1.23e-16
8265,607.66,246.35,3.34e-16
8267,618.15,246.89,1.53e-16
8278,636.95,264.86,2.33e-17
8283,647.58,275.29,1.68e-18
8284,644,274.64,2.25e-18
8289,680.28,296.81,1.42e-20
8290,676.68,295.13,1.02e-19
8311,847.82,349.84,3.53e-27
8312,847.82,349.84,3.53e-27
8322,778.77,342.82,8.81e-24
8331,884.16,349.84,1.73e-28
8333,815.73,349.84,5e-26
8334,875.23,349.84,3.63e-28
8335,891.27,349.84,9.53e-29
8339,859.18,349.84,1.38e-27
8344,889.51,349.84,1.1e-28
8356,621.69,248.66,3.24e-13
8357,618.11,248.41,4.01e-13
8358,666.37,287,1.41e-18
8359,636.95,266.99,7.98e-14
8361,640.78,268.99,6.04e-14
8367,643.97,275.93,1.01e-17
8369,640.39,275.28,1.34e-17
8373,680.31,296.82,7.33e-20
8374,680.31,296.82,7.33e-20
8377,713.02,312.1,6.57e-22
8378,670.3,292.15,5.57e-15
8379,686.35,299.64,2.23e-19
8384,860.37,349.84,1.25e-27
8386,647.48,281.49,6.67e-18
8388,647.48,281.49,6.67e-18
8391,650.13,282.73,1.43e-13
8394,660.1,287.39,4.55e-19
8397,694.92,303.65,3.6e-21
8399,695.92,304.12,3.28e-21
8401,594.82,241.18,4.61e-13
8402,600.61,247.16,2.76e-13
8403,599.08,246.29,3.09e-13
8405,635.42,274.58,1.97e-17
8406,640.25,278.11,1.25e-17
8407,684.33,298.7,2.66e-19
8409,668.15,291.15,1.1e-18
8410,600.61,247.16,2.76e-13
8412,640.25,278.11,1.25e-17
8416,619.38,261.63,5.9e-14
8417,684.33,298.7,2.66e-19
8418,652.11,283.65,4.31e-15
8419,652.11,283.65,4.31e-15
8420,711.61,311.44,4.25e-21
8439,718.45,314.64,2.28e-21
8440,722.05,316.32,2.8e-22
8458,758.39,333.3,8.93e-24
8463,711.25,311.28,7.76e-22
8464,741.39,325.36,4.49e-23
8465,729.67,319.88,8.15e-22
8468,749.46,329.13,2.09e-23
8471,719.04,314.92,2.16e-21
8473,742.25,325.76,2.57e-22
8493,696.83,304.54,1.64e-20
8495,619.86,268.59,4.7e-14
8496,615.03,255.12,9.23e-14
8506,615.03,255.12,9.23e-14
8507,756.7,332.51,1.62e-18
8508,615.03,255.12,9.23e-14
8509,615.03,255.12,9.23e-14
8510,619.86,268.59,4.7e-14
8515,496.61,81.17,9.73e-9
8516,510.65,98.22,1.71e-11
8517,461.39,65.43,1.07e-7
8520,475.43,82.48,2.94e-10
8528,880.55,349.84,2.33e-28
8536,1025.18,349.84,1.18e-33
8538,659.79,285.34,2.57e-15
8542,791.76,348.89,3.68e-25
8543,597.19,230.42,1.11e-15
8544,583.15,216.92,1.82e-12
8545,652.22,280.1,4.9e-18
8547,597.79,249.94,3.02e-13
8550,683.86,298.48,2.78e-19
8554,697.44,304.83,1.55e-20
8555,662.68,288.59,1.77e-18
8556,673.48,293.64,6.9e-19
8558,583.01,177.86,5.46e-11
8571,542.38,209.49,2.93e-14
8572,528.34,195.98,4.01e-13
8590,876.29,349.84,3.32e-28
8592,1008.39,349.84,4.93e-33
8593,601.32,203.17,8.91e-13
8594,635.65,265.32,1.98e-14
8596,595.84,257.37,1.12e-12
8598,586.18,239.19,3.23e-12
8599,584.66,238.33,3.61e-12
8604,630.66,273.63,2.87e-17
8606,625.83,271.38,4.36e-17
8614,624.31,270.66,4.98e-17
8615,619.48,265.76,8.14e-17
8616,619.48,265.76,1.47e-15
8617,619.48,265.76,1.47e-15
8618,619.48,265.76,8.14e-17
8619,665.48,289.9,2.8e-19
8620,665.48,289.9,2.8e-19
8622,660.65,287.64,4.33e-19
8624,657.34,286.1,5.84e-19
8633,655.82,285.38,4.8e-18
8634,655.82,285.38,6.7e-19
8637,649.56,282.46,1.18e-18
8641,701.82,306.87,1.89e-21
8642,696.99,304.61,2.97e-21
8644,684.82,298.93,9.29e-21
8647,692.16,302.36,4.67e-21
8648,692.16,302.36,4.67e-21
8650,692.16,302.36,4.67e-21
8674,291.92,20.98,5.92e-4
8691,356.9,134.37,7.21e-6
8717,1842.19,349.84,0
8731,389.49,148.08,9.15e-9
8764,394.59,156.3,5.11e-7
8766,631.39,273.97,2.01e-14
8768,360.32,135.97,5.74e-6
8770,360.32,135.97,5.74e-6
8799,448.68,188.63,3.49e-10
8800,413.84,159.8,3.13e-8
8802,425.03,177.58,2.23e-9
8804,421.45,175.91,2.95e-9
8826,289.89,71.97,4.21e-4
8828,385.17,149.65,2.71e-8
8834,506.56,215.66,1.74e-10
8839,380,132.73,2.1e-6
8860,425.76,177.92,8.29e-10
8892,488.95,207.44,4.73e-12
8901,682.28,297.75,1.66e-18
8934,427.55,157.21,4.94e-10
8936,291.92,20.98,5.92e-4
8939,465.65,196.55,4.82e-10
8945,367.25,133.13,1.04e-6
8953,434.45,181.98,1.04e-11
8961,439.99,184.57,6.92e-10
8962,498.41,211.86,6.67e-12
8963,520.73,222.28,1.1e-12
8987,392.26,129.61,1.15e-6
8992,560.08,240.66,3.58e-13
8994,545.8,233.99,4.08e-14
8995,552.04,236.91,8.63e-14
9002,682.63,297.91,1.61e-18
9015,563.64,242.33,3.34e-14
9038,455.01,191.58,6.6e-9
9042,468.35,197.81,3.94e-10
9048,504.53,207.23,2.47e-10
9049,511.01,217.74,1.27e-10
9050,511.01,217.74,1.27e-10
9058,271.84,16.49,0.0143
9077,367.74,87.62,4.99e-5
9103,285.68,77.38,2.22e-5
9136,611.24,264.56,6.58e-15
9138,634.45,275.4,1.05e-15
9143,354.2,126.07,2.69e-6
9146,634.45,275.4,1.05e-15
9164,776.27,341.65,1.62e-24
9170,740.27,324.83,5e-23
9284,594.32,256.66,6.57e-16
9291,631.34,273.95,2.71e-17
9366,395.72,163.83,8.49e-8
9374,247.94,46.06,0.019
9383,332.62,102.09,1.45e-6
9395,571.5,246,1.22e-15
9433,781.18,343.94,1.01e-24
9446,530.41,226.8,1.49e-13
9460,829.27,349.84,8.44e-24
9520,494.63,210.09,9.04e-12
9524,467.97,197.64,7.59e-11
9526,374.01,145.97,3.66e-7
9546,441.99,185.5,2.82e-9
