molecule_id,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,aromatic_rings_count,fractioncsp3,total_atom_count,molecular_weight,alogp,number_of_minimal_rings,contains_ring_sugars
596047,240.41,24,9,9,2,0.58,115,755.95,3.05,2,FALSE
596048,183.16,9,8,6,0,0.46,78,558.63,-0.4,2,FALSE
596050,269.67,12,10,8,2,0.56,125,875.04,-0.66,5,FALSE
596051,183.16,10,8,6,0,0.54,80,560.65,-0.18,2,FALSE
596053,249.44,13,9,7,2,0.57,127,873.06,0.76,5,FALSE
596057,203.6,11,7,7,1,0.62,78,532.64,-0.9,3,FALSE
596058,259.36,20,11,8,1,0.7,111,746.9,0.11,4,TRUE
596063,299.77,15,9,10,2,0.54,126,865.05,0.78,3,FALSE
596064,203.6,17,7,7,1,0.69,96,616.8,1.44,3,FALSE
596067,262.52,18,11,9,1,0.71,107,720.87,-0.88,4,TRUE
596068,255.6,14,9,9,3,0.48,130,900.09,3.31,4,FALSE
596070,307.61,14,14,8,2,0.57,128,947.07,-0.14,4,FALSE
596071,323.35,18,13,8,1,0.66,143,971.17,-0.37,3,FALSE
596072,332.58,20,14,8,1,0.67,150,1049.66,1.04,3,FALSE
596076,192.31,15,7,7,2,0.51,101,676.86,2.21,4,FALSE
596077,215.14,15,8,7,3,0.47,126,886.13,3.61,4,FALSE
596078,241.44,15,9,7,2,0.56,127,864.05,2.61,3,FALSE
596080,334.35,16,12,9,1,0.64,134,929.09,-1.23,3,FALSE
596081,86.63,2,4,3,1,0.57,70,451.61,3.46,4,FALSE
596084,241.44,14,9,7,2,0.55,124,850.03,2.22,3,FALSE
596085,235.37,15,9,8,2,0.55,120,840.06,1.75,3,FALSE
596086,215.14,15,8,7,2,0.57,125,852.11,3.41,3,FALSE
596087,235.37,13,8,8,2,0.55,119,807.99,1.65,3,FALSE
596091,197.84,22,10,6,2,0.6,119,781.99,3.2,3,FALSE
596092,78.79,3,4,3,1,0.55,73,465.63,3.97,4,FALSE
596095,208.84,23,9,7,2,0.59,116,802.41,3.33,3,FALSE
596097,197.84,23,10,6,2,0.6,119,816.44,3.42,3,FALSE
596100,222.83,22,9,7,2,0.58,113,788.38,3.07,3,FALSE
596101,182.45,22,7,4,0,0.78,116,706.97,2.15,0,FALSE
596102,159.51,18,7,5,1,0.69,95,604.79,2.68,2,FALSE
596110,162.22,20,6,3,0,0.78,112,676.94,2.79,0,FALSE
596111,171.01,21,6,4,0,0.78,112,676.94,2.83,0,FALSE
596118,351.93,15,11,11,1,0.53,139,967.13,0.03,2,FALSE
596119,369,15,12,11,1,0.52,141,995.14,-0.05,2,FALSE
596125,416.33,17,12,13,1,0.51,143,1010.16,-1.96,2,FALSE
596126,77.38,3,6,2,2,0.33,54,408.45,4.71,5,FALSE
596128,77.38,3,6,2,2,0.33,54,408.45,4.71,5,FALSE
596129,77.38,4,6,2,2,0.33,54,408.45,5.23,5,FALSE
596135,66.76,5,4,2,0,0.72,65,400.56,4.53,4,FALSE
596147,209.64,2,12,4,1,0.25,76,652.61,0.29,6,FALSE
596152,153.06,16,8,5,3,0.61,80,532.66,2.58,3,FALSE
596156,734.58,32,27,23,2,0.53,214,1668.72,-9.96,5,FALSE
596161,153.06,16,8,5,3,0.62,83,546.69,2.82,3,FALSE
596164,81.18,25,7,1,2,0.42,97,661.98,9.49,2,FALSE
596165,75.99,4,5,2,2,0.4,58,408.49,4.3,4,FALSE
596171,175.14,6,9,4,4,0.23,58,523.52,1.68,4,FALSE
596175,151.75,4,5,6,2,0.35,62,477.52,1.34,6,FALSE
596180,147.43,2,9,3,0,0.62,52,418.4,-1.08,5,FALSE
596184,233.43,2,16,4,5,0.29,97,858.77,3.22,13,FALSE
596195,92.7,2,5,2,0,0.79,63,415.53,2.04,5,FALSE
596196,86.63,2,4,3,0,0.75,66,403.56,3.16,3,FALSE
596197,103.7,2,5,3,0,0.71,65,417.55,2.34,3,FALSE
596200,95.86,3,5,3,0,0.76,70,433.59,2.78,3,FALSE
596202,103.7,2,5,3,0,0.71,65,417.55,2.34,3,FALSE
596208,92.7,3,5,2,0,0.72,68,431.57,2.99,3,FALSE
596210,327.03,23,17,13,2,0.57,171,1306.79,0.14,3,FALSE
596213,154.89,2,11,2,2,0.5,75,592.6,2.76,7,FALSE
596218,103.7,2,5,3,0,0.71,65,417.55,2.34,3,FALSE
596221,167.66,15,10,4,0,0.61,113,714.94,5.26,1,FALSE
596223,165.12,4,11,4,5,0.23,68,574.54,4.89,6,FALSE
596224,188.14,0,10,8,0,0.93,138,773.15,7.32,1,FALSE
596227,101.93,7,6,2,0,0.41,56,401.46,1.9,2,FALSE
596229,165.12,4,11,4,5,0.23,68,574.54,4.89,6,FALSE
596233,165.12,4,11,4,5,0.23,68,574.54,4.89,6,FALSE
596255,136.68,11,7,5,1,0.54,76,504.62,3.93,2,TRUE
666387,72.83,2,4,1,0,0.81,56,362.47,3.92,4,FALSE
596264,159.82,1,10,4,1,0.47,43,380.31,-0.7,4,FALSE
596270,187.12,6,11,6,5,0.16,68,574.54,4.64,5,FALSE
596271,192.44,10,12,6,4,0.21,77,620.61,4.62,4,FALSE
596275,85.97,6,6,1,1,0.54,37,270.28,1.33,1,FALSE
596278,259.95,8,9,10,3,0.45,105,762.87,-1.71,4,FALSE
596279,239.72,12,9,9,4,0.43,124,897.11,1.66,5,FALSE
596281,239.72,7,8,9,3,0.45,104,746.87,-0.68,4,FALSE
596300,147.07,2,8,3,1,0.45,75,549.62,4.05,4,FALSE
596301,147.07,2,8,3,1,0.39,73,547.6,3.82,4,FALSE
596302,113.04,6,8,0,0,0.44,65,482.53,3.77,3,FALSE
596303,167.3,3,9,4,1,0.52,78,567.64,3.24,4,FALSE
596306,158.68,20,7,7,0,0.66,94,566.78,4.07,0,FALSE
596312,100.52,9,8,1,1,0.64,87,570.72,6.04,4,FALSE
596318,112.55,10,9,2,0,0.62,110,705.93,7.87,5,FALSE
596325,83.83,3,5,2,0,0.66,88,548.76,7.34,5,FALSE
596327,56.25,2,2,3,2,0.64,70,421.63,6.04,5,FALSE
596336,54.37,9,2,1,0,0.6,42,252.35,3.61,0,FALSE
596338,75.99,3,5,2,1,0.56,43,294.35,2.07,2,FALSE
596349,92.04,6,7,0,1,0.46,36,284.26,0.93,1,FALSE
596372,496.35,42,18,16,0,0.77,213,1394.72,-1.01,1,FALSE
596374,86.99,8,5,3,2,0.28,73,500.64,7.49,3,FALSE
596375,122.52,4,8,3,2,0.33,65,482.53,3.19,3,FALSE
596376,122.16,8,7,3,1,0.5,57,417.46,1.26,3,FALSE
596378,125.82,7,8,3,2,0.36,59,454.48,3.19,4,FALSE
596379,75.99,6,5,2,2,0.34,73,500.64,7.38,4,FALSE
596380,96.22,5,6,3,2,0.25,46,356.37,2.2,3,FALSE
596381,122.52,4,8,3,2,0.33,65,482.53,3.19,3,FALSE
596382,73.4,0,3,2,2,0.29,31,256.26,0.92,4,FALSE
596386,137.68,11,8,4,1,0.44,64,448.52,2.4,1,FALSE
596404,189.72,16,6,7,3,0.43,98,675.83,3.52,3,FALSE
596405,82.06,6,5,1,3,0,39,957.64,9.63,3,FALSE
596407,82.06,6,5,1,3,0,39,910.64,9.79,3,FALSE
596415,107.22,3,6,4,0,0.82,76,474.64,2.92,5,FALSE
596420,97.33,6,7,2,3,0.35,78,568.67,4.54,6,FALSE
596424,97.33,6,7,2,3,0.35,78,568.67,4.54,6,FALSE
596425,143.12,4,11,2,2,0.53,75,570.59,3.11,6,FALSE
596426,94.09,4,6,2,2,0.39,60,449.5,3.27,5,FALSE
596433,89.9,5,6,1,0,0.48,61,460.95,4.3,3,FALSE
596438,125.82,6,8,3,0,0.52,63,492.95,3.25,4,FALSE
596439,56.51,2,4,0,1,0.4,26,196.2,1.47,1,FALSE
596442,103.7,4,4,3,0,0.65,53,361.44,2.61,3,FALSE
596443,195.19,15,11,5,1,0.6,97,671.79,1.68,4,FALSE
596457,303.65,18,15,9,1,0.59,106,777.83,-2.6,3,FALSE
596462,242.54,1,13,7,0,0.71,78,596.6,-5.18,4,FALSE
596465,303.65,17,15,9,1,0.58,103,763.81,-2.99,3,FALSE
596466,136.68,1,8,5,3,0.3,59,510.93,4.3,6,FALSE
596474,219.52,9,13,7,2,0.57,83,604.66,-0.72,4,TRUE
596476,125.81,2,5,6,2,0.53,81,534.7,3.54,5,FALSE
596483,460.59,38,18,17,0,0.77,201,1313.69,-0.88,2,FALSE
596484,440.36,38,17,16,0,0.77,200,1297.69,0.15,2,FALSE
596487,460.59,40,18,17,0,0.79,210,1355.77,-0.4,2,FALSE
596493,77.84,1,6,2,3,0.27,59,493.58,4.93,8,FALSE
596494,57.61,0,5,1,4,0.2,54,473.55,6.34,9,FALSE
596495,103.7,3,7,3,3,0.23,60,509.58,4.66,7,FALSE
596498,98.07,0,7,3,3,0.27,58,507.57,4.61,9,FALSE
596499,77.84,0,6,2,3,0.27,57,491.57,4.91,9,FALSE
596500,112.15,7,7,4,1,0.75,80,491.67,4.06,3,FALSE
596502,46.53,1,3,1,1,0.42,29,206.24,1.57,2,FALSE
596517,198.53,5,10,6,1,0.46,61,519.53,-0.26,4,FALSE
596518,123.35,4,9,1,3,0.39,77,573.64,5.11,5,FALSE
596521,181.8,1,10,6,6,0.07,56,514.44,4.72,6,FALSE
596522,161.92,3,7,6,1,0.56,31,259.22,-2.63,2,FALSE
596525,287.07,0,15,3,0,0.64,103,779.65,0.94,1,FALSE
596529,258.92,4,14,9,0,0.66,103,711.8,-0.29,3,TRUE
596533,38.33,2,2,1,2,0.31,36,255.32,3.85,3,FALSE
596534,184.6,14,12,6,0,0.83,122,764.99,3.59,5,FALSE
596540,89.52,7,8,0,2,0.39,55,428.44,3.07,4,FALSE
596541,85.22,1,6,2,1,0.71,62,416.51,4.11,5,FALSE
596550,116.09,9,6,4,1,0.52,75,497.63,2.57,3,FALSE
596551,95.86,19,4,3,1,0.66,82,489.7,6.06,1,FALSE
596556,32.86,2,1,1,1,0.29,18,226.49,3.13,1,FALSE
596557,116.09,9,6,4,1,0.52,75,497.63,2.71,3,FALSE
596559,46.01,4,3,1,3,0.11,37,276.34,3.36,3,FALSE
596562,106.97,5,7,1,0,0.63,70,472.58,3.5,3,FALSE
596573,110.02,39,5,5,0,0.98,133,684.14,10.85,0,FALSE
596576,177.14,11,10,7,1,0.58,74,510.58,1.38,2,TRUE
596578,127.2,1,8,2,0,0.77,70,476.57,2,4,FALSE
596581,63.6,5,4,1,0,0.81,86,498.75,7.2,4,FALSE
596584,54.37,7,2,1,0,0.39,34,222.28,2.89,0,FALSE
289644,58.56,13,4,2,0,0.89,77,421.67,5.92,2,FALSE
596591,522.7,40,19,17,2,0.64,235,1587.93,-1.9,4,FALSE
596595,522.7,39,19,17,1,0.7,231,1539.88,-2.48,3,FALSE
596608,88.16,1,5,2,1,0.59,68,475.59,3.05,8,FALSE
596610,518.65,37,20,19,0,0.69,151,1107.14,-8.29,1,FALSE
596619,116.45,0,7,4,3,0.3,58,494.93,5.11,6,FALSE
596727,46.53,2,3,1,0,0.38,21,188.61,0.97,1,FALSE
596648,66.76,2,4,2,2,0.06,32,268.27,2.96,3,FALSE
596653,96.22,6,6,3,2,0.41,69,478.59,5.61,4,FALSE
596656,96.22,14,6,3,2,0.58,83,514.7,7.18,2,FALSE
596663,83.83,0,5,2,0,0.64,82,520.71,6.56,5,FALSE
596665,89.9,1,6,1,0,0.64,90,576.77,7.52,5,FALSE
596666,89.9,1,6,1,0,0.63,87,562.75,7.13,5,FALSE
596671,163.27,13,10,4,4,0.35,75,640.81,4.54,4,FALSE
596673,215.58,6,13,5,1,0.58,122,860.99,6.36,7,TRUE
596675,215.58,6,13,5,1,0.59,125,875.02,6.75,7,TRUE
596676,187.59,12,7,6,6,0.28,122,889.07,5.08,7,FALSE
596679,162.93,10,7,5,4,0.31,99,718.85,3.57,5,FALSE
596680,215.58,6,13,5,1,0.59,125,875.02,6.75,7,TRUE
596691,102.29,1,7,2,1,0.68,64,444.52,3.51,5,FALSE
596695,232.39,14,11,7,1,0.57,86,635.68,-2.03,3,FALSE
596707,135.96,1,6,5,0,0.69,77,512.65,2.32,5,FALSE
596708,358.11,24,16,13,1,0.53,97,756.72,-5.59,2,FALSE
596711,82.06,1,6,1,1,0.7,69,456.58,4.97,5,FALSE
596712,85.87,1,4,2,2,0.46,54,395.46,1.66,5,FALSE
596714,93.06,4,5,2,1,0.39,33,266.25,1.35,2,FALSE
596723,124.04,7,7,1,0,0.68,88,582.73,5.79,4,FALSE
522629,29.46,2,2,1,0,1,49,266.42,3.62,3,FALSE
596732,187.89,2,11,5,3,0.25,67,584.53,2.33,7,FALSE
596733,181.82,1,10,6,3,0.19,63,554.51,3.38,7,FALSE
596736,46.53,2,3,1,0,0.38,21,188.61,0.97,1,FALSE
596738,434.71,16,27,13,1,0.75,216,1447.71,3.51,7,FALSE
596741,58.89,10,4,1,1,0.43,52,341.45,5.39,2,FALSE
596742,192.44,4,12,6,2,0.5,72,560.55,0.4,5,TRUE
596743,129.98,5,10,2,0,0.65,106,696.88,5.59,5,FALSE
596760,69.67,0,5,0,0,0.8,62,412.53,3.85,7,FALSE
596761,263.71,11,8,10,4,0.44,110,869.8,2.22,5,FALSE
596766,87.74,1,4,2,2,0.09,24,220.18,1.51,2,FALSE
596770,104.06,1,5,3,1,0.27,27,238.19,0.9,2,FALSE
596776,79.39,6,3,2,1,0.5,34,239.27,2.12,1,FALSE
596787,130,4,7,3,1,0.6,75,523.63,2.01,5,FALSE
596790,130.73,12,9,4,1,0.57,84,547.69,3.57,2,TRUE
596791,200.28,7,11,6,2,0.52,79,600.62,2.12,5,FALSE
596792,190.41,22,11,5,0,0.78,111,681.91,1.77,0,FALSE
596798,102.29,2,7,2,0,0.65,89,568.75,5.67,4,FALSE
597136,205.76,27,8,5,0,0.79,132,819.1,4.27,2,FALSE
596805,260.64,20,10,10,1,0.66,100,667.8,-1.08,1,FALSE
596806,96.22,0,6,3,1,0.7,59,402.49,2.94,5,FALSE
596807,173.92,10,10,3,4,0.11,81,690.66,5.54,6,FALSE
596808,128.89,5,7,3,3,0.07,56,484.46,4.37,5,FALSE
596811,188.61,29,8,6,0,0.79,107,655.88,4.78,0,FALSE
596813,188.61,30,8,6,0,0.85,109,657.89,5.01,0,FALSE
596815,475.64,45,15,17,2,0.71,230,1519.81,2.23,2,FALSE
596816,188.61,29,8,6,0,0.79,107,655.88,4.78,0,FALSE
596823,97.74,1,6,1,0,0.77,68,444.57,3.44,4,FALSE
596825,77.51,1,5,0,0,0.69,65,426.55,4.25,4,FALSE
596826,89.9,1,6,1,0,0.81,70,446.58,3.99,4,FALSE
596830,149.07,6,9,6,4,0.14,63,506.51,6.53,4,FALSE
596831,99.79,5,6,2,2,0.29,58,447.5,2.44,5,FALSE
596833,80.67,1,5,1,0,0.81,69,430.59,4.26,4,FALSE
596834,65.74,5,5,0,1,0.54,36,254.28,2.01,1,FALSE
596837,132.13,12,7,4,2,0.4,84,574.71,7.4,3,FALSE
596845,141.36,12,8,4,2,0.43,91,618.77,7.76,3,FALSE
596849,84.52,4,5,1,3,0.35,55,407.47,3.93,4,FALSE
596852,84.7,4,6,2,4,0.18,48,376.41,4.11,4,FALSE
596853,101.15,3,5,5,0,1,87,492.74,4.14,5,FALSE
596854,138.57,5,9,4,3,0.27,52,427.41,2.55,4,FALSE
596856,25.78,3,2,0,1,0.6,28,164.25,2.44,1,FALSE
596859,228.54,16,8,6,0,0.77,98,652.79,0.06,2,FALSE
596860,193.34,12,16,1,0,0.81,121,812.95,3.38,4,TRUE
596869,123.91,8,9,3,0,0.74,102,622.84,5.1,2,FALSE
596872,12.36,2,1,0,0,0.62,33,189.3,3.52,2,FALSE
596875,641.65,49,22,21,0,0.75,262,1734.12,-4.52,1,FALSE
596880,70.06,4,4,2,0,0.82,74,442.64,4.84,5,FALSE
522630,104.06,0,6,3,1,0.44,46,334.37,2.55,2,FALSE
596889,225.56,6,14,6,0,0.73,133,883.09,4.84,7,TRUE
596890,226.68,6,12,4,6,0.26,84,721.68,1.66,7,FALSE
596891,125.43,2,9,1,0,0.7,70,502.56,2.46,5,FALSE
596895,111.79,2,5,3,2,0.53,77,530.67,4.06,6,FALSE
596896,197.12,2,12,5,2,0.33,73,616.58,3.14,8,FALSE
596902,93.06,3,5,2,1,0.39,33,266.25,1.52,2,FALSE
596917,89.9,6,6,1,0,0.44,55,398.46,3.09,3,FALSE
596936,145.91,3,9,5,0,0.78,70,458.55,0.57,2,TRUE
596937,299.77,16,9,10,2,0.56,132,893.1,1.42,3,FALSE
596939,63.6,6,4,1,4,0.18,66,500.59,5.71,6,FALSE
596940,104.06,3,6,3,0,0.69,82,524.7,5.22,5,FALSE
596941,181.8,3,10,6,6,0,58,572.91,5.79,6,FALSE
596944,170.8,4,10,5,6,0,58,572.91,6.21,6,FALSE
596947,150.57,4,9,4,6,0,57,556.91,6.5,6,FALSE
596948,94.83,3,4,3,0,0.74,60,388.5,3.25,4,FALSE
596950,63.6,4,4,1,0,0.7,69,426.6,5.31,4,FALSE
596951,418.53,36,17,14,0,0.73,169,1140.34,-3.94,1,FALSE
596954,74.22,6,6,1,2,0.38,51,510.2,6.87,3,FALSE
596960,99.13,1,7,1,0,0.81,67,458.55,2.73,7,FALSE
596962,166.41,13,5,6,3,0.4,79,549.67,2.13,3,FALSE
596964,96.22,4,6,3,2,0.25,48,461.73,6.38,2,FALSE
596966,126.43,7,8,3,1,0.48,61,434.49,1.69,2,FALSE
596972,63.6,3,3,1,0,0.33,25,184.19,1.14,0,FALSE
596975,110.13,1,7,2,4,0.1,40,376.32,1.33,5,FALSE
596982,107.22,0,6,4,1,0.22,23,212.16,0.27,2,FALSE
596986,105.23,8,6,2,0,0.35,57,413.47,2.21,2,FALSE
596987,95.83,7,5,2,1,0.6,87,558.76,7.72,5,FALSE
596988,77.76,3,3,3,1,0,25,206.2,1.75,1,FALSE
596990,111.29,6,3,4,2,0.29,51,381.43,2.45,3,FALSE
596998,66.76,1,4,2,0,0.67,27,186.21,-0.15,1,FALSE
597003,159.44,4,12,3,2,0.73,131,873.09,8.82,10,FALSE
597007,116.45,2,7,4,1,0.57,54,459.32,2.08,4,FALSE
597018,191.81,6,15,2,2,0.71,142,973.17,8.93,10,FALSE
597028,128.84,6,8,5,0,0.78,77,494.63,1.45,4,TRUE
597037,159.82,5,9,4,1,0.54,62,476.48,2.57,4,FALSE
597040,145.91,3,9,5,3,0.35,61,482.49,1.69,5,TRUE
597045,162.98,3,10,5,1,0.64,62,454.47,0.19,3,TRUE
597049,382.77,31,15,13,0,0.71,138,958.08,-2.64,1,FALSE
597053,86.99,7,4,3,0,0.65,71,432.6,4.52,2,FALSE
597057,170.9,3,10,4,0,0.78,105,675.86,3.4,4,FALSE
597060,108.75,2,7,3,0,0.82,48,340.37,-0.48,4,FALSE
597062,97.99,6,4,4,0,0.64,68,418.57,3.87,2,FALSE
597068,95.86,2,5,3,1,0.52,72,479.62,3.49,4,FALSE
597070,55.76,4,4,1,0,0.68,58,360.49,4.1,3,FALSE
597077,379.89,9,16,13,7,0.16,136,1360.78,7.7,12,FALSE
597084,193.19,8,11,7,0,0.97,101,618.81,0.93,3,TRUE
597092,236.95,66,15,3,0,0.94,222,1297.76,19.31,0,FALSE
597100,319.8,16,15,7,2,0.58,164,1156.35,1.39,6,FALSE
597105,319.8,18,15,7,2,0.62,172,1186.42,1.9,6,FALSE
597107,153.27,18,6,4,0,0.86,90,575.19,2.73,1,FALSE
597111,50.44,3,3,1,1,0.55,30,196.25,2.11,1,FALSE
597112,63.6,0,4,1,0,0.52,61,396.53,5.1,3,FALSE
597113,114.68,3,8,3,0,0.69,95,600.79,5.09,4,FALSE
597118,305.97,16,12,9,3,0.55,142,1003.16,1.92,5,FALSE
597121,150.59,4,8,4,0,0.5,57,434.44,0.55,3,FALSE
597123,212.43,8,15,5,0,0.83,109,730.85,0.56,4,TRUE
597133,502.44,12,21,17,3,0.48,175,1316.39,-3.77,8,FALSE
597146,112.93,1,6,3,1,0.62,71,493.6,2.71,6,FALSE
597163,116.45,24,7,4,2,0.65,102,614.86,9.16,2,FALSE
597167,211.28,6,9,7,1,0.61,63,496.47,-1.15,4,FALSE
597183,158.15,5,10,2,1,0.7,131,854.17,5.67,4,FALSE
597186,85.97,8,6,1,1,0.63,98,606.84,8.48,4,FALSE
597188,113.29,7,7,3,2,0.28,58,438.48,3.98,3,FALSE
597196,70.27,6,3,3,5,0.17,62,452.55,7.21,5,FALSE
597197,352.93,53,19,10,0,0.92,207,1283.62,8.99,2,TRUE
597198,79.15,0,5,3,1,0.67,61,400.52,3.36,5,FALSE
597202,244.68,5,14,6,2,0.46,102,769.8,3.84,5,FALSE
71004,43.37,1,3,0,0,0.73,38,248.32,2.36,3,FALSE
597213,173.34,3,11,3,4,0.28,63,579.95,2.72,6,FALSE
597216,145.33,10,7,4,0,0.29,67,506.56,2.31,3,FALSE
597219,117.26,2,6,3,0,0.7,78,524.66,2.85,6,FALSE
597226,232.65,6,15,5,2,0.42,87,708.67,3.2,6,FALSE
597227,246.97,15,9,7,1,0.66,91,689.23,0.61,3,FALSE
597232,350.59,20,14,12,1,0.73,155,1031.26,-0.53,4,FALSE
597233,34.14,4,6,0,0,0.4,28,292.47,3.01,1,FALSE
597235,136.82,8,8,4,1,0.67,66,450.53,2.89,3,FALSE
597253,134.66,1,10,1,0,0.7,69,516.54,1.67,6,FALSE
597254,127.2,2,8,2,0,0.77,70,476.57,2.28,4,FALSE
597255,372.15,12,18,15,0,0.89,178,1078.43,2.25,2,TRUE
597258,128.97,5,5,3,0,0.72,76,500.63,4.58,4,FALSE
597263,86.99,4,5,3,0,0.83,78,472.67,4.55,5,FALSE
597265,157.05,9,9,5,1,0.67,67,466.53,2.21,3,FALSE
597266,145.02,12,8,3,1,0.66,82,532.68,4.55,2,FALSE
597267,148.1,13,8,3,1,0.65,87,574.72,4.92,2,FALSE
597270,327.65,31,14,13,3,0.56,155,1049.27,1.01,4,FALSE
597273,52.6,3,4,0,0,0.46,52,354.45,4.2,3,FALSE
619331,66.76,6,4,2,0,0.81,46,282.38,2.47,2,FALSE
597279,86.63,16,3,3,0,0.9,61,343.51,3.89,0,FALSE
597283,128.31,20,7,3,0,0.95,71,439.53,3.93,0,FALSE
597293,337.52,8,17,8,5,0.26,110,954.02,2.28,6,FALSE
597296,621.42,50,21,20,0,0.75,264,1732.15,-3.1,1,FALSE
597297,106.2,7,7,2,1,0.67,95,596.81,6.89,4,FALSE
597314,166.14,17,10,6,2,0.61,91,604.74,4.52,3,TRUE
597316,285.85,9,14,7,1,0.58,75,612.55,-4.47,4,FALSE
597554,20.23,4,1,1,0,0.64,32,168.28,3.06,0,FALSE
597334,104.14,8,7,2,0,0.48,63,475.97,2.94,3,FALSE
597336,72.83,6,5,1,0,0.52,72,466.62,5.19,3,FALSE
597342,176.41,4,10,4,3,0.44,63,546.63,3.16,4,FALSE
597346,119.12,1,10,0,0,0.65,79,570.64,3.25,6,FALSE
597347,159.07,12,8,4,2,0.62,95,639.79,2.04,4,FALSE
597390,147.07,2,8,3,1,0.39,66,507.54,2.88,4,FALSE
597350,140.98,8,10,3,1,0.71,95,630.78,5.18,5,FALSE
597352,73.99,5,2,3,2,0.33,58,391.52,4.12,3,FALSE
597353,279.05,19,19,8,0,0.78,184,1163.49,6.7,5,TRUE
597360,89.9,2,6,1,0,0.7,59,402.49,2.59,5,FALSE
597362,82.04,7,6,1,2,0.31,33,266.25,2.04,2,FALSE
597363,74.6,3,4,2,0,0.7,52,332.44,2.44,3,FALSE
597365,81,5,4,3,0,0.55,73,465.63,3.85,4,FALSE
597383,88.38,2,6,3,2,0.48,65,452.55,5.35,5,FALSE
597597,353.65,39,12,12,0,0.81,172,1068.41,2.21,0,FALSE
597397,66.76,0,4,2,0,0.71,49,296.41,2.74,1,FALSE
597401,69.56,5,3,3,0,0.35,72,449.64,5.57,1,FALSE
597406,97.61,1,7,3,0,0.84,66,446.54,2,7,FALSE
597708,100.9,6,4,2,0,0.68,60,392.49,4.2,2,FALSE
597418,249.36,29,9,8,0,0.84,138,838.14,2.71,1,FALSE
597419,148.79,12,8,5,0,0.75,74,484.59,0.98,2,FALSE
597423,493.37,22,20,15,2,0.58,210,1472.7,-2.73,5,FALSE
597426,360.21,16,12,10,1,0.55,150,1037.23,0.93,2,FALSE
597428,132.18,1,7,3,3,0.31,62,490.52,1.86,5,FALSE
597429,446.09,22,21,16,1,0.73,126,931.96,-7.55,4,TRUE
597437,86.63,4,4,3,0,0.58,62,399.53,3.62,3,FALSE
597440,39.44,4,3,0,1,0.21,33,232.28,3.1,1,FALSE
597442,102.29,6,7,2,0,0.5,61,464.94,3.28,3,FALSE
597445,96.36,5,6,2,0,0.75,64,418.53,2.72,4,FALSE
597450,104.06,1,6,3,1,0.44,59,458.94,4.15,6,FALSE
597451,203.6,12,7,7,1,0.64,84,629.59,1.04,3,FALSE
597454,339.59,9,15,13,0,0.91,81,583.6,-8.37,3,TRUE
597456,187.89,3,11,5,4,0.13,65,582.52,4.07,6,FALSE
597459,327.1,16,15,12,0,0.78,95,672.74,-5.96,3,FALSE
597467,146.05,10,9,4,1,0.69,73,494.58,3.11,3,FALSE
597478,127.53,4,6,4,2,0.56,79,549.66,3.92,6,FALSE
597481,90.53,7,7,1,4,0.21,73,548.64,6.83,5,FALSE
597487,137.82,7,9,2,0,0.82,74,532.59,2.03,8,FALSE
597489,63.6,2,4,1,0,0.67,62,386.53,4.74,3,FALSE
597492,146.05,11,9,4,1,0.69,73,494.58,3.26,3,FALSE
597509,162.98,12,9,5,0,0.94,101,614.82,3.9,3,FALSE
597516,88.16,0,5,2,1,0.65,81,543.7,4.61,9,FALSE
597518,165.12,4,11,4,5,0.23,68,574.54,4.89,6,FALSE
597521,77.84,4,4,2,0,0.6,65,413.56,3.97,3,FALSE
597524,70.67,2,4,2,1,0.73,68,414.59,5.38,4,FALSE
597525,122.88,5,6,4,4,0.3,86,664.77,3.05,10,FALSE
597526,174.65,16,9,6,0,0.77,91,582.74,1.27,2,FALSE
597527,156.99,20,9,5,0,0.87,96,585.78,3.53,2,TRUE
597529,137.82,5,10,2,4,0.37,66,546.53,2.51,7,FALSE
597531,66.4,2,3,2,0,0.67,63,385.55,3.96,3,FALSE
597536,425.86,22,20,15,1,0.73,125,915.96,-6.52,4,TRUE
597538,361.01,16,15,9,1,0.66,131,990.53,-1.76,3,FALSE
597540,145.91,3,9,5,0,0.7,68,456.53,0.34,2,TRUE
597547,130.36,8,7,3,0,0.84,93,596.83,5.65,4,FALSE
597557,366.36,32,13,10,1,0.55,148,1013.2,0.37,1,FALSE
597568,85.22,4,6,2,0,0.5,80,500.68,5.02,1,FALSE
597570,223.04,5,16,4,1,0.67,111,824.87,2.74,9,FALSE
597576,177.72,5,11,2,4,0.33,79,653.64,4.39,7,FALSE
597581,80.92,9,4,4,0,0.73,47,272.38,1.53,0,FALSE
597582,240.11,14,15,4,5,0.34,128,967.03,10.3,5,FALSE
597584,99.35,4,5,3,2,0.35,56,419.49,2.36,5,FALSE
597589,153.75,7,9,5,2,0.33,59,458.46,1.75,3,FALSE
598183,121.13,6,7,3,0,0.55,88,556.74,5.27,1,FALSE
597592,145.91,7,9,5,0,0.82,78,510.62,1.41,4,TRUE
597595,235.37,14,8,8,2,0.56,122,822.02,2.04,3,FALSE
597599,407.54,19,12,12,1,0.55,155,1066.27,-0.59,2,FALSE
597606,351.93,15,11,11,2,0.45,143,1015.18,0.47,3,FALSE
597609,372.16,16,12,12,1,0.58,145,999.18,-0.88,2,FALSE
597612,363.37,15,12,11,1,0.5,149,1047.22,0.21,3,FALSE
