molecule_id,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,aromatic_rings_count,fractioncsp3,total_atom_count,molecular_weight,alogp,number_of_minimal_rings,contains_ring_sugars
266590,0,1,0,0,0,0.6,26,284.02,4.47,1,FALSE
184637,77.76,2,3,3,1,0.13,20,325.94,2.25,1,FALSE
186274,15.79,0,0,1,2,0,16,343.83,5,2,FALSE
512031,71.44,12,3,1,0,0.65,54,334.46,4.49,1,FALSE
226887,85.22,6,6,2,2,0.35,62,438.52,5.53,3,FALSE
227516,184.6,7,12,6,1,0.63,57,446.41,-2.88,3,TRUE
548232,60.44,1,4,0,0,0.45,48,328.41,3.64,2,FALSE
230823,115.06,2,4,4,0,0.8,54,364.44,1.9,4,FALSE
231411,245.79,6,16,5,1,0.67,89,692.67,-0.47,6,FALSE
432186,85.28,1,4,4,0,0.63,24,185.18,-1.36,1,FALSE
520223,79.9,2,5,2,3,0.19,35,286.28,2.46,3,FALSE
520936,44.76,12,4,0,0,0.71,66,390.56,6.37,2,FALSE
521597,47.92,2,4,1,0,0.81,46,474.62,3.52,2,FALSE
524804,55.48,3,8,2,1,0.33,28,325.53,3.96,2,FALSE
525459,44.76,3,4,0,0,0.67,35,260.29,1.05,4,FALSE
616465,86.99,0,5,3,1,0.22,22,196.16,1.03,2,FALSE
667269,12.89,11,2,0,1,0.82,50,281.51,6.34,1,FALSE
667988,148.71,6,8,6,1,0.56,48,357.36,-2.02,2,TRUE
671205,108.25,17,6,4,1,0.65,87,531.73,5.48,2,TRUE
671376,37.3,6,2,1,0,0.83,82,442.73,8.05,3,FALSE
531261,86.99,0,5,3,0,0.85,59,354.49,2.72,2,FALSE
672997,128.84,4,8,5,1,0.54,39,302.28,-1.42,2,TRUE
673152,57.61,0,4,1,0,0.81,52,341.45,2.11,6,FALSE
673211,428.1,19,17,12,1,0.64,189,1314.55,1.65,7,FALSE
674506,227.34,5,15,6,1,0.79,82,626.61,-2.32,7,TRUE
684452,40.46,15,2,2,0,0.8,56,306.49,4.44,0,FALSE
685353,114.96,8,8,1,0,0.75,56,396.44,1.85,3,FALSE
685625,29.46,1,2,1,0,0.9,56,306.49,4.71,3,FALSE
685892,89.9,6,6,1,0,0.53,41,296.32,1.08,1,FALSE
686155,230.11,16,15,8,1,0.65,109,739.86,1.11,3,TRUE
696857,66.76,3,4,2,0,0.7,30,200.23,0.59,1,FALSE
698435,74.6,0,4,2,2,0.16,37,306.32,1.47,4,FALSE
688054,145.88,6,8,4,1,0.32,54,429.43,2.45,3,FALSE
238021,75.71,16,4,1,0,0.52,73,491.07,5.57,1,FALSE
689847,18.46,0,2,0,0,0.43,30,214.26,2.38,2,FALSE
690000,15.79,0,0,1,2,0,16,299.38,4.89,2,FALSE
243445,83.83,6,5,2,1,0.38,39,290.31,3.17,2,FALSE
690875,97.74,0,6,1,0,0.75,62,416.51,2.66,4,FALSE
690932,67.51,15,4,1,1,0.73,62,364.53,6.18,1,FALSE
691303,147.05,5,11,2,3,0.37,67,562.53,3.51,7,FALSE
691926,80.92,23,4,4,0,0.75,88,500.76,6.06,0,FALSE
244850,49.69,20,3,2,0,1,68,344.58,5.62,0,FALSE
694531,106.94,6,5,3,0,0.62,39,314.36,-0.24,2,FALSE
694552,72.83,0,5,1,0,0.67,45,318.37,2.1,4,FALSE
694900,150.23,3,8,4,1,0.48,77,551.64,3.54,4,FALSE
695037,111.81,7,7,3,1,0.5,60,491.01,2.68,4,FALSE
695124,83.83,2,5,2,1,0.6,62,515.86,5.99,4,FALSE
695288,133.6,3,8,3,0,0.65,68,487.55,0.92,5,FALSE
695628,83.83,2,5,2,0,0.74,66,394.55,3.83,1,FALSE
695691,143.5,4,9,3,2,0.41,51,428.39,0.16,5,FALSE
695893,181.62,2,9,6,1,0.41,56,444.44,-0.5,4,FALSE
696099,83.56,2,4,2,3,0,28,289.67,3.55,3,FALSE
697686,215.3,16,10,6,0,0.67,78,565.55,1.3,1,TRUE
245597,35.53,2,3,0,0,0.76,56,332.48,5.37,3,FALSE
698469,52.32,2,2,1,0,0.76,57,331.5,5.22,3,FALSE
698496,40.46,8,2,2,0,0.41,45,262.39,3.41,0,FALSE
699900,125.43,36,9,1,0,0.9,120,685,9.48,0,FALSE
925462,185.1,6,13,2,1,0.73,88,646.69,2.41,6,FALSE
163916,0,5,0,0,0,0.27,27,148.25,3.64,0,FALSE
70289,123.55,5,8,3,1,0.53,49,369.37,0.32,2,TRUE
702626,157.94,3,9,6,1,0.5,41,343.29,-2.13,3,TRUE
538771,18.46,4,2,0,0,0.73,39,392.13,3.82,2,FALSE
540607,115.4,9,7,3,1,0.43,56,717.05,4.02,3,FALSE
241014,138.07,5,9,5,1,0.57,43,332.31,-1.41,2,TRUE
676564,230.11,16,15,8,1,0.65,109,739.86,1.11,3,TRUE
677537,114.68,5,8,3,2,0.38,51,402.4,0.46,4,FALSE
679170,103.26,1,5,3,1,0.2,25,223.18,0.69,2,FALSE
241551,308.12,8,19,11,3,0.55,92,740.66,-2.54,6,TRUE
681197,35.42,11,3,0,0,0.92,39,261.46,3.59,0,FALSE
681204,77.76,2,4,3,0,0.77,39,242.31,0.79,1,FALSE
682722,73.48,1,4,2,0,0.38,21,324.96,1.15,1,FALSE
683029,107.22,12,6,4,0,0.8,49,304.38,0.52,0,FALSE
536983,54.37,22,6,1,0,0.91,70,450.78,7.97,0,FALSE
683095,101.2,6,3,4,2,0.42,61,443.98,5.21,3,FALSE
242867,66.76,19,4,2,0,0.96,70,372.59,5.39,0,FALSE
684198,88.13,3,7,0,0,0.79,65,434.53,3.9,4,FALSE
549466,35.53,5,3,0,0,0.76,56,332.48,4.88,3,FALSE
516740,87.36,2,7,1,3,0.32,42,356.33,2.89,5,FALSE
517307,55.76,11,3,1,0,0.85,60,340.5,5.52,1,FALSE
689682,128.59,3,9,2,0,0.63,52,396.39,0.63,3,FALSE
518267,76.13,11,5,1,0,0.62,56,488.36,4.18,2,FALSE
518589,57.15,5,5,1,0,0.65,64,392.54,4.15,2,FALSE
518615,49.69,2,3,2,1,0.25,21,233.06,1.66,1,FALSE
519198,125.43,2,9,1,0,0.58,50,394.38,1.06,3,FALSE
519442,66.76,2,4,2,0,0.88,26,174.2,-0.52,1,FALSE
519528,144.14,11,10,4,0,0.62,94,653.21,3.92,3,TRUE
519591,46.53,11,3,1,0,0.59,48,280.41,3.94,0,FALSE
519593,20.23,0,1,1,0,0.73,40,220.36,3.7,2,FALSE
519609,34.14,17,2,0,0,0.67,82,442.73,9.12,0,FALSE
519684,12.36,6,1,0,0,0.69,44,371.18,6.36,1,FALSE
519727,69.18,4,6,2,1,0.56,49,369.85,2.52,3,TRUE
520275,46.53,6,3,1,0,0.69,43,264.36,3.28,2,FALSE
520287,124.29,3,7,4,0,0.66,82,506.68,3.81,1,FALSE
520362,90.15,4,5,4,2,0.2,36,670.77,6.06,2,FALSE
520763,55.76,4,4,1,0,0.91,35,408.51,2.92,1,FALSE
521065,93.06,12,6,2,0,0.48,59,402.49,2.81,0,FALSE
521201,34.14,4,2,0,0,0.73,41,236.35,3.55,1,FALSE
521422,51.83,7,4,1,2,0.48,57,370.49,5.28,3,FALSE
521452,52.6,2,4,0,0,0.68,51,320.43,3.95,2,FALSE
521484,46.53,0,3,1,0,0.74,48,302.41,3.59,4,FALSE
521595,18.46,3,2,0,0,0.6,35,343.65,3.6,3,FALSE
522281,90.37,7,3,3,1,0.42,36,395.1,2.15,1,FALSE
522405,134.27,2,7,3,3,0.06,34,330.25,1.84,3,FALSE
522636,84.94,4,5,1,2,0.32,51,394.43,2.12,4,FALSE
522950,73.12,7,6,0,0,0.77,60,392.49,2.95,4,FALSE
523044,50.44,5,3,1,1,0.64,39,238.33,3.33,1,FALSE
542639,17.07,15,1,0,0,0.68,57,393.41,6.95,0,FALSE
524180,20.23,17,1,1,0,0.83,66,334.59,7.04,0,FALSE
524433,0,1,0,0,0,0.73,39,204.36,4.58,2,FALSE
525200,55.76,3,5,1,1,0.54,38,301.43,2.13,2,FALSE
525996,105.87,7,7,0,1,0.56,65,498.57,1.84,4,FALSE
526396,45.53,1,4,2,0,0.85,57,346.5,2.61,5,FALSE
527141,66.76,10,4,2,0,0.75,56,336.47,3.52,2,FALSE
527376,196.81,23,8,6,0,0.81,87,560.69,1.97,0,FALSE
527410,95.86,6,5,3,1,0.39,65,439.55,4.35,2,FALSE
527659,95.89,2,6,1,1,0.83,97,636.87,5.06,7,FALSE
527695,9.23,2,1,0,1,0.11,20,134.18,2.52,1,FALSE
528056,78.1,3,6,1,2,0.1,25,235.27,1.36,2,FALSE
528160,66.76,2,4,2,1,0.31,31,234.25,1.51,2,FALSE
528346,139.05,20,9,3,2,0.74,80,508.66,5.03,2,FALSE
529468,94.14,2,5,2,0,0.4,28,382.01,0.89,2,FALSE
529480,49.69,2,3,2,1,0.64,57,344.5,5.75,3,FALSE
529627,29.46,2,2,1,0,0.88,46,444.64,4.65,2,FALSE
530038,12.53,2,1,0,0,0.46,26,162.23,2.46,2,FALSE
530060,46.53,2,3,1,0,0.72,51,294.43,4.31,1,FALSE
530400,43.37,2,3,0,1,0.33,27,204.22,2.08,2,FALSE
530471,76.07,4,5,1,1,0.29,35,277.28,1.45,2,FALSE
530833,41.13,5,1,2,1,0.71,63,368.57,5.02,4,FALSE
689692,132.36,3,7,2,1,0.67,68,518.01,3.28,6,FALSE
531373,40.46,6,2,2,0,0.78,29,350.48,3.14,0,FALSE
531392,110.02,39,5,5,0,0.98,136,698.17,11.1,0,FALSE
531557,66.76,10,4,2,0,0.75,56,336.47,3.52,2,FALSE
531921,58.56,7,3,2,0,0.82,52,297.44,2.66,1,FALSE
532109,64.99,14,4,1,0,0.78,66,394.55,5.79,1,FALSE
532326,32.67,15,3,0,0,0.65,65,390.64,6.53,1,FALSE
532365,64.99,9,4,1,0,0.72,53,326.43,4.24,1,FALSE
532622,58.88,0,1,2,2,0,22,184.2,1,2,FALSE
532642,46.53,8,3,1,0,0.55,53,318.46,4.64,1,FALSE
532838,46.53,0,3,1,0,0.65,53,318.46,4.47,2,FALSE
532970,21.76,5,2,0,0,0.73,39,347.68,3.66,2,FALSE
689697,148.02,12,9,3,2,0.36,79,908.23,6.36,4,FALSE
689700,29.1,2,2,1,0,0.86,22,127.19,0.72,1,FALSE
533479,110.38,8,6,5,1,0.71,61,382.5,2.72,2,TRUE
542860,82.21,9,2,3,0,0.53,50,304.44,2.67,1,FALSE
534370,37.3,6,2,1,0,0.64,40,224.34,3.27,0,FALSE
564515,132.13,16,5,4,1,0.48,76,500.63,6,1,FALSE
544096,103.62,12,7,3,2,0.39,62,666.21,4.54,2,FALSE
534453,126.88,12,3,6,0,0.65,65,378.57,2.86,0,FALSE
534478,49.69,2,3,2,1,0.64,57,344.5,5.75,3,FALSE
534527,40.46,16,2,2,0,0.69,70,386.62,6.19,0,FALSE
534885,44.76,12,4,0,0,0.96,68,370.57,6.08,1,FALSE
534918,55.76,12,3,1,0,0.95,65,356.55,5.99,1,FALSE
680864,60.69,1,3,3,1,0.14,18,297.93,2.12,1,FALSE
534973,78.9,2,6,0,0,0.86,58,390.48,3.22,5,FALSE
689702,226.95,10,17,0,3,0.4,114,882.92,5.32,5,FALSE
689704,69.67,6,5,0,0,0.61,84,522.73,7.24,3,FALSE
233309,63.6,1,4,1,0,0.25,20,168.15,0.85,1,FALSE
493823,0,1,0,0,0,0.8,52,272.48,6.14,3,FALSE
286308,63.6,2,3,1,0,0.43,19,156.14,0.33,1,FALSE
542486,0,1,0,0,0,0.8,28,364.94,4.72,1,FALSE
464022,49.36,7,3,0,1,0.53,42,470.15,2.21,1,FALSE
515943,90.15,5,5,4,1,0.4,29,372.01,1.49,1,FALSE
547224,64.99,2,5,1,0,0.7,29,372.01,1.08,2,FALSE
520644,54.45,4,3,0,0,0.8,44,474.04,5.11,1,FALSE
234856,141.61,30,7,7,0,0.82,136,737.16,9.7,0,FALSE
546652,93.06,14,6,2,1,0.45,75,484.63,5.78,1,FALSE
547187,192.44,12,11,6,0,1,55,482.25,-2.07,1,TRUE
511362,50.44,10,3,1,1,0.63,63,406.99,6.13,2,FALSE
519043,66.76,2,4,2,0,0.38,22,170.16,-0.28,1,FALSE
511810,57.29,10,5,0,0,0.5,59,376.49,4.48,1,FALSE
511980,111.91,13,7,4,1,0.55,64,438.59,2.87,1,FALSE
522270,118.48,26,7,3,1,0.68,112,997.54,10.68,3,FALSE
689708,65.13,4,5,0,0,0.67,65,404.55,5.06,2,FALSE
689709,102.43,26,7,1,0,0.66,153,897.33,14.72,3,FALSE
513439,64.99,4,5,1,0,0.73,69,430.59,4.85,4,FALSE
513468,108.74,0,6,2,0,0.64,54,386.44,2.1,4,FALSE
514023,127.71,23,8,3,1,0.61,105,983.47,9.61,3,FALSE
514473,146.78,7,9,2,1,0.73,90,613.69,5.92,3,FALSE
514517,47.92,4,4,1,0,0.64,60,362.51,4.52,2,FALSE
514687,43.37,11,3,0,0,0.53,46,278.39,4.15,0,FALSE
515088,40.46,5,2,2,0,0.73,43,351.71,3.94,1,FALSE
515334,110.02,39,5,5,0,0.93,137,710.18,11.26,0,FALSE
515638,46.53,0,3,1,2,0.35,41,306.36,3.35,5,FALSE
515940,63.6,1,3,1,1,0.64,54,356.46,4.96,4,FALSE
599857,92.42,4,5,2,3,0.12,37,310.31,1.97,3,FALSE
599860,86.63,10,3,3,1,0.56,50,321.42,3.11,1,FALSE
681680,55.76,5,3,1,0,0.88,68,392.58,6.16,3,FALSE
238777,73.99,5,2,3,2,0.33,58,391.52,4.12,3,FALSE
536736,78.9,59,6,0,0,0.86,194,1011.7,21.61,0,FALSE
535468,6.48,0,2,0,0,0.81,88,466.8,8.02,5,FALSE
535480,58.92,3,4,2,0,1,28,176.21,-0.12,1,FALSE
122330,132.13,6,4,4,0,0.57,24,206.15,-0.86,0,FALSE
681820,56.65,16,2,1,1,0.71,58,330.52,6.35,1,FALSE
597984,54.37,5,2,1,0,0.53,42,274.36,3.53,2,FALSE
535533,85.36,6,6,1,0,0.65,63,406.52,3.5,2,FALSE
600126,110.6,3,8,1,3,0.35,59,472.5,2.28,6,FALSE
535568,68.15,7,5,2,0,0.86,80,474.68,6.48,6,FALSE
238881,125.43,9,9,1,0,0.81,91,578.74,4.92,3,FALSE
515678,97.99,13,5,4,1,0.38,61,400.52,5.32,1,FALSE
619932,157.05,1,9,5,1,0.5,41,352.3,-1.87,4,FALSE
602067,309.73,8,15,8,2,0.54,139,1006.12,-0.75,6,FALSE
516225,32.76,2,2,1,0,0.7,54,304.47,4.95,2,FALSE
535631,46.53,14,3,1,0,0.44,60,358.52,5.61,0,FALSE
605215,86.99,6,5,3,0,0.81,47,298.38,1.45,2,FALSE
535647,72.83,2,5,1,0,0.84,72,422.61,4.99,2,FALSE
647242,70.62,5,6,1,1,0.42,35,333.46,2.16,2,FALSE
520415,29.6,1,2,0,0,0.75,54,304.47,5.23,2,FALSE
523526,29.46,2,2,1,1,0.47,37,232.32,3.92,2,FALSE
524113,168.94,35,9,7,0,0.88,134,756.12,7.3,1,TRUE
535749,43.37,3,3,0,0,0.87,42,252.35,2.97,2,FALSE
524347,60.69,4,3,3,0,0.79,75,428.66,5.42,4,FALSE
535810,52.6,2,4,0,0,0.55,56,358.48,4.82,2,FALSE
542590,60.44,3,4,0,0,0.82,74,442.64,5.93,4,FALSE
524610,220.99,7,13,1,0,0.8,169,1059.4,5.04,3,FALSE
524674,157.94,3,9,6,1,0.76,80,547.65,1.02,6,TRUE
524996,402.96,18,28,11,0,0.92,191,1305.47,-0.73,10,TRUE
535854,46.53,4,3,1,0,0.63,50,304.43,3.8,2,FALSE
535855,72.83,3,5,1,0,0.87,82,498.7,5.98,6,FALSE
535926,72.83,5,5,1,0,0.84,70,420.59,4.67,3,FALSE
535982,54.37,9,2,1,0,0.38,41,410.13,4.99,0,FALSE
535990,17.07,1,1,0,0,0.93,39,208.34,3.82,2,FALSE
239061,110.79,4,6,3,2,0.35,57,435.48,1.66,5,FALSE
535995,151.73,12,11,1,0,0.81,103,664.83,5.24,3,FALSE
548344,158.84,21,7,6,0,0.81,85,494.73,3.81,1,FALSE
543440,108.38,2,6,3,1,0.27,31,251.24,-0.67,2,FALSE
536024,162.28,7,7,6,0,0.53,48,511.17,-0.24,2,FALSE
529928,18.46,1,2,0,0,0.87,41,236.35,3.87,4,FALSE
544410,87.98,0,7,0,3,0.33,52,441.45,1.44,9,FALSE
534221,65.74,3,5,0,1,0.68,50,334.41,3.39,3,FALSE
532824,102.29,5,7,2,0,0.94,88,534.73,5,5,FALSE
535668,37.3,10,2,1,0,0.55,54,304.47,5.3,0,FALSE
536039,26.02,1,1,1,0,0.87,43,221.39,3.89,2,FALSE
536066,57.53,1,3,2,0,0.75,53,318.46,3.26,3,FALSE
536067,52.6,1,4,0,0,0.64,54,356.46,4.26,4,FALSE
239388,223.26,22,8,8,2,0.55,113,753.94,1.86,2,FALSE
536137,55.4,5,3,1,1,0.39,34,235.28,1.3,1,FALSE
524333,139.32,14,10,0,2,0.61,102,670.84,7.19,2,FALSE
536228,165.66,7,8,3,0,0.81,97,658.24,0.9,2,FALSE
239491,463.75,22,16,14,0,0.7,175,1233.38,-3.07,3,FALSE
541741,20.23,0,1,1,0,0.87,42,222.37,3.92,2,FALSE
536487,32.76,5,2,1,0,1,79,428.7,6.85,6,FALSE
536502,77.76,6,4,3,0,0.97,83,462.72,5.37,4,FALSE
536642,68.65,2,4,1,2,0.2,33,271.27,2.66,3,FALSE
536655,521.81,13,39,14,0,0.94,306,2070.42,1.64,24,FALSE
536681,101.15,6,5,5,0,0.93,81,464.69,3.52,4,FALSE
536708,177.28,10,9,5,2,0.31,71,549.58,1.22,4,FALSE
536772,75.99,4,5,2,0,0.77,82,498.7,5.22,5,FALSE
536774,168.03,8,12,2,1,0.78,98,674.78,4.25,6,FALSE
536786,851.91,64,45,31,0,0.91,309,2119.31,-8.42,7,TRUE
536794,153.39,3,8,5,1,0.71,86,591.77,4.62,6,FALSE
239615,113.29,7,7,3,0,0.87,88,534.73,4.56,4,FALSE
166082,262.11,12,12,7,2,0.52,128,906.05,-0.17,4,FALSE
536812,851.91,69,45,31,0,0.92,324,2189.45,-6.47,7,TRUE
511346,109.69,12,7,2,2,0.38,64,694.22,5.18,2,FALSE
536842,58.2,5,2,2,0,0.57,40,250.34,1.54,1,FALSE
536844,61.12,1,3,2,4,0.17,47,403.87,4.7,6,FALSE
239847,49.69,4,3,2,1,0.5,41,341.25,4.26,2,FALSE
240326,26.3,11,2,0,0,0.5,58,330.51,6.12,0,FALSE
240891,91.67,0,5,2,4,0.06,33,306.27,1.82,4,FALSE
241250,110.05,5,6,3,0,0.8,47,315.37,-0.31,2,FALSE
537541,104.06,3,5,3,1,0.29,34,278.26,1.21,2,FALSE
241345,80.67,10,5,1,0,0.56,64,414.54,4.27,2,FALSE
241627,173.98,7,8,6,0,0.57,44,348.3,-1.81,1,TRUE
242092,348.46,10,22,8,7,0.38,133,1200.47,4.66,9,FALSE
242451,119.33,8,6,4,0,0.78,58,372.46,-0.58,1,FALSE
242702,73.04,2,2,3,4,0.1,41,486.17,4.83,5,FALSE
242858,60.44,1,4,0,0,0.55,50,330.42,3.72,2,FALSE
242895,88.54,2,7,1,1,0.58,60,440.5,1.99,7,FALSE
243105,20.23,0,1,1,0,1,32,168.28,2.58,2,FALSE
243185,66.76,3,4,2,1,0.61,59,372.51,5.23,3,FALSE
243550,287.53,14,11,9,1,0.54,119,841.96,0.36,2,FALSE
243705,220.76,34,12,10,0,0.88,159,901.32,7.75,1,TRUE
243720,228.97,6,14,8,3,0.42,68,564.5,-1.49,5,TRUE
618432,26.3,6,2,0,0,0.75,34,196.29,3.22,1,FALSE
243837,55.76,4,4,1,1,0.61,59,372.51,4.76,3,FALSE
243957,85.22,2,6,2,1,0.56,42,308.33,1.65,3,FALSE
243984,63.6,2,4,1,0,0.5,50,330.42,3.28,2,FALSE
244007,187.26,21,14,1,0,0.82,130,825.05,6.6,2,FALSE
244369,17.07,0,1,0,0,0.93,40,220.36,3.67,3,FALSE
244165,20.23,0,1,1,0,0.87,42,414.61,5.03,2,FALSE
244358,83.83,8,5,2,1,0.33,45,318.37,3.3,1,FALSE
244483,125.43,9,9,1,0,0.81,91,578.74,4.92,3,FALSE
244500,68.9,3,5,1,3,0.12,36,298.29,3.18,3,FALSE
537027,124.48,4,8,3,4,0.07,58,487.52,4.46,7,FALSE
244675,20.23,0,1,1,0,0.7,53,288.47,5.57,2,FALSE
244732,65.98,1,3,2,2,0.2,24,190.2,0.98,2,FALSE
537031,164.42,7,9,4,0,0.89,81,566.69,-0.77,4,FALSE
244818,223.94,13,10,4,2,0.64,167,1071.41,4.91,4,FALSE
244843,77.77,17,5,1,1,0.6,70,468.03,5.53,1,FALSE
244876,213.81,7,15,4,2,0.48,80,646.6,0.12,5,TRUE
245354,308.12,8,19,11,3,0.55,92,740.66,-2.89,6,TRUE
245560,42.43,8,4,0,1,0.65,50,531.16,6.97,1,FALSE
245781,37.3,1,2,1,0,0.75,52,302.46,5.21,3,FALSE
246069,15.27,2,2,1,1,0.5,40,321.26,3.99,3,FALSE
246127,301.8,8,18,4,4,0.51,145,1127.32,1.37,9,FALSE
618260,113.29,2,7,3,1,0.29,35,294.26,0.75,2,FALSE
246467,154.5,3,9,4,4,0.12,53,474.42,3.68,5,FALSE
246494,29.46,1,2,1,0,0.87,41,236.35,2.83,3,FALSE
246495,9.23,0,1,0,0,0.73,38,218.34,4.06,3,FALSE
537095,108.38,3,5,4,5,0.26,59,468.51,3.46,7,FALSE
246654,46.53,0,3,1,0,0.73,30,196.25,1.41,2,FALSE
246698,220.99,7,13,1,0,0.8,169,1059.4,4.89,3,FALSE
246886,301.8,7,18,4,4,0.5,142,1113.29,0.98,9,FALSE
246956,37.3,9,2,1,0,0.45,52,302.46,5.08,0,FALSE
247084,66.76,18,4,2,0,0.95,67,358.56,5,0,FALSE
247252,49.69,2,3,2,0,1,85,460.74,6.74,5,FALSE
247329,467.86,20,28,16,0,0.87,190,1319.45,-4.39,9,TRUE
247417,74.6,2,4,2,1,0.39,31,234.25,1.61,2,FALSE
247527,44.89,2,2,2,2,0.18,27,220.3,2.74,2,FALSE
247693,37.3,0,2,1,0,0.8,39,234.34,2.56,3,FALSE
537139,218.99,12,13,9,0,0.95,121,756.97,1.23,6,TRUE
247766,46.53,17,2,1,0,0.95,60,314.51,5.96,0,FALSE
247929,148.05,4,10,4,3,0.37,65,512.51,2.56,5,TRUE
537168,37.3,1,2,1,0,0.67,39,234.34,2.88,2,FALSE
537191,218.99,12,13,9,0,0.95,124,771,1.62,6,TRUE
535136,37.53,0,3,1,5,0,30,258.28,3.94,5,FALSE
535165,153.09,7,9,1,1,0.78,101,738.92,0.96,6,FALSE
535166,49.33,6,2,2,0,0.69,46,265.4,2.81,1,FALSE
535175,71.09,8,4,2,2,0.38,54,385.53,3.81,2,FALSE
584128,82.06,3,6,1,0,0.68,49,348.4,1.67,4,FALSE
535200,58.28,10,3,3,0,0.78,55,294.48,3.29,1,FALSE
546877,32.86,19,1,1,1,0.79,69,361.61,8.02,1,FALSE
584304,142.75,10,9,4,0,0.66,100,620.82,4.46,1,FALSE
584580,110.13,5,6,2,0,0.71,48,340.37,1.15,2,FALSE
239537,663.6,36,25,20,0,0.77,232,1558.84,-7.92,1,FALSE
584956,66.76,4,4,2,0,0.55,31,212.24,0.9,1,FALSE
535224,66.4,16,2,2,0,0.8,61,339.52,5.08,0,FALSE
52594,94.83,5,5,3,1,0.39,34,252.27,1.1,1,FALSE
535247,58.92,1,4,2,0,0.93,84,474.73,6.33,5,FALSE
535248,88.52,1,6,2,0,0.85,56,366.45,1.87,4,FALSE
667909,46.53,2,3,1,0,0.75,35,212.29,2.19,1,FALSE
602775,39.26,2,2,2,2,0.52,52,324.47,3.58,4,FALSE
638259,61.83,3,5,0,1,0.29,33,262.26,2.35,2,FALSE
535364,311.85,8,12,12,3,0.37,122,913,-1.42,5,FALSE
535370,40.46,2,2,2,1,0.62,53,314.47,5.44,3,FALSE
639924,60.69,8,3,3,0,0.53,44,276.38,1.79,0,FALSE
535396,57.53,6,3,2,0,0.68,57,344.5,4.11,3,FALSE
165184,155.52,0,8,6,1,0,24,254.15,0.22,2,FALSE
548262,37.3,2,1,1,0,0.55,52,302.46,5.83,1,FALSE
698402,207.38,11,13,5,0,0.64,123,816,5.05,3,FALSE
537444,83.59,0,7,0,0,0.67,57,426.47,2.56,7,FALSE
537486,79.9,4,5,2,2,0.31,32,284.69,1.65,2,FALSE
165270,77.76,11,4,3,1,0.44,69,426.6,6.24,1,FALSE
537600,118.89,2,6,5,0,0.83,67,432.56,0.87,5,FALSE
537635,46.25,9,2,2,0,0.5,45,249.4,3.5,0,FALSE
537707,307.31,33,13,5,1,0.73,205,1296.7,3.34,2,FALSE
537718,50.44,1,3,1,1,0,16,374.81,3.16,1,FALSE
537744,197.37,1,11,8,0,0.69,102,652.82,1.76,2,FALSE
537856,77.76,2,3,3,0,0.44,25,253.08,0.85,1,FALSE
537867,85.97,2,6,1,1,0.68,63,428.53,3.99,5,FALSE
537948,220.98,22,11,5,1,0.7,128,832.05,2.12,2,FALSE
537990,209.76,9,12,9,0,1,103,646.82,-0.47,5,TRUE
538030,75.63,1,3,2,2,0.07,31,338.15,4.36,3,FALSE
538168,104.06,8,5,3,2,0.3,55,398.46,3.81,2,FALSE
538169,46.53,3,3,1,1,0.61,58,356.51,5.66,3,FALSE
538203,104.06,8,5,3,2,0.3,55,398.46,3.81,2,FALSE
538285,72.83,1,5,1,0,0.5,33,240.25,0.73,1,FALSE
538297,61.83,6,5,0,0,0.5,59,432.94,4.99,3,FALSE
538354,57.53,3,2,2,1,0.59,55,342.48,5.43,3,FALSE
538371,145.43,6,7,2,2,0.53,99,687.84,2.24,5,FALSE
538388,97.99,8,5,4,0,0.89,78,450.66,4.02,3,FALSE
538423,58.64,7,5,1,1,0.47,52,394.56,2.91,2,FALSE
538424,173.32,10,10,2,0,1,87,640.77,-2.64,4,FALSE
538458,457.58,18,30,15,0,0.9,190,1323.44,-3.94,10,TRUE
538459,157.54,10,5,6,3,0.32,64,466.54,1.7,3,FALSE
538523,111.52,6,8,2,0,0.82,94,588.78,4.61,5,FALSE
538554,168.03,5,12,2,1,0.75,86,618.68,2.84,6,FALSE
538569,167.56,3,12,1,0,0.73,70,536.53,1.08,5,FALSE
538632,75.63,0,5,2,3,0.31,54,447.92,4.97,6,FALSE
538646,189.17,31,10,8,0,0.97,124,706.01,4.63,1,TRUE
538703,68.9,1,5,1,1,0.68,59,376.49,4.41,3,FALSE
538731,60.69,5,3,3,0,0.86,77,430.67,5.64,4,FALSE
538732,160.96,5,12,1,0,0.75,78,635.49,1.98,4,FALSE
538733,97.36,3,8,0,0,0.76,57,408.45,2.45,4,FALSE
538743,184.6,8,12,6,0,0.93,119,750.97,3.36,7,TRUE
538777,168.94,40,9,7,0,0.82,154,864.3,9.98,1,TRUE
538778,168.94,38,9,7,0,0.85,144,810.21,8.64,1,TRUE
538790,388.73,25,19,14,0,0.72,230,1428.89,6.99,2,FALSE
538805,103.68,3,8,2,0,0.65,83,544.69,4.08,4,FALSE
538806,114.68,2,8,3,0,0.63,80,530.66,3.42,4,FALSE
538948,94.83,12,4,3,0,0.7,57,352.47,3.25,1,FALSE
538960,54.37,5,3,1,0,0.86,78,442.68,6.38,4,FALSE
539008,89.9,0,6,1,0,0.74,49,348.4,1.55,5,FALSE
539041,119.75,4,7,4,0,0.75,57,382.45,0.45,3,FALSE
539060,60.69,4,3,3,0,0.8,55,320.47,2.91,3,FALSE
