molecule_id,vp_est,total_atom_count,molecular_weight,alogp,number_of_minimal_rings,contains_ring_sugars
695756,9.23e-33,108,671.88,1.08,0,FALSE
26270,4.13e-7,26,222.2,1.52,2,FALSE
695761,2.42e-29,110,742.86,2.85,5,TRUE
695762,5.459999999999999e-31,96,709.82,2.97,2,FALSE
695763,1.5700000000000001e-19,86,558.71,3.5,4,FALSE
695764,1.29e-20,65,477.51,0.75,5,FALSE
695768,5.1e-29,81,628.63,2.6,4,TRUE
695769,3.32e-18,77,538.64,4.23,6,FALSE
548819,4.9e-14,47,342.39,2.06,5,FALSE
695773,7.68e-30,78,614.6,2.68,4,TRUE
695775,1.86e-28,81,628.63,2.49,5,TRUE
695779,6.15e-24,61,469.49,0.84,4,FALSE
695783,4.52e-29,79,585.57,-9.66,3,TRUE
695784,0,150,1042.24,4.24,4,FALSE
695785,1.29e-13,59,402.49,2.59,5,FALSE
695786,4.849999999999999e-32,85,728.66,2.42,10,FALSE
695787,1.88,15,100.12,0.55,0,FALSE
695794,1.68e-23,79,545.73,4.46,3,FALSE
695795,1.44e-20,58,464.47,2.92,5,FALSE
695796,4.46e-10,24,155.2,0.63,1,FALSE
695797,0,146,1020.19,1.07,3,FALSE
695801,6.17e-16,65,461,5.93,2,FALSE
695802,1.4e-45,148,1001.24,2.51,5,FALSE
695803,0,189,1136.56,6.37,2,FALSE
534543,1.98e-11,67,402.58,4.69,4,FALSE
695808,NA,83,691.48,-2.87,3,FALSE
695811,9.02e-25,60,475.5,2.81,6,FALSE
695812,1.13e-14,77,487.69,5.47,7,FALSE
695816,2.49e-15,79,489.7,5.62,6,FALSE
695817,1.92e-22,62,450.49,1.35,2,FALSE
695818,9.4e-21,51,468.43,2.53,6,FALSE
695823,1.99e-12,63,424.54,5.5,4,FALSE
695828,1.13e-20,93,606.75,3.95,1,FALSE
695833,7.26e-17,49,417.85,1.37,4,FALSE
695834,5.17e-33,126,830.03,5.7,3,FALSE
695835,4.78e-19,52,462.41,2.8,5,FALSE
695838,3.36e-26,88,697.18,5.07,4,FALSE
695839,3.0299999999999996e-23,71,544.55,1.43,5,TRUE
695840,2.2e-27,62,486.5,-6.45,2,TRUE
695844,3.18e-26,79,630.6,-0.82,5,TRUE
695845,1.05e-22,75,592.6,2.76,7,FALSE
695847,6.25e-19,67,471.55,3.78,4,FALSE
66696,1.23,22,132.21,3.03,1,FALSE
695855,6.44e-6,51,268.44,5.57,0,FALSE
695856,2.2299999999999998e-32,97,685.81,5.12,4,FALSE
695859,8.809999999999998e-35,109,705.89,1.27,1,FALSE
695860,1.9799999999999997e-37,102,705.86,0.61,3,FALSE
695861,1.92e-22,62,450.49,1.35,2,FALSE
695862,9.72e-14,58,477.38,5.29,8,FALSE
695863,2.6e-31,101,709.91,5.73,4,FALSE
695868,1.59e-19,89,546.75,5.15,3,FALSE
695870,3.53e-10,31,269.26,3.21,3,FALSE
695877,0,168,1068.35,3.11,2,FALSE
695878,0,125,1222.39,4.88,10,FALSE
695879,7.28e-14,79,493.69,6.85,4,FALSE
695880,1.6e-34,124,909.98,2.75,8,TRUE
695883,2.58e-34,149,912.21,4.78,5,FALSE
695887,2.22e-31,93,736.72,1.61,6,FALSE
695894,8.02e-22,82,562.66,2.63,2,FALSE
695895,4.1999999999999985e-43,166,1183.31,4.11,11,TRUE
695898,5.81e-42,110,934.3,2.8,8,FALSE
695899,1.58e-19,55,462.41,-0.04,4,FALSE
695903,3.79e-36,98,828.8,0.6,7,FALSE
695905,1.4e-45,167,1146.29,-0.47,5,TRUE
695908,6.66e-14,57,383.49,3.36,5,FALSE
695909,2.6e-18,71,492.57,2.85,3,FALSE
695917,1.46e-27,95,682.77,1.95,7,FALSE
695919,7.07e-22,71,527.57,2.15,5,FALSE
695920,1.13e-24,65,487,4.67,2,FALSE
695922,1.31e-30,128,794.09,5.73,3,TRUE
695924,4.66e-24,61,534.47,2.5,5,FALSE
695925,0,135,1344.78,8.6,12,FALSE
695926,2.06e-11,93,627.71,4.01,2,FALSE
695929,4.18e-14,44,319.36,2.24,2,FALSE
695934,6.04e-11,41,275.35,2.32,1,FALSE
695938,0,143,1116.29,0.95,6,FALSE
695943,2.81e-28,124,764.06,6.37,3,TRUE
695951,2.06e-11,87,599.66,3.23,2,FALSE
695955,7.009999999999999e-31,94,683.75,2.83,5,FALSE
695956,0,139,1023.98,-10.68,6,TRUE
695959,8.7e-23,79,583.63,2.79,5,FALSE
695965,4.67e-41,108,857.95,0.93,6,FALSE
695966,1.69e-10,61,362.56,6.55,4,FALSE
695970,4.33e-26,77,512.65,2.18,5,FALSE
695974,1.1000000000000002e-28,127,778.09,6.76,3,TRUE
695976,6.69e-5,36,224.3,2.64,1,FALSE
695978,5.02e-5,65,356.55,5.68,0,FALSE
695980,1.75e-39,140,983.11,5.52,8,TRUE
695981,2.99e-23,79,553.65,5.04,4,FALSE
695982,4.85e-31,97,726.84,3.02,12,FALSE
695985,3.32e-15,48,332.4,2.61,1,FALSE
695988,3.76e-20,66,455.55,2.63,2,FALSE
695990,5.870000000000001e-26,62,550.47,1.15,6,FALSE
695994,7.02e-36,92,646.74,-1.72,3,FALSE
695995,8.94e-12,44,335.43,1.05,3,FALSE
695997,2.61e-33,102,760.79,1.79,7,TRUE
695998,1.93e-29,86,616.62,-8.83,4,TRUE
695999,1.07e-17,68,461.56,1.46,4,TRUE
696002,3.16e-33,87,666.58,-9.75,4,TRUE
696003,0,200,1522.51,-3.97,12,FALSE
696004,1.04e-43,133,1000.06,4.02,11,TRUE
696011,0,115,896.98,-0.9,5,FALSE
696012,1.7899999999999995e-31,83,647.63,-1,5,TRUE
696016,4.52e-28,92,694.73,3.35,7,FALSE
696017,0,299,2086.49,-5.13,4,FALSE
696021,3.91e-14,43,261.34,2.3,0,FALSE
18514,9.770000000000001e-16,63,454.52,3.72,3,FALSE
696022,1.1699999999999998e-31,71,586.63,0.37,4,FALSE
696024,2.08e-9,35,256.31,2.19,3,FALSE
696027,1.24e-8,56,306.49,4.16,3,FALSE
696028,0,125,985.95,-0.73,10,TRUE
696030,1.81e-22,96,594.79,2.95,3,TRUE
696034,4.69e-29,124,780.01,5.41,3,TRUE
696037,4.41e-11,30,273.32,1.76,2,FALSE
696038,2.98e-29,97,697.78,4.75,5,FALSE
696047,1.77e-34,121,895.95,2.41,8,TRUE
696049,3.2499999999999996e-30,122,768.98,1.97,6,TRUE
696051,4.11e-9,35,268.26,0.74,2,FALSE
18555,2.26e-7,51,277.45,4.79,0,FALSE
696056,0,143,1116.29,0.95,6,FALSE
696057,1.2e-40,100,741.24,-2.91,4,FALSE
696059,8.91e-14,34,251.23,-2.76,1,TRUE
696060,4.14e-15,45,340.38,2.18,3,FALSE
696065,NA,59,510.66,2.38,3,FALSE
696067,4.59e-7,32,228.25,-0.05,1,FALSE
696069,1.8e-26,113,692.93,5,2,FALSE
696070,7.97e-14,53,427.46,4.89,5,FALSE
696071,2.13e-25,65,475.56,-1.85,2,FALSE
696072,NA,102,725.01,10.23,18,FALSE
696076,5.68e-19,58,472.45,0.33,5,FALSE
696080,0,184,1299.55,-0.56,7,FALSE
696082,3.06e-12,44,315.37,3.34,2,FALSE
696083,7.22e-13,61,313.53,5.37,0,FALSE
696085,6.5e-8,38,230.3,1.4,1,FALSE
696086,4.85e-14,62,438.52,4.4,3,FALSE
696087,1.62e-29,139,867.13,6.15,6,FALSE
696089,1.62e-12,64,401.55,4.25,2,FALSE
516725,2.96e-8,54,295.47,4.69,0,FALSE
696092,0,210,1485.7,-2.4,10,FALSE
18625,8.6e-22,76,534.61,3.09,2,FALSE
18632,7.57e-19,41,392.41,0.06,2,FALSE
696095,5.590000000000001e-29,102,687.83,3.16,2,FALSE
696100,1.1199999999999999e-28,88,686.71,5.23,6,FALSE
696101,2.46e-9,31,303.7,3.64,3,FALSE
696103,3.56e-7,53,288.48,5.11,3,FALSE
696105,1.33e-21,74,545.59,0.46,5,FALSE
696109,6.72e-25,94,610.79,5.54,2,FALSE
696112,0,199,1664.92,0.77,10,FALSE
696115,1.8e-5,30,222.24,1.81,2,FALSE
696117,3.16e-7,19,182.13,-2.4,2,FALSE
696119,6.180000000000001e-21,118,708.97,6.73,6,FALSE
696123,0,121,842.95,-3.34,4,FALSE
696125,4.2e-45,108,852.92,-0.65,5,FALSE
696132,2.59e-32,111,824.87,2.74,9,FALSE
696184,3.24e-5,53,370.67,5.11,1,FALSE
696135,3.27e-27,111,720.9,4.88,2,FALSE
696136,3.5e-32,109,835.86,2.01,9,FALSE
696137,1.4e-43,111,866.95,-0.01,5,FALSE
696138,0,160,1128.23,-1,5,TRUE
696139,7.029999999999998e-42,130,977.02,3.24,10,TRUE
696140,1.8899999999999994e-23,100,620.82,4.46,1,FALSE
696144,2.78e-8,39,242.31,1.55,1,FALSE
696146,0,214,1443.74,3.83,6,TRUE
696152,5.12e-27,111,720.9,4.88,2,FALSE
696153,6.49e-6,35,208.3,2.8,1,FALSE
696156,2.6499999999999996e-31,132,840.06,4.43,3,TRUE
696160,2.31e-37,101,846.81,-0.55,7,TRUE
696161,7.410000000000001e-27,91,678.73,3.65,7,FALSE
696163,1.02e-17,45,376.39,-3.22,2,FALSE
696164,7.34e-32,133,852.07,4.59,3,TRUE
18762,2.1e-10,35,256.31,0.33,2,FALSE
696165,5.64e-18,90,554.77,7.15,2,FALSE
696166,3.55e-13,51,337.42,1.95,1,FALSE
696168,5.08e-6,35,208.3,2,1,FALSE
696174,1.47e-7,32,268.27,2.58,3,FALSE
696175,2.97e-29,94,696.75,2.41,7,TRUE
42647,6.96e-5,43,238.37,3.3,2,FALSE
517008,4.71e-12,59,380.48,3.15,1,FALSE
696180,9.16e-35,117,894.87,0.11,8,TRUE
696181,1.97e-14,50,364.39,0.8,5,FALSE
696185,3.28e-15,43,368.34,1.38,4,FALSE
696189,2.23e-11,35,216.28,1.39,0,FALSE
696192,4.7e-29,107,724.84,3.41,4,TRUE
696194,0,172,1275.32,2.73,10,TRUE
696195,1.9e-9,44,276.38,4.1,1,FALSE
696196,3.09e-23,56,444.44,-0.37,4,FALSE
696197,0,152,1021.22,0.14,4,FALSE
18863,2.24e-13,49,348.39,1.26,5,FALSE
696201,7.220000000000001e-21,60,470.47,0.81,5,FALSE
696202,4.2e-45,164,1132.27,-1,5,TRUE
696203,3.86e-12,80,422.7,7.48,0,FALSE
696204,1.03e-11,29,271.23,2.6,3,FALSE
696208,2.43e-28,122,815.95,1.59,4,TRUE
696215,1.32e-33,98,717.88,5.42,4,FALSE
696217,7.6e-14,34,272.33,-0.41,2,FALSE
696220,8.11e-12,61,357.54,5.17,2,FALSE
696453,7.46e-23,102,622.84,4.69,2,FALSE
696229,3.12e-34,121,895.95,2.55,8,TRUE
696232,5.56e-17,51,421.54,1.52,4,FALSE
696233,5.91e-22,99,604.83,5.48,1,FALSE
696234,2.06e-11,32,316.23,-1.41,0,FALSE
696236,4.39e-14,58,408.49,5.24,4,FALSE
696237,1.99e-20,66,459.54,1.72,3,FALSE
696239,1.97e-29,75,602.5,-5.47,3,TRUE
696241,1.91e-8,35,212.29,0.82,1,FALSE
696242,1.4e-10,26,242.12,-2.67,2,FALSE
696243,2.06e-11,57,548.29,-3.56,3,FALSE
696248,2e-13,49,366.41,4.19,3,FALSE
696255,4.94e-14,52,363.46,4.39,5,FALSE
696256,2.25e-12,36,307.31,2.25,4,FALSE
696258,2.24e-44,171,1173.36,4.7,10,TRUE
696259,3.34e-6,41,236.35,2.93,3,FALSE
696260,3.6799999999999996e-23,71,497.59,1.49,2,FALSE
696264,2.08e-14,49,366.41,2.7,4,FALSE
696268,1.14e-21,70,481.59,2.52,2,FALSE
696272,1.17e-40,161,1041.28,3.7,5,TRUE
696542,8.52e-18,36,280.28,-1.43,3,FALSE
696273,2.73e-37,84,659.1,-4.18,4,FALSE
696274,1.13e-29,94,665.73,0.12,4,TRUE
696275,4.19e-18,55,428.44,0.84,4,TRUE
696276,NA,48,402.37,-2.01,0,FALSE
696278,7.7e-14,40,324.33,1.9,4,FALSE
696280,5.19e-8,38,230.3,0.96,1,FALSE
696281,5.61e-45,110,854.94,-0.43,5,FALSE
696283,1.75e-34,102,764.77,0.51,7,TRUE
696374,2.25e-9,36,293.76,1.61,3,FALSE
696284,4.66e-26,75,510.63,1.96,5,FALSE
696285,1.33e-11,48,354.4,3.34,4,FALSE
696287,1.9199999999999999e-38,127,941.46,6.66,8,TRUE
696295,1.84e-33,133,913.07,4.42,8,FALSE
696299,2.6e-9,53,383.44,3.74,4,FALSE
696301,2.15e-35,100,697.79,-3.7,4,FALSE
696308,9.05e-11,52,397.43,4.66,3,FALSE
696309,7.96e-20,61,464.47,1.14,2,FALSE
696312,4.02e-11,40,263.34,1.99,2,FALSE
696313,7.01e-43,138,924.09,0.71,3,TRUE
696314,6.08e-9,53,326.43,2.22,1,FALSE
696322,1.15e-13,58,364.48,3.12,1,FALSE
696327,2.73e-15,67,497.46,6.02,4,FALSE
696331,0,201,1483.64,0.1,7,FALSE
696332,1.57e-18,87,540.74,6.78,1,FALSE
696335,1.42e-6,50,282.42,3.71,1,FALSE
696338,1.03e-6,27,190.2,-1.39,2,FALSE
696339,0,296,2068.48,-3.97,4,FALSE
696341,1.6799999999999996e-43,111,758.88,-6.53,3,FALSE
696344,1.8e-15,56,410.47,3.93,3,FALSE
696345,0,150,1143.36,1.66,6,FALSE
696346,1.43e-26,84,672.64,-0.25,5,TRUE
696349,4.859999999999999e-43,114,802.87,-3.26,4,TRUE
696361,9.889999999999999e-28,91,708.71,2.04,8,FALSE
696363,8.479999999999998e-31,118,752.99,4.77,3,TRUE
696364,7.03e-40,143,898.2,2.11,2,FALSE
696366,1.2699999999999998e-35,135,888.06,0.53,4,TRUE
696368,1.05e-29,105,666.85,2.01,2,FALSE
696377,2.7e-26,58,478.48,-3.47,1,FALSE
696380,9.25e-31,111,824.87,4.17,8,FALSE
696383,0,140,1045.12,-3.9,4,TRUE
696384,0,143,1054.01,-11.32,6,TRUE
696385,2.7499999999999993e-43,108,852.92,-0.57,5,FALSE
696386,1.48e-26,105,692.84,4.39,2,FALSE
696391,2.77e-16,69,438.56,3.31,0,FALSE
696392,1.29e-8,37,245.32,2.69,2,FALSE
696394,1.69e-35,104,860.84,-0.47,7,TRUE
696395,3.63e-14,47,333.38,3.21,1,FALSE
696401,0,139,1006.12,-0.75,6,FALSE
696409,9.58e-10,36,246.31,0.87,2,FALSE
694080,3.84e-14,88,620.69,3.23,2,FALSE
694083,2.83e-19,83,596.67,2.88,5,FALSE
694096,1e-8,27,221.21,0.96,2,FALSE
696410,1.1e-6,28,210.3,2.98,1,FALSE
517262,1.52e-10,65,396.02,6.48,0,FALSE
517293,1.45e-4,47,260.42,5.55,0,FALSE
548948,1.14e-7,31,417.4,4.64,0,FALSE
694224,0,135,1094.98,-4.12,8,TRUE
694228,3.83e-12,52,380.44,4.02,4,FALSE
548954,2.84e-6,38,327.22,4.21,3,FALSE
517380,5.18e-9,42,256.34,1.94,1,FALSE
694236,7.19e-13,77,434.66,7.84,1,FALSE
517527,2.55e-15,67,436.55,3.52,0,FALSE
694240,4.68e-12,71,406.61,7.05,1,FALSE
694246,3.01e-11,65,378.55,6.27,1,FALSE
694266,3.52e-15,46,356.37,3.41,3,FALSE
694283,4.96e-14,45,340.38,4.01,3,FALSE
694442,2.42e-12,44,306.36,1.64,1,FALSE
548973,7.92e-13,75,420.68,7.92,0,FALSE
694301,1.21e-20,92,672.72,2.18,5,FALSE
694318,2.33e-7,47,312.41,4.07,3,FALSE
694320,5.8e-22,49,434.35,0.1,4,TRUE
694324,2.97e-28,81,628.63,3.33,4,TRUE
694329,7.01e-44,118,815.91,-2.72,4,TRUE
694330,2.06e-23,75,527.62,2.53,3,FALSE
694332,2.55e-14,35,294.26,-2.58,4,FALSE
548975,8.64e-14,64,482.96,2.45,4,FALSE
1058847,6.8e-6,42,301.27,3.84,3,FALSE
1058971,1.4e-7,45,398.18,4.58,1,FALSE
1059010,2.46e-6,44,355.27,3.77,1,FALSE
694341,2.51e-14,53,353.46,2.74,3,FALSE
694342,1.26e-44,152,1085.16,-0.25,8,TRUE
694345,5.18e-17,59,480.47,3.88,5,FALSE
694346,4.6e-29,65,560.51,2.81,7,FALSE
694369,2.5e-14,40,328.32,0.33,2,FALSE
694347,0,257,1961.24,-8.53,7,FALSE
694348,7.13e-36,116,798.71,1.15,8,FALSE
694349,1.56e-6,30,191.23,-1.78,0,FALSE
694355,0,186,1339.51,2.54,8,FALSE
694356,5.1e-17,43,333.34,1.85,2,FALSE
694357,6.44e-18,31,268.23,-2.27,3,FALSE
694358,1.08e-5,34,205.3,2.39,1,FALSE
694359,1.8899999999999999e-28,119,771.94,1.8,4,TRUE
694362,8.369999999999999e-32,126,804.03,4.64,4,FALSE
694363,1.4699999999999998e-35,160,1042.27,4,4,TRUE
694368,5.75e-13,53,353.46,4.78,3,FALSE
694372,1.37e-25,113,756.88,2.42,4,TRUE
694373,0,163,1109.32,3.77,4,TRUE
694377,1.63e-21,73,520.58,2.7,2,FALSE
694379,2.8e-18,54,399.44,2,5,FALSE
694380,1.61e-39,95,672.74,-5.96,3,FALSE
694384,7.11e-6,45,262.39,4.1,3,FALSE
694385,3.08e-12,29,222.2,-3.94,1,FALSE
694388,1.97e-32,106,747.84,2.98,2,FALSE
694389,3.67e-31,110,755.85,0.38,3,TRUE
694392,0,143,1259.27,1.43,7,FALSE
694393,0,182,1283.49,1.5,7,FALSE
694394,3.88e-22,79,548.63,3.48,2,FALSE
548993,4.75e-10,39,264.32,0.74,2,FALSE
694399,0,136,992.1,-2.18,4,FALSE
694403,1.99e-7,33,210.27,2.78,1,FALSE
694404,0,182,1130.47,3.28,2,FALSE
694406,1.61e-22,83,536.71,6.02,2,FALSE
694409,4.829999999999999e-43,106,824.91,-0.5,4,FALSE
694412,2.6e-18,69,522.61,5,8,FALSE
694413,8.379999999999999e-31,129,809.05,4.49,3,TRUE
694419,9.81e-45,171,1211.31,2.18,8,TRUE
694421,2.23e-21,70,506.55,2.46,2,FALSE
694423,0,109,868.92,-1.64,5,FALSE
694427,6.29e-18,66,508.58,4.61,8,FALSE
694428,4.47e-13,38,300.31,1.7,3,FALSE
694432,1.84e-10,34,235.28,0.86,2,FALSE
694434,0,180,1325.49,-0.09,7,FALSE
694436,9.79e-19,72,449.64,5.57,1,FALSE
694446,9.32e-10,38,270.33,0.34,2,FALSE
694448,2.53e-7,28,207.23,0.83,3,FALSE
694449,2.08e-28,124,813.98,2.77,3,TRUE
694457,1.95e-14,61,396.53,5.1,3,FALSE
694458,7.23e-5,28,194.23,1.8,1,FALSE
694459,1.81e-10,39,264.32,0.71,2,FALSE
694462,9.22e-14,34,278.26,0.28,3,FALSE
694464,2.71e-41,140,926.11,0.94,3,TRUE
694465,7.6e-6,51,268.44,5.26,1,FALSE
694469,1.7499999999999996e-43,117,816.9,-2.87,4,TRUE
694472,8.29e-22,45,422.44,-0.53,2,FALSE
694474,5.3199999999999996e-24,76,595.61,0.49,5,FALSE
694475,3.04e-11,38,261.32,1.91,2,FALSE
694478,4.369999999999999e-31,138,885.1,2.9,4,TRUE
694479,2.86e-14,59,424.5,2.42,2,FALSE
694481,9.68e-25,57,460.44,-1.4,4,FALSE
694482,6.6e-42,166,1093.36,7.02,11,TRUE
694483,1.77e-33,99,700.83,4.41,4,FALSE
694486,3.17e-14,53,343.42,0.74,0,FALSE
694487,2.48e-25,77,652.66,8.1,8,FALSE
694488,2.23e-20,46,439.48,-0.38,3,FALSE
694489,0,186,1229.46,3.01,5,TRUE
694496,3.32e-15,48,332.4,2.61,1,FALSE
67096,2.06e-4,28,168.24,0.94,3,FALSE
694497,3.3e-12,44,302.37,2.58,1,FALSE
694498,1.44e-10,20,172.14,-1.1,1,FALSE
694499,3.17e-14,53,343.42,0.74,0,FALSE
694505,4.19e-12,50,312.41,1.86,1,FALSE
694508,2.09e-33,123,816,5.05,3,FALSE
694509,1.36e-22,69,514.6,-0.49,3,TRUE
694510,4.34e-44,172,1185.37,5.78,9,TRUE
694514,0,191,1228.52,3.33,2,FALSE
694515,3.64e-33,119,750.97,3.2,2,FALSE
694516,0,166,1326.39,-9.34,6,TRUE
694519,0,179,1269.46,1.12,7,FALSE
694522,5.5799999999999996e-24,67,544.51,0.37,5,TRUE
694523,9.81e-45,162,1169.23,0.89,8,TRUE
694524,2.06e-11,95,867.61,-1.61,3,FALSE
518213,2.3e-10,55,346.47,4.21,1,FALSE
694528,2.11e-30,109,809.86,2.93,7,TRUE
694530,8.02e-24,77,546.62,2.32,2,FALSE
694535,1.4e-34,116,844.9,1.49,8,TRUE
694537,0,120,1061.22,0.85,6,FALSE
694538,3.3e-30,119,780.95,2.22,8,TRUE
694540,2.11e-8,25,206.2,1.04,2,FALSE
694542,3.5e-29,86,714.68,3.21,7,FALSE
531178,0,191,1377.49,-4.24,10,TRUE
694545,2.43e-20,79,545.68,5.49,5,FALSE
518567,2.88e-7,61,296.54,5.03,1,FALSE
518658,2.4e-10,39,396.12,4.19,1,FALSE
518659,4.13e-10,48,306.4,2.95,2,FALSE
518670,3.28e-13,47,531.08,4.85,0,FALSE
694549,4.6800000000000005e-21,59,454.48,1.91,4,TRUE
694550,1.25e-21,95,578.79,4.27,2,FALSE
694551,3.71e-14,54,365.47,4.23,5,FALSE
694553,1.72e-16,66,402.53,1.3,1,FALSE
694554,6.66e-5,37,240.3,2.09,1,FALSE
694559,5.85e-15,59,384.47,2.22,1,FALSE
694561,1.46e-41,110,934.3,2.8,8,FALSE
694563,1.11e-27,95,708.76,3.66,7,FALSE
694565,3.61e-32,129,805.06,5.06,3,FALSE
694566,1.31e-35,106,888.85,-0.64,7,TRUE
694567,1.06e-22,116,736.94,6.02,5,FALSE
694568,9.87e-27,56,443.42,-5.89,2,FALSE
694572,2.77e-16,62,478.55,4.34,8,FALSE
694575,7.23e-38,97,661.76,-3.62,1,FALSE
694576,3.32e-33,108,658.88,3.51,0,FALSE
694577,7.54e-16,84,531.74,5.51,6,FALSE
694580,1.23e-24,76,614.65,6.41,7,FALSE
694589,2.94e-44,136,896.09,0.48,3,FALSE
694590,0,110,863.95,-0.02,5,FALSE
694591,5.7e-21,70,510.54,1.44,1,FALSE
694592,1.7000000000000002e-22,63,450.54,4.47,3,FALSE
694594,2.91e-22,79,505.65,3.75,2,FALSE
694595,0,194,1216.56,2.56,2,FALSE
694596,0,91,685.7,-8.88,2,FALSE
694598,8.54e-25,75,510.63,2.53,5,FALSE
694599,4.64e-21,53,434.4,-0.3,4,TRUE
694602,6.68e-33,138,825.13,5.53,3,FALSE
694605,3.19e-31,121,767.02,4.81,3,TRUE
694606,1.22e-33,101,743.87,3.2,4,FALSE
694607,7.18e-34,95,687.79,4.46,4,FALSE
694608,6.669999999999999e-37,100,779.88,0.12,4,FALSE
694610,1.39e-7,39,264.32,2.37,2,FALSE
694611,2.79e-21,50,435.44,2.68,7,FALSE
694612,2.93e-23,76,535.64,4.57,4,FALSE
694614,1.13e-24,73,527.52,-7.27,4,FALSE
49452,5.71e-11,36,250.29,0.89,2,FALSE
548300,1.78e-6,22,332.98,3.48,2,FALSE
518860,3.3399999999999996e-32,105,987.46,8.94,3,FALSE
694615,0,220,1427.84,3.79,4,FALSE
694621,1.57e-21,79,488.67,4.04,2,FALSE
694622,1.25e-25,79,574.63,-0.27,3,FALSE
694624,1.92e-24,88,534.74,3.65,2,FALSE
694625,2.22e-20,78,489.65,4.64,2,FALSE
694628,4.33e-26,77,512.65,2.18,5,FALSE
694632,0,135,976.1,-1.49,4,FALSE
694635,4.57e-24,69,546.53,0.44,5,TRUE
694636,8.479999999999998e-31,118,752.99,4.42,3,TRUE
694839,1.24e-10,44,350.37,4.13,5,FALSE
694640,8.439999999999999e-31,121,767.02,5.16,3,TRUE
694642,2.81e-28,124,764.06,6.51,3,TRUE
694643,2.76e-6,54,282.47,5.96,0,FALSE
694648,6.89e-18,78,533.67,3.31,6,FALSE
694650,2.17e-22,86,571.71,4.44,5,FALSE
694651,8.18e-12,53,447.4,0.23,4,FALSE
694653,8.68e-27,62,550.47,1.15,5,FALSE
67492,2.92e-10,33,288.26,2.37,3,FALSE
694654,6.979999999999999e-31,98,730.76,0.58,7,TRUE
694655,2.24e-37,110,712.89,-5.11,3,FALSE
694656,6.63e-14,75,517.56,2.15,1,FALSE
694657,6.23e-29,94,644.77,0.34,2,FALSE
694658,4.779999999999999e-31,91,639.74,3.05,4,FALSE
694659,1.32e-13,71,445.6,5.06,2,FALSE
694660,3.4800000000000003e-29,101,636.82,2.55,1,FALSE
694661,0,119,818.93,-6.44,2,FALSE
694662,3.53e-25,103,650.8,2.55,2,TRUE
694663,NA,64,630.62,5.69,7,FALSE
694664,1.44e-17,52,435.39,-1.3,5,FALSE
694666,9.9e-21,85,576.69,4.36,2,FALSE
694667,1.6200000000000002e-33,111,768.91,1.3,2,FALSE
694674,1.18e-21,61,461.52,3.12,6,TRUE
694675,1.37e-20,62,482.54,3.84,8,FALSE
694679,1.47e-23,73,525.6,2.66,3,FALSE
694684,7.77e-15,50,407.5,2.78,5,FALSE
694686,4.73e-26,99,622.85,5.03,2,TRUE
694689,8.61e-15,66,482.58,2.58,9,FALSE
694690,3.46e-17,76,470.65,5.39,1,FALSE
694691,2.44e-18,77,486.65,5.13,4,FALSE
694693,9.969999999999998e-31,97,726.84,3.05,11,FALSE
694696,2.43e-25,79,600.62,1,6,TRUE
694700,7.01e-45,118,897,2.45,9,FALSE
694701,1.15e-30,127,777.05,5.64,3,FALSE
694711,1.25e-35,125,925.98,1.86,8,TRUE
694713,3.99e-7,33,210.27,2.5,1,FALSE
694714,6.52e-19,86,527.7,2.74,2,FALSE
694715,1.35e-29,106,713.87,2.75,3,FALSE
694717,1.83e-26,60,525.54,1.91,5,TRUE
694722,2.53e-41,111,871.97,1.49,6,FALSE
694724,0,171,1226.36,-0.34,5,TRUE
694728,8.41e-45,124,843.97,-1.94,4,TRUE
694730,2.15e-32,123,790,3.98,4,FALSE
694733,3.21e-28,97,610.79,2.14,1,FALSE
694734,2.83e-15,104,604.92,10.39,5,FALSE
694736,4.79e-19,55,427.53,1.09,4,FALSE
694738,2.78e-22,83,536.71,6.02,2,FALSE
694742,0,168,1068.35,3.11,2,FALSE
694745,5.25e-32,79,556.62,-3.26,2,FALSE
694750,1.8699999999999998e-42,108,835.94,0.53,5,FALSE
694751,4.25e-24,65,537.48,-2.7,5,FALSE
694753,2.69e-28,74,666.54,1.25,8,FALSE
694755,2.04e-17,62,494.5,4.27,5,FALSE
694756,2.24e-44,123,844.95,-2.09,4,TRUE
694758,5.07e-16,65,495.44,6.12,3,FALSE
694760,3.43e-11,62,391.56,4.71,4,FALSE
694761,3.81e-28,81,628.63,2.49,5,TRUE
694763,3.08e-20,52,444.39,-0.87,5,FALSE
694764,1.4e-45,175,1056.43,3.28,2,FALSE
518971,1.63e-11,53,348.44,2.86,3,FALSE
694767,6.07e-39,117,866.97,1.27,6,FALSE
694770,6.13e-24,70,481.59,3.08,1,FALSE
694771,2.4999999999999997e-36,90,630.7,-6.14,3,FALSE
694772,0,139,970.56,-0.38,2,FALSE
694774,5.74e-33,111,824.87,2.93,8,FALSE
694779,0,153,1180.2,-3.33,4,FALSE
694782,3.92e-20,55,406.44,-1.08,4,TRUE
694783,2.04e-32,125,905,5.68,9,FALSE
694786,2.06e-11,55,414.39,2.08,1,FALSE
694787,2.34e-16,62,507.5,1.48,6,FALSE
694788,2.06e-11,74,514.55,3.09,2,FALSE
694789,2.18e-25,104,684.82,2.25,3,TRUE
694790,1.05e-26,101,701.81,4.1,6,FALSE
694791,1.7599999999999994e-23,66,507.54,2.88,4,FALSE
