molecule_id,vp_est,total_atom_count,molecular_weight,alogp,number_of_minimal_rings,contains_ring_sugars
266590,0.00218,26,284.02,4.47,1,FALSE
184637,6.33e-9,20,325.94,2.25,1,FALSE
186274,3.84e-6,16,343.83,5,2,FALSE
512031,3.05e-9,54,334.46,4.49,1,FALSE
226887,1.1e-14,62,438.52,5.53,3,FALSE
227516,8.24e-19,57,446.41,-2.88,3,TRUE
548232,1.95e-9,48,328.41,3.64,2,FALSE
230823,5.19e-14,54,364.44,1.9,4,FALSE
231411,1.5499999999999998e-24,89,692.67,-0.47,6,FALSE
432186,NA,24,185.18,-1.36,1,FALSE
520223,5.5e-11,35,286.28,2.46,3,FALSE
520936,1.4e-9,66,390.56,6.37,2,FALSE
521597,5.25e-11,46,474.62,3.52,2,FALSE
524804,4.56e-10,28,325.53,3.96,2,FALSE
525459,4.31e-5,35,260.29,1.05,4,FALSE
616465,2.01e-8,22,196.16,1.03,2,FALSE
667269,1.43e-5,50,281.51,6.34,1,FALSE
667988,5.36e-18,48,357.36,-2.02,2,TRUE
671205,8.26e-22,87,531.73,5.48,2,TRUE
671376,9.62e-12,82,442.73,8.05,3,FALSE
531261,1.22e-13,59,354.49,2.72,2,FALSE
672997,2.87e-13,39,302.28,-1.42,2,TRUE
673152,1.06e-10,52,341.45,2.11,6,FALSE
673211,0,189,1314.55,1.65,7,FALSE
674506,1.78e-27,82,626.61,-2.32,7,TRUE
684452,2.36e-9,56,306.49,4.44,0,FALSE
685353,2.95e-9,56,396.44,1.85,3,FALSE
685625,2.01e-7,56,306.49,4.71,3,FALSE
685892,1.31e-9,41,296.32,1.08,1,FALSE
686155,3.24e-30,109,739.86,1.11,3,TRUE
696857,2.97e-7,30,200.23,0.59,1,FALSE
698435,1.33e-12,37,306.32,1.47,4,FALSE
688054,8.23e-20,54,429.43,2.45,3,FALSE
238021,9.9e-16,73,491.07,5.57,1,FALSE
689847,1.8e-4,30,214.26,2.38,2,FALSE
690000,8.27e-6,16,299.38,4.89,2,FALSE
243445,1.65e-11,39,290.31,3.17,2,FALSE
690875,1.49e-14,62,416.51,2.66,4,FALSE
690932,1.26e-12,62,364.53,6.18,1,FALSE
691303,5.28e-22,67,562.53,3.51,7,FALSE
691926,6.2e-19,88,500.76,6.06,0,FALSE
244850,3.34e-10,68,344.58,5.62,0,FALSE
694531,1.01e-14,39,314.36,-0.24,2,FALSE
694552,3.93e-11,45,318.37,2.1,4,FALSE
694900,2.12e-25,77,551.64,3.54,4,FALSE
695037,4.44e-20,60,491.01,2.68,4,FALSE
695124,2.48e-15,62,515.86,5.99,4,FALSE
695288,7e-20,68,487.55,0.92,5,FALSE
695628,1.44e-14,66,394.55,3.83,1,FALSE
695691,9e-19,51,428.39,0.16,5,FALSE
695893,1.42e-23,56,444.44,-0.5,4,FALSE
696099,2.07e-10,28,289.67,3.55,3,FALSE
697686,2.06e-11,78,565.55,1.3,1,TRUE
245597,2.37e-6,56,332.48,5.37,3,FALSE
698469,1.11e-6,57,331.5,5.22,3,FALSE
698496,4.75e-7,45,262.39,3.41,0,FALSE
699900,6.06e-19,120,685,9.48,0,FALSE
925462,5.34e-20,88,646.69,2.41,6,FALSE
163916,0.454,27,148.25,3.64,0,FALSE
70289,1.41e-11,49,369.37,0.32,2,TRUE
702626,4.94e-18,41,343.29,-2.13,3,TRUE
538771,5.39e-6,39,392.13,3.82,2,FALSE
540607,7.740000000000001e-21,56,717.05,4.02,3,FALSE
241014,3.51e-14,43,332.31,-1.41,2,TRUE
676564,3.24e-30,109,739.86,1.11,3,TRUE
677537,4.01e-15,51,402.4,0.46,4,FALSE
679170,3.09e-11,25,223.18,0.69,2,FALSE
241551,2.11e-34,92,740.66,-2.54,6,TRUE
681197,9.7e-8,39,261.46,3.59,0,FALSE
681204,3.76e-8,39,242.31,0.79,1,FALSE
682722,3.94e-9,21,324.96,1.15,1,FALSE
683029,2.93e-11,49,304.38,0.52,0,FALSE
536983,4.24e-14,70,450.78,7.97,0,FALSE
683095,1.28e-18,61,443.98,5.21,3,FALSE
242867,6.28e-11,70,372.59,5.39,0,FALSE
684198,1.04e-9,65,434.53,3.9,4,FALSE
549466,2.63e-7,56,332.48,4.88,3,FALSE
516740,4.9e-11,42,356.33,2.89,5,FALSE
517307,9.41e-8,60,340.5,5.52,1,FALSE
689682,4.29e-13,52,396.39,0.63,3,FALSE
518267,1.19e-12,56,488.36,4.18,2,FALSE
518589,1.52e-10,64,392.54,4.15,2,FALSE
518615,2.66e-6,21,233.06,1.66,1,FALSE
519198,1.1e-12,50,394.38,1.06,3,FALSE
519442,1.29e-5,26,174.2,-0.52,1,FALSE
519528,6.9e-26,94,653.21,3.92,3,TRUE
519591,3.33e-7,48,280.41,3.94,0,FALSE
519593,2.8e-5,40,220.36,3.7,2,FALSE
519609,9.16e-9,82,442.73,9.12,0,FALSE
519684,1.06e-5,44,371.18,6.36,1,FALSE
519727,2.87e-11,49,369.85,2.52,3,TRUE
520275,4.06e-8,43,264.36,3.28,2,FALSE
520287,1.31e-20,82,506.68,3.81,1,FALSE
520362,7.02e-16,36,670.77,6.06,2,FALSE
520763,3.04e-8,35,408.51,2.92,1,FALSE
521065,4.52e-13,59,402.49,2.81,0,FALSE
521201,2.82e-4,41,236.35,3.55,1,FALSE
521422,1.17e-9,57,370.49,5.28,3,FALSE
521452,5.22e-5,51,320.43,3.95,2,FALSE
521484,2.05e-9,48,302.41,3.59,4,FALSE
521595,5.46e-6,35,343.65,3.6,3,FALSE
522281,4.6e-9,36,395.1,2.15,1,FALSE
522405,3.34e-13,34,330.25,1.84,3,FALSE
522636,3.53e-13,51,394.43,2.12,4,FALSE
522950,6.06e-8,60,392.49,2.95,4,FALSE
523044,5.02e-8,39,238.33,3.33,1,FALSE
542639,1.14e-7,57,393.41,6.95,0,FALSE
524180,1.22e-8,66,334.59,7.04,0,FALSE
524433,0.0299,39,204.36,4.58,2,FALSE
525200,1.73e-10,38,301.43,2.13,2,FALSE
525996,1.43e-20,65,498.57,1.84,4,FALSE
526396,3.46e-13,57,346.5,2.61,5,FALSE
527141,6.41e-12,56,336.47,3.52,2,FALSE
527376,2.91e-29,87,560.69,1.97,0,FALSE
527410,7.08e-19,65,439.55,4.35,2,FALSE
527659,2.37e-24,97,636.87,5.06,7,FALSE
527695,0.592,20,134.18,2.52,1,FALSE
528056,6.77e-7,25,235.27,1.36,2,FALSE
528160,1.77e-8,31,234.25,1.51,2,FALSE
528346,1.95e-17,80,508.66,5.03,2,FALSE
529468,8.63e-12,28,382.01,0.89,2,FALSE
529480,4.79e-10,57,344.5,5.75,3,FALSE
529627,3.15e-9,46,444.64,4.65,2,FALSE
530038,0.174,26,162.23,2.46,2,FALSE
530060,4.33e-9,51,294.43,4.31,1,FALSE
530400,6.41e-5,27,204.22,2.08,2,FALSE
530471,2.45e-8,35,277.28,1.45,2,FALSE
530833,2.43e-9,63,368.57,5.02,4,FALSE
689692,5.03e-17,68,518.01,3.28,6,FALSE
531373,2.06e-7,29,350.48,3.14,0,FALSE
531392,2.3e-26,136,698.17,11.1,0,FALSE
531557,6.41e-12,56,336.47,3.52,2,FALSE
531921,1.31e-9,52,297.44,2.66,1,FALSE
532109,5.95e-10,66,394.55,5.79,1,FALSE
532326,7.03e-10,65,390.64,6.53,1,FALSE
532365,1.46e-7,53,326.43,4.24,1,FALSE
532622,1.26e-7,22,184.2,1,2,FALSE
532642,1.93e-10,53,318.46,4.64,1,FALSE
532838,3.74e-10,53,318.46,4.47,2,FALSE
532970,8.46e-6,39,347.68,3.66,2,FALSE
689697,4.99e-29,79,908.23,6.36,4,FALSE
689700,0.293,22,127.19,0.72,1,FALSE
533479,1.33e-15,61,382.5,2.72,2,TRUE
542860,1.67e-9,50,304.44,2.67,1,FALSE
534370,6.7e-5,40,224.34,3.27,0,FALSE
564515,5.31e-19,76,500.63,6,1,FALSE
544096,1.92e-21,62,666.21,4.54,2,FALSE
534453,2.7e-12,65,378.57,2.86,0,FALSE
534478,4.79e-10,57,344.5,5.75,3,FALSE
534527,7.75e-13,70,386.62,6.19,0,FALSE
534885,1.07e-6,68,370.57,6.08,1,FALSE
534918,8.71e-8,65,356.55,5.99,1,FALSE
680864,5.74e-8,18,297.93,2.12,1,FALSE
534973,1.21e-9,58,390.48,3.22,5,FALSE
689702,1.9e-22,114,882.92,5.32,5,FALSE
689704,2.34e-11,84,522.73,7.24,3,FALSE
233309,1.06e-6,20,168.15,0.85,1,FALSE
493823,2.42e-4,52,272.48,6.14,3,FALSE
286308,2.95e-4,19,156.14,0.33,1,FALSE
542486,6.19e-5,28,364.94,4.72,1,FALSE
464022,1.19e-13,42,470.15,2.21,1,FALSE
515943,3.55e-11,29,372.01,1.49,1,FALSE
547224,4.34e-9,29,372.01,1.08,2,FALSE
520644,1.88e-10,44,474.04,5.11,1,FALSE
234856,4.98e-26,136,737.16,9.7,0,FALSE
546652,4.99e-15,75,484.63,5.78,1,FALSE
547187,2.06e-11,55,482.25,-2.07,1,TRUE
511362,5.16e-11,63,406.99,6.13,2,FALSE
519043,1.52e-6,22,170.16,-0.28,1,FALSE
511810,5.24e-7,59,376.49,4.48,1,FALSE
511980,9.49e-16,64,438.59,2.87,1,FALSE
522270,1.4e-30,112,997.54,10.68,3,FALSE
689708,2.5e-7,65,404.55,5.06,2,FALSE
689709,7.56e-26,153,897.33,14.72,3,FALSE
513439,5.1e-13,69,430.59,4.85,4,FALSE
513468,1.79e-15,54,386.44,2.1,4,FALSE
514023,1.89e-30,105,983.47,9.61,3,FALSE
514473,6.06e-11,90,613.69,5.92,3,FALSE
514517,1.25e-9,60,362.51,4.52,2,FALSE
514687,1.86e-5,46,278.39,4.15,0,FALSE
515088,2.03e-8,43,351.71,3.94,1,FALSE
515334,6.57e-27,137,710.18,11.26,0,FALSE
515638,4.72e-11,41,306.36,3.35,5,FALSE
515940,1.69e-9,54,356.46,4.96,4,FALSE
599857,5.02e-12,37,310.31,1.97,3,FALSE
599860,1.27e-11,50,321.42,3.11,1,FALSE
681680,6.09e-9,68,392.58,6.16,3,FALSE
238777,2.78e-15,58,391.52,4.12,3,FALSE
536736,1.26e-23,194,1011.7,21.61,0,FALSE
535468,2.41e-11,88,466.8,8.02,5,FALSE
535480,2.49e-5,28,176.21,-0.12,1,FALSE
122330,1.46e-9,24,206.15,-0.86,0,FALSE
681820,3.1e-9,58,330.52,6.35,1,FALSE
597984,2.56e-7,42,274.36,3.53,2,FALSE
535533,8.11e-10,63,406.52,3.5,2,FALSE
600126,3.99e-17,59,472.5,2.28,6,FALSE
535568,7.75e-13,80,474.68,6.48,6,FALSE
238881,5.72e-15,91,578.74,4.92,3,FALSE
515678,5.45e-15,61,400.52,5.32,1,FALSE
619932,8.71e-16,41,352.3,-1.87,4,FALSE
602067,0,139,1006.12,-0.75,6,FALSE
516225,2.39e-8,54,304.47,4.95,2,FALSE
535631,4.21e-10,60,358.52,5.61,0,FALSE
605215,1.71e-11,47,298.38,1.45,2,FALSE
535647,5.07e-14,72,422.61,4.99,2,FALSE
647242,1.72e-13,35,333.46,2.16,2,FALSE
520415,5.14e-6,54,304.47,5.23,2,FALSE
523526,1.07e-5,37,232.32,3.92,2,FALSE
524113,1.13e-30,134,756.12,7.3,1,TRUE
535749,1.32e-4,42,252.35,2.97,2,FALSE
524347,9.27e-14,75,428.66,5.42,4,FALSE
535810,5.15e-9,56,358.48,4.82,2,FALSE
542590,1.23e-9,74,442.64,5.93,4,FALSE
524610,2.1e-44,169,1059.4,5.04,3,FALSE
524674,1.24e-24,80,547.65,1.02,6,TRUE
524996,0,191,1305.47,-0.73,10,TRUE
535854,3.91e-10,50,304.43,3.8,2,FALSE
535855,5.91e-15,82,498.7,5.98,6,FALSE
535926,2.4e-10,70,420.59,4.67,3,FALSE
535982,1.74e-8,41,410.13,4.99,0,FALSE
535990,0.00727,39,208.34,3.82,2,FALSE
239061,3.24e-21,57,435.48,1.66,5,FALSE
535995,1.33e-17,103,664.83,5.24,3,FALSE
548344,1.8899999999999998e-20,85,494.73,3.81,1,FALSE
543440,2.54e-10,31,251.24,-0.67,2,FALSE
536024,6.53e-19,48,511.17,-0.24,2,FALSE
529928,0.00266,41,236.35,3.87,4,FALSE
544410,5.21e-16,52,441.45,1.44,9,FALSE
534221,9.4e-6,50,334.41,3.39,3,FALSE
532824,5.79e-15,88,534.73,5,5,FALSE
535668,8.94e-8,54,304.47,5.3,0,FALSE
536039,0.0017,43,221.39,3.89,2,FALSE
536066,6.5e-10,53,318.46,3.26,3,FALSE
536067,4.07e-8,54,356.46,4.26,4,FALSE
239388,3.0799999999999995e-37,113,753.94,1.86,2,FALSE
536137,1.46e-6,34,235.28,1.3,1,FALSE
524333,1.46e-15,102,670.84,7.19,2,FALSE
536228,7.509999999999999e-31,97,658.24,0.9,2,FALSE
239491,0,175,1233.38,-3.07,3,FALSE
541741,5.75e-5,42,222.37,3.92,2,FALSE
536487,5.53e-11,79,428.7,6.85,6,FALSE
536502,3.9e-15,83,462.72,5.37,4,FALSE
536642,2.09e-8,33,271.27,2.66,3,FALSE
536655,NA,306,2070.42,1.64,24,FALSE
536681,6.58e-17,81,464.69,3.52,4,FALSE
536708,7.76e-26,71,549.58,1.22,4,FALSE
536772,2.22e-15,82,498.7,5.22,5,FALSE
536774,2.93e-20,98,674.78,4.25,6,FALSE
536786,0,309,2119.31,-8.42,7,TRUE
536794,NA,86,591.77,4.62,6,FALSE
239615,3.54e-16,88,534.73,4.56,4,FALSE
166082,0,128,906.05,-0.17,4,FALSE
536812,0,324,2189.45,-6.47,7,TRUE
511346,7.11e-21,64,694.22,5.18,2,FALSE
536842,2.22e-9,40,250.34,1.54,1,FALSE
536844,4.37e-12,47,403.87,4.7,6,FALSE
239847,4.81e-9,41,341.25,4.26,2,FALSE
240326,1.21e-5,58,330.51,6.12,0,FALSE
240891,4.3e-13,33,306.27,1.82,4,FALSE
241250,1.09e-15,47,315.37,-0.31,2,FALSE
537541,1.75e-11,34,278.26,1.21,2,FALSE
241345,4.43e-13,64,414.54,4.27,2,FALSE
241627,6.93e-17,44,348.3,-1.81,1,TRUE
242092,0,133,1200.47,4.66,9,FALSE
242451,9.42e-17,58,372.46,-0.58,1,FALSE
242702,4.08e-15,41,486.17,4.83,5,FALSE
242858,2.22e-9,50,330.42,3.72,2,FALSE
242895,3.89e-12,60,440.5,1.99,7,FALSE
243105,0.032,32,168.28,2.58,2,FALSE
243185,6.8e-11,59,372.51,5.23,3,FALSE
243550,9.98e-42,119,841.96,0.36,2,FALSE
243705,3.46e-33,159,901.32,7.75,1,TRUE
243720,9.58e-27,68,564.5,-1.49,5,TRUE
618432,8.44e-4,34,196.29,3.22,1,FALSE
243837,3.7e-10,59,372.51,4.76,3,FALSE
243957,2.25e-10,42,308.33,1.65,3,FALSE
243984,2.78e-11,50,330.42,3.28,2,FALSE
244007,8.44e-22,130,825.05,6.6,2,FALSE
244369,0.00244,40,220.36,3.67,3,FALSE
244165,2.46e-8,42,414.61,5.03,2,FALSE
244358,2.82e-10,45,318.37,3.3,1,FALSE
244483,5.72e-15,91,578.74,4.92,3,FALSE
244500,2.82e-9,36,298.29,3.18,3,FALSE
537027,7.480000000000001e-21,58,487.52,4.46,7,FALSE
244675,8.61e-8,53,288.47,5.57,2,FALSE
244732,2.37e-10,24,190.2,0.98,2,FALSE
537031,3.91e-29,81,566.69,-0.77,4,FALSE
244818,1.15e-41,167,1071.41,4.91,4,FALSE
244843,1.34e-13,70,468.03,5.53,1,FALSE
244876,1.34e-26,80,646.6,0.12,5,TRUE
245354,2.55e-33,92,740.66,-2.89,6,TRUE
245560,4.04e-10,50,531.16,6.97,1,FALSE
245781,6.38e-9,52,302.46,5.21,3,FALSE
246069,3.8e-6,40,321.26,3.99,3,FALSE
246127,0,145,1127.32,1.37,9,FALSE
618260,3.49e-11,35,294.26,0.75,2,FALSE
246467,2.29e-20,53,474.42,3.68,5,FALSE
246494,1.85e-5,41,236.35,2.83,3,FALSE
246495,0.00237,38,218.34,4.06,3,FALSE
537095,1.55e-23,59,468.51,3.46,7,FALSE
246654,3.91e-6,30,196.25,1.41,2,FALSE
246698,4.06e-44,169,1059.4,4.89,3,FALSE
246886,0,142,1113.29,0.98,9,FALSE
246956,1.01e-7,52,302.46,5.08,0,FALSE
247084,1.79e-10,67,358.56,5,0,FALSE
247252,1.01e-12,85,460.74,6.74,5,FALSE
247329,0,190,1319.45,-4.39,9,TRUE
247417,1.04e-8,31,234.25,1.61,2,FALSE
247527,3.17e-8,27,220.3,2.74,2,FALSE
247693,2.51e-6,39,234.34,2.56,3,FALSE
537139,1.87e-30,121,756.97,1.23,6,TRUE
247766,5.35e-7,60,314.51,5.96,0,FALSE
247929,3.33e-21,65,512.51,2.56,5,TRUE
537168,3.14e-6,39,234.34,2.88,2,FALSE
537191,4.829999999999999e-31,124,771,1.62,6,TRUE
535136,4.46e-10,30,258.28,3.94,5,FALSE
535165,2.14e-30,101,738.92,0.96,6,FALSE
535166,6.22e-9,46,265.4,2.81,1,FALSE
535175,4.5e-13,54,385.53,3.81,2,FALSE
584128,3.49e-10,49,348.4,1.67,4,FALSE
535200,2.6e-9,55,294.48,3.29,1,FALSE
546877,7.41e-9,69,361.61,8.02,1,FALSE
584304,1.8899999999999994e-23,100,620.82,4.46,1,FALSE
584580,5.99e-12,48,340.37,1.15,2,FALSE
239537,0,232,1558.84,-7.92,1,FALSE
584956,6.64e-8,31,212.24,0.9,1,FALSE
535224,5.46e-10,61,339.52,5.08,0,FALSE
52594,1.11e-9,34,252.27,1.1,1,FALSE
535247,8.12e-14,84,474.73,6.33,5,FALSE
535248,4.67e-13,56,366.45,1.87,4,FALSE
667909,1.39e-6,35,212.29,2.19,1,FALSE
602775,5.46e-11,52,324.47,3.58,4,FALSE
638259,6.85e-7,33,262.26,2.35,2,FALSE
535364,0,122,913,-1.42,5,FALSE
535370,4.31e-9,53,314.47,5.44,3,FALSE
639924,2.66e-10,44,276.38,1.79,0,FALSE
535396,1.28e-11,57,344.5,4.11,3,FALSE
165184,9.85e-15,24,254.15,0.22,2,FALSE
548262,1.55e-7,52,302.46,5.83,1,FALSE
698402,1.32e-33,123,816,5.05,3,FALSE
537444,8.16e-12,57,426.47,2.56,7,FALSE
537486,1.28e-10,32,284.69,1.65,2,FALSE
165270,1.6e-14,69,426.6,6.24,1,FALSE
537600,2.98e-18,67,432.56,0.87,5,FALSE
537635,6.39e-7,45,249.4,3.5,0,FALSE
537707,0,205,1296.7,3.34,2,FALSE
537718,8.24e-9,16,374.81,3.16,1,FALSE
537744,2.09e-29,102,652.82,1.76,2,FALSE
537856,9.16e-9,25,253.08,0.85,1,FALSE
537867,3.36e-14,63,428.53,3.99,5,FALSE
537948,1.24e-33,128,832.05,2.12,2,FALSE
537990,2.25e-26,103,646.82,-0.47,5,TRUE
538030,1.84e-11,31,338.15,4.36,3,FALSE
538168,9.11e-14,55,398.46,3.81,2,FALSE
538169,6.53e-9,58,356.51,5.66,3,FALSE
538203,9.11e-14,55,398.46,3.81,2,FALSE
538285,1.15e-7,33,240.25,0.73,1,FALSE
538297,1.03e-10,59,432.94,4.99,3,FALSE
538354,4.17e-10,55,342.48,5.43,3,FALSE
538371,1.84e-27,99,687.84,2.24,5,FALSE
538388,2.92e-16,78,450.66,4.02,3,FALSE
538423,4.98e-13,52,394.56,2.91,2,FALSE
538424,1.2399999999999999e-28,87,640.77,-2.64,4,FALSE
538458,0,190,1323.44,-3.94,10,TRUE
538459,6.06e-22,64,466.54,1.7,3,FALSE
538523,9.07e-18,94,588.78,4.61,5,FALSE
538554,1.03e-18,86,618.68,2.84,6,FALSE
538569,7.95e-17,70,536.53,1.08,5,FALSE
538632,5.61e-17,54,447.92,4.97,6,FALSE
538646,3.099999999999999e-29,124,706.01,4.63,1,TRUE
538703,1.26e-10,59,376.49,4.41,3,FALSE
538731,1.76e-13,77,430.67,5.64,4,FALSE
538732,3.45e-18,78,635.49,1.98,4,FALSE
538733,3.41e-9,57,408.45,2.45,4,FALSE
538743,1.37e-28,119,750.97,3.36,7,TRUE
538777,3.07e-34,154,864.3,9.98,1,TRUE
538778,1.6499999999999999e-32,144,810.21,8.64,1,TRUE
538790,0,230,1428.89,6.99,2,FALSE
538805,1.02e-19,83,544.69,4.08,4,FALSE
538806,4.420000000000001e-21,80,530.66,3.42,4,FALSE
538948,8.13e-12,57,352.47,3.25,1,FALSE
538960,3.7e-12,78,442.68,6.38,4,FALSE
539008,8.77e-13,49,348.4,1.55,5,FALSE
539041,3.54e-15,57,382.45,0.45,3,FALSE
539060,4.15e-10,55,320.47,2.91,3,FALSE
539105,6.99e-34,152,844.27,8.45,1,TRUE
539140,7.98e-11,81,426.73,8.19,4,FALSE
539242,6.15e-37,80,1021.15,7.87,4,FALSE
539273,4.67e-22,45,530.2,-0.63,3,FALSE
539274,3.02e-24,96,754.87,-4.49,4,FALSE
539327,1.46e-13,63,380.52,4.46,2,FALSE
539361,6.32e-13,76,418.66,5.47,4,FALSE
539400,1.37e-11,68,396.57,3.91,1,FALSE
539440,7.43e-10,63,398.54,5.72,3,FALSE
539445,2.18e-17,52,551.23,4.59,4,FALSE
539469,5.7e-15,80,474.68,5.25,3,FALSE
539470,4.02e-15,83,488.71,5.64,3,FALSE
539471,3.81e-15,83,488.71,5.49,3,FALSE
539522,1.07e-7,54,304.47,4.49,3,FALSE
539523,1.94e-18,98,588.83,6.34,5,FALSE
539535,1.7e-13,78,420.68,5.41,4,FALSE
539536,1.27e-13,89,490.77,6.43,5,FALSE
539601,8.79e-10,30,319.16,2.06,3,FALSE
539693,9.38e-10,56,385.39,4.37,4,FALSE
539707,5.04e-18,74,464.65,4.05,0,FALSE
539726,1.93e-7,51,286.46,5.18,3,FALSE
539787,0,202,1383.53,-3.99,10,TRUE
539806,1.81e-13,72,458.09,2.68,3,FALSE
539837,2.44e-13,62,399.53,5.44,2,FALSE
539853,1.45e-14,90,558.76,5.79,4,FALSE
539884,8.09e-18,70,506.55,2.45,5,FALSE
539882,4.51e-10,60,375.51,2.83,4,FALSE
539897,1.61e-5,37,266.77,4.28,1,FALSE
539898,3.33e-30,125,810.05,4.05,3,FALSE
539995,3.43e-16,65,498.96,1.61,3,FALSE
539997,9.24e-17,70,540.99,1.75,3,FALSE
540021,6.03e-25,79,639.82,1.07,2,FALSE
540057,6.82e-13,80,474.68,5.53,5,FALSE
540091,7.43e-28,75,592.61,1.83,4,FALSE
540092,1.73e-13,59,428.96,5.59,4,FALSE
540107,1.4e-7,50,300.44,5.56,2,FALSE
540120,8.54e-26,108,663.89,3.87,5,TRUE
540134,3.09e-9,63,432.51,4.44,2,FALSE
540186,7.9e-26,114,700.95,6.25,4,FALSE
540218,0,234,1605.89,-0.33,5,FALSE
540298,1.29e-15,86,506.72,4.47,5,FALSE
540323,4.37e-17,47,676,6.47,5,FALSE
540324,1.33e-17,85,516.72,4.9,4,FALSE
540421,1.07e-11,73,470.65,8.38,4,FALSE
540479,2.34e-14,99,522.86,9.61,1,FALSE
540383,0,186,1259.44,-2.05,9,TRUE
540492,6.8700000000000015e-44,130,873.06,-0.07,3,FALSE
540510,0,122,954.94,1.18,4,FALSE
540537,8.549999999999999e-31,128,805.01,0.31,6,TRUE
540609,5.36e-29,100,941.43,9.12,3,FALSE
540628,4.19e-8,55,350.46,3.62,3,FALSE
540657,2.61e-9,69,408.58,5.82,3,FALSE
540668,4.02e-13,64,414.54,4.22,3,FALSE
540683,5.56e-18,40,348.38,1.14,3,FALSE
540695,1.11e-33,76,742.55,7.2,8,FALSE
540741,7.86e-30,122,817.9,5.37,2,FALSE
540757,2.03e-16,69,452.59,6.67,2,FALSE
540772,4.08e-15,27,379,1.83,2,FALSE
540816,1.13e-20,49,730,7.39,4,FALSE
540827,7.89e-12,50,356.42,2.09,4,FALSE
540853,1.2e-21,44,422.39,0.17,5,FALSE
540884,1.27e-10,59,342.52,6.84,1,FALSE
540933,3.89e-24,121,628.04,9.14,0,FALSE
540946,1.06e-16,69,554.98,1.17,4,FALSE
540982,1.69e-15,55,424.45,2.91,4,FALSE
540984,2.86e-14,55,394.47,6.14,3,FALSE
541077,1.1e-13,82,446.72,5.97,4,FALSE
541147,8.94e-10,31,238.24,1.52,2,FALSE
541184,0,227,1418.87,2.61,1,FALSE
541210,0,200,1406.64,-0.48,5,FALSE
541227,1.24e-10,55,320.47,3.22,2,FALSE
541354,8.72e-9,59,376.49,4.21,4,FALSE
541379,1.71e-11,64,424.58,7.82,4,FALSE
541397,2.1e-32,92,660.77,4.14,4,FALSE
541398,9.48e-6,57,318.5,5.8,2,FALSE
541399,3.37e-5,35,230.31,3.52,2,FALSE
541431,2.05e-10,80,414.72,8.02,4,FALSE
541432,3.43e-17,92,534.78,4.56,5,FALSE
541462,6.53e-9,43,268.35,2.24,2,FALSE
541498,2.25e-29,85,570.72,-0.9,4,FALSE
541629,1.43e-12,38,268.26,-3.8,1,TRUE
541662,2.08e-15,83,488.71,5.18,4,FALSE
541669,4.75e-7,29,368.02,3.16,1,FALSE
541695,3.86e-14,76,509.64,3.84,7,FALSE
541710,6.99e-22,69,482.58,1.56,6,FALSE
541724,2.11e-17,55,455.47,1.36,8,FALSE
541760,3.36e-16,81,542.67,4.96,7,FALSE
541766,3.58e-8,69,404.59,6.16,3,FALSE
541778,4.14e-14,79,570.64,4.13,5,FALSE
541799,1.6e-39,167,1035.36,6.44,2,FALSE
541840,6.17e-33,147,824.24,9.03,1,TRUE
542029,1.38e-13,42,459.27,4.15,1,FALSE
541940,2.16e-31,142,786.19,8.31,1,TRUE
541977,2.9e-30,123,784.98,1.32,6,TRUE
542031,1.43e-9,24,338.98,1.54,1,FALSE
542069,2.66e-10,21,324.96,0.23,2,FALSE
542083,5.08e-5,44,276.38,3.99,2,FALSE
542084,8.07e-5,43,263.45,4.89,2,FALSE
542134,6.82e-8,63,398.54,5.88,3,FALSE
542165,1.67e-7,39,268.78,3.24,2,FALSE
542192,3.49e-9,34,260.72,0.54,1,FALSE
542229,1.18e-19,86,581.76,6.9,5,FALSE
542241,6.2e-6,35,388.1,3.24,4,FALSE
542242,1.57e-7,29,415.02,3.2,1,FALSE
542255,0.00226,27,265.58,3.11,2,FALSE
542280,1.54e-5,41,398.61,6.06,2,FALSE
542308,2.1900000000000003e-27,60,525.52,-0.76,4,FALSE
542317,3.63e-17,26,458.06,1.07,1,FALSE
542331,5.61e-15,33,551.41,5.93,3,FALSE
542368,4.74e-28,123,690.02,5.66,1,TRUE
542411,2.28e-7,58,308.51,6.66,0,FALSE
542413,2.37e-14,75,428.66,5.27,4,FALSE
542472,2.75e-5,35,309.2,3.69,2,FALSE
542492,5.72e-15,73,524.56,1.21,5,FALSE
542504,8.16e-14,77,580.58,0.96,5,FALSE
542506,8.86e-16,71,556.99,1.55,5,FALSE
542507,8.71e-25,115,738.96,6.66,4,FALSE
542525,2.85e-7,53,288.47,5.28,2,FALSE
542546,3.52e-34,157,860.31,9.06,1,TRUE
542558,4.13e-13,42,322.37,1.33,4,FALSE
542585,2.25e-5,39,238.33,2.99,2,FALSE
542668,1.85e-21,66,666.38,4.13,7,FALSE
542696,1.99e-17,37,367.2,-0.06,3,FALSE
542697,3.5e-14,33,258.28,-0.87,3,FALSE
542708,4.92e-8,56,358.48,4,4,FALSE
542753,1.11e-8,50,282.42,3.24,1,FALSE
542803,9.62e-9,69,382.59,6.35,1,FALSE
542817,1.12e-15,65,498.96,1.28,4,FALSE
542823,8.94e-9,34,323.19,2.02,3,FALSE
542859,0,154,1015.26,2.33,3,FALSE
542876,6.77e-17,81,482.71,7.08,1,FALSE
542950,1.63e-13,63,462.5,1.36,5,FALSE
542961,1.43e-11,78,442.68,7.01,6,FALSE
