molecule_id,cluster_e,cluster_a,aop_oh_half_life_hours,is_stable
498386,3,7,0.5760000000000001,TRUE
646439,3,7,1.08,TRUE
286578,3,7,0.72,TRUE
286715,3,7,2.964,TRUE
308401,3,7,3.12,TRUE
323059,3,7,1.104,TRUE
126743,3,7,9.024,TRUE
4270,3,7,3.036,TRUE
4362,3,7,4278.396000000001,TRUE
8826,3,7,2.496,TRUE
9143,3,7,2.656,TRUE
18132,3,7,1.6800000000000002,TRUE
9374,3,7,0.684,TRUE
9772,3,7,1.224,TRUE
9871,3,7,4.0440000000000005,TRUE
9878,3,7,4.404,TRUE
10180,3,7,2.002,TRUE
10206,3,7,2.672,TRUE
515609,3,7,1.284,TRUE
13887,3,7,1.184,TRUE
11208,3,7,1.584,TRUE
11211,3,7,1.584,TRUE
11217,3,7,2.232,TRUE
11550,3,7,0.636,TRUE
11720,3,7,0.636,TRUE
12059,3,7,2.052,TRUE
39095,3,7,0.8759999999999999,TRUE
12139,3,7,3.984,TRUE
12204,8,7,12.384,TRUE
12244,3,7,13.716,TRUE
12325,3,7,1.512,TRUE
13163,3,7,2.628,TRUE
16736,3,7,1.128,TRUE
13948,3,7,3.936,TRUE
14172,3,7,1.626,TRUE
14251,3,7,0.8639999999999999,TRUE
14253,3,7,0.8639999999999999,TRUE
14257,3,7,1.1760000000000002,TRUE
14411,3,7,1.7639999999999998,TRUE
14444,3,7,1.836,TRUE
14446,1_2,2_1,0.5640000000000001,TRUE
14502,3,7,2.952,TRUE
14511,5_3,4,0.528,TRUE
14669,3,7,2.052,TRUE
14799,3,7,33.839999999999996,TRUE
14822,3,7,4.008,TRUE
14970,3,7,0.636,TRUE
14976,3,7,1.2000000000000002,TRUE
15016,3,7,2.844,TRUE
15148,3,7,3.876,TRUE
15151,3,7,3.06,TRUE
15152,3,7,3.18,TRUE
15153,3,7,4.0200000000000005,TRUE
15155,3,7,36.108,TRUE
15159,3,7,1.7279999999999998,TRUE
15160,3,7,1.608,TRUE
15162,3,7,1.452,TRUE
15165,3,7,2.82,TRUE
15168,3,7,2.568,TRUE
15172,3,7,2.568,TRUE
15177,3,7,0.636,TRUE
15178,3,7,5.712,TRUE
15180,3,7,0.8160000000000001,TRUE
15182,3,7,13.164,TRUE
15186,3,7,1.356,TRUE
15187,3,7,0.624,TRUE
15188,3,7,17.567999999999998,TRUE
15189,3,7,3.588,TRUE
15191,3,7,0.636,TRUE
15192,3,7,22.824,TRUE
15193,3,7,3.888,TRUE
15195,3,7,0.912,TRUE
15197,3,7,1.416,TRUE
15201,3,7,18.912,TRUE
15203,3,7,9.276,TRUE
15204,3,7,1.812,TRUE
15213,3,7,7.872,TRUE
15214,3,7,3.072,TRUE
15223,3,7,0.636,TRUE
15226,3,7,28.428000000000004,TRUE
15228,3,7,3.144,TRUE
15230,3,7,3.3720000000000003,TRUE
15234,3,7,1.7279999999999998,TRUE
15240,3,7,12.78,TRUE
15249,3,7,3.204,TRUE
15255,3,7,2.46,TRUE
15259,3,7,0.636,TRUE
15260,3,7,1.548,TRUE
15265,3,7,1.092,TRUE
15266,3,7,6.744000000000001,TRUE
15271,3,7,3.756,TRUE
15275,3,7,3.036,TRUE
15276,3,7,1.596,TRUE
15282,3,7,2.664,TRUE
15283,3,7,2.496,TRUE
15293,3,7,1.7159999999999995,TRUE
15309,3,7,2.772,TRUE
15318,3,7,1.62,TRUE
15327,3,7,42.396,TRUE
15421,8,7,5.388,TRUE
15533,3,7,10.944,TRUE
15537,3,7,1.344,TRUE
15546,3,7,0.972,TRUE
15559,3,7,1.461,TRUE
15561,3,7,5.445,TRUE
16080,3,7,0.8160000000000001,TRUE
16104,3,7,0.541,TRUE
16113,8,7,0.6000000000000001,TRUE
16291,3,7,1.596,TRUE
16393,3,7,0.8999999999999999,TRUE
16397,3,7,11.604,TRUE
16400,3,7,5.664,TRUE
16406,3,7,110.244,TRUE
16408,3,7,4.596,TRUE
16434,3,7,1.908,TRUE
16448,3,7,1.416,TRUE
16468,3,7,1.896,TRUE
16474,3,7,2.136,TRUE
16504,3,7,3.18,TRUE
16537,3,7,1.62,TRUE
16594,3,7,3.3000000000000003,TRUE
16612,3,7,1.6800000000000002,TRUE
16616,3,7,1.2000000000000002,TRUE
16628,3,7,1.128,TRUE
16629,3,7,1.128,TRUE
16650,3,7,1.7759999999999998,TRUE
16658,3,7,4.295999999999999,TRUE
16672,3,7,2.107,TRUE
16696,3,7,1.644,TRUE
16701,3,7,1.7879999999999998,TRUE
16713,3,7,1.2000000000000002,TRUE
16714,3,7,1.207,TRUE
16922,3,7,2.712,TRUE
17338,3,7,1.932,TRUE
17437,3,7,2.136,TRUE
17458,3,7,1.02,TRUE
17478,3,7,1.248,TRUE
17486,3,7,16.656,TRUE
17503,3,7,4.87,TRUE
17518,3,7,6.432,TRUE
17524,3,7,0.872,TRUE
17619,3,7,1.656,TRUE
17620,3,7,2.3520000000000003,TRUE
17645,3,7,5.676,TRUE
17927,3,7,2.772,TRUE
17957,3,7,10.308,TRUE
17961,3,7,4.4879999999999995,TRUE
17979,3,7,2.159,TRUE
17985,3,7,1.284,TRUE
17989,3,7,219.084,TRUE
17996,3,7,8.267999999999999,TRUE
19344,3,7,1.236,TRUE
19492,3,7,1.308,TRUE
19915,3,7,3.876,TRUE
19937,3,7,1.308,TRUE
19986,3,7,2.4240000000000004,TRUE
20177,3,7,2.1479999999999997,TRUE
20219,3,7,8.267999999999999,TRUE
20224,3,7,0.8999999999999999,TRUE
20243,3,7,3.78,TRUE
20256,3,7,1.152,TRUE
20473,3,7,2.34,TRUE
20625,5_2,4,0.5760000000000001,TRUE
20873,3,7,1.62,TRUE
21457,3,7,1.872,TRUE
21758,3,7,0.636,TRUE
21764,3,7,4.188,TRUE
21767,3,7,8.303999999999998,TRUE
21788,3,7,17.4,TRUE
21805,3,7,0.624,TRUE
23443,1_2,4,0.552,TRUE
23679,3,7,7.896000000000001,TRUE
27309,3,7,2.594,TRUE
27498,3,7,7.896000000000001,TRUE
27503,3,7,223.704,TRUE
28001,8,7,6.36,TRUE
28036,3,7,5.5440000000000005,TRUE
28325,3,7,0.671,TRUE
29625,8,7,0.54,TRUE
29719,3,7,3.084,TRUE
29955,3,7,2.112,TRUE
30091,3,7,1.884,TRUE
30094,3,7,1.884,TRUE
30102,8,7,11.496,TRUE
30152,3,7,0.636,TRUE
30354,1_2,2_1,0.672,TRUE
80559,3,7,2.1719999999999997,TRUE
30606,3,7,117.36,TRUE
30670,3,7,26.268,TRUE
31644,3,7,13.8,TRUE
31796,3,7,17.028,TRUE
31822,3,7,3.156,TRUE
32416,3,7,2.748,TRUE
32488,3,7,11.112,TRUE
32717,3,7,0.552,TRUE
32931,5_2,5_1,0.516,TRUE
34714,3,7,6.5520000000000005,TRUE
33569,3,7,13.74,TRUE
33587,1_2,4,1.32,TRUE
33723,8,7,6.36,TRUE
33896,8,7,2.816,TRUE
33902,2_1,7,0.928,TRUE
36898,8,7,11.94,TRUE
33973,3,7,2.517,TRUE
34299,3,7,6.293,TRUE
34311,5_3,5_1,0.504,TRUE
34426,1_2,4,0.78,TRUE
34643,1_2,2_1,1.14,TRUE
34676,3,7,629.172,TRUE
35023,5_3,4,0.528,TRUE
34818,3,7,1.26,TRUE
34828,3,7,4.308,TRUE
34829,3,7,4.9559999999999995,TRUE
34830,3,7,3.252,TRUE
35100,1_2,4,0.54,TRUE
35169,3,7,3.18,TRUE
35329,3,7,0.566,TRUE
35358,3,7,0.8879999999999999,TRUE
35385,3,7,1.14,TRUE
35466,5_3,5_1,0.528,TRUE
35549,3,7,13.716,TRUE
35571,3,7,3.924,TRUE
35627,3,7,0.612,TRUE
35673,3,7,5.832,TRUE
35690,3,7,2.832,TRUE
35822,3,7,3.211,TRUE
35824,3,7,40.08,TRUE
35898,8,7,8.76,TRUE
35905,3,7,0.78,TRUE
35924,3,7,1.452,TRUE
36026,3,7,2.073,TRUE
36030,3,7,1.896,TRUE
36050,3,7,1.62,TRUE
36098,3,7,1.404,TRUE
36254,3,7,4.008,TRUE
36284,3,7,54.684000000000005,TRUE
36311,1_2,2_1,0.5640000000000001,TRUE
36322,3,7,1.08,TRUE
36346,3,7,48.804,TRUE
36477,3,7,1.41,TRUE
36526,5_3,5_1,0.516,TRUE
36672,3,7,20.424,TRUE
36694,3,7,0.996,TRUE
36736,3,7,0.807,TRUE
36867,3,7,0.579,TRUE
36890,3,7,1.104,TRUE
71852,3,7,15.792000000000002,TRUE
37046,2_1,7,48.348,TRUE
37079,3,7,0.996,TRUE
37191,3,7,6.144,TRUE
37274,3,7,2.436,TRUE
37394,3,7,0.924,TRUE
37407,3,7,0.636,TRUE
37476,3,7,0.636,TRUE
37869,3,7,0.9,TRUE
37585,3,7,1.044,TRUE
37647,3,7,0.587,TRUE
37653,3,7,0.732,TRUE
37664,3,7,3.4559999999999995,TRUE
37714,3,7,1.999,TRUE
37782,3,7,1.517,TRUE
37799,3,7,0.554,TRUE
37868,3,7,1.511,TRUE
37871,3,7,5.89,TRUE
37911,3,7,10.572,TRUE
37912,3,7,3.388,TRUE
37934,3,7,2.147,TRUE
37954,3,7,3.567,TRUE
37960,3,7,0.5760000000000001,TRUE
37963,3,7,2.316,TRUE
37966,3,7,0.636,TRUE
38756,3,7,1.008,TRUE
38182,5_3,5_1,0.54,TRUE
38386,5_3,5_1,0.528,TRUE
38527,5_3,5_1,0.5760000000000001,TRUE
38532,5_3,5_1,0.516,TRUE
38665,3,7,1.461,TRUE
38691,3,7,15.131999999999998,TRUE
38729,3,7,3.036,TRUE
38745,3,7,10.212,TRUE
38853,3,7,5.736,TRUE
38922,3,7,2.568,TRUE
38937,3,7,2.052,TRUE
38950,3,7,18.984,TRUE
38951,3,7,1.38,TRUE
39013,3,7,20.568,TRUE
39100,3,7,6.66,TRUE
39152,3,7,0.636,TRUE
41801,3,7,0.609,TRUE
39417,3,7,0.912,TRUE
39367,3,7,18.624,TRUE
39503,3,7,17.844,TRUE
39520,3,7,28.031999999999996,TRUE
39552,3,7,0.8759999999999999,TRUE
39555,3,7,1.368,TRUE
39615,3,7,4.5600000000000005,TRUE
39635,3,7,1.092,TRUE
39769,3,7,0.792,TRUE
39770,3,7,20.592,TRUE
39936,8,7,0.744,TRUE
40025,3,7,0.528,TRUE
40027,3,7,3.732,TRUE
40091,3,7,49.404,TRUE
40194,3,7,0.8639999999999999,TRUE
40201,3,7,0.8639999999999999,TRUE
40321,3,7,13.224,TRUE
40355,3,7,2.736,TRUE
40359,3,7,9.96,TRUE
40394,3,7,49.416,TRUE
40427,3,7,16.968,TRUE
40439,3,7,1.164,TRUE
40473,3,7,8.879999999999999,TRUE
40498,3,7,19.548,TRUE
42383,2_1,7,0.54,TRUE
40549,3,7,1.428,TRUE
40552,3,7,1.428,TRUE
40575,3,7,1.56,TRUE
40616,3,7,0.8879999999999999,TRUE
40672,3,7,1.332,TRUE
40673,3,7,1.068,TRUE
40674,3,7,2.1719999999999997,TRUE
40779,2_1,7,0.648,TRUE
40782,2_1,7,0.648,TRUE
40820,3,7,1.032,TRUE
40868,3,7,895.0319999999999,TRUE
40880,3,7,5.387,TRUE
40940,3,7,1.104,TRUE
40985,3,7,15.456,TRUE
41036,5_3,4,0.768,TRUE
41115,3,7,3.24,TRUE
41162,3,7,1.824,TRUE
46130,3,7,1.368,TRUE
41357,3,7,1.224,TRUE
41450,5_3,5_1,0.5640000000000001,TRUE
41636,3,7,2.292,TRUE
41646,3,7,761.856,TRUE
41658,3,7,31.223999999999997,TRUE
41659,5_3,5_1,0.5640000000000001,TRUE
41809,3,7,0.6000000000000001,TRUE
41820,3,7,1.908,TRUE
41862,3,7,2.028,TRUE
41961,2_1,7,2.3040000000000003,TRUE
42044,2_1,7,0.984,TRUE
42047,3,7,3.18,TRUE
42122,3,7,47.16,TRUE
42192,3,7,1.898,TRUE
42230,3,7,10.548,TRUE
42382,3,7,1.457,TRUE
42402,3,7,2.508,TRUE
42557,3,7,0.732,TRUE
42662,3,7,1.62,TRUE
42684,3,7,15.996,TRUE
42907,3,7,1.236,TRUE
42934,3,7,2.184,TRUE
42949,3,7,3.948,TRUE
42963,3,7,9.024,TRUE
43213,2_1,7,18710.184,TRUE
43114,3,7,65.196,TRUE
43133,3,7,13.404,TRUE
44020,3,7,3.912,TRUE
43193,3,7,1.584,TRUE
43229,3,7,3.24,TRUE
43239,3,7,1.92,TRUE
43296,2_1,7,1.2000000000000002,TRUE
43388,3,7,0.552,TRUE
43557,3,7,3.792,TRUE
43594,3,7,1.026,TRUE
43755,3,7,3.24,TRUE
43838,3,7,0.996,TRUE
43868,3,7,44.268,TRUE
43874,3,7,1.1760000000000002,TRUE
43893,3,7,2.004,TRUE
43895,3,7,0.8999999999999999,TRUE
43913,3,7,16.128,TRUE
44127,5_3,4,0.5760000000000001,TRUE
44157,3,7,4.836,TRUE
44239,2_1,7,8.856,TRUE
44240,3,7,0.671,TRUE
45212,5_3,4,0.54,TRUE
46001,3,7,2.256,TRUE
46022,3,7,4.776,TRUE
46371,3,7,0.51,TRUE
46758,3,7,1.339,TRUE
46927,3,7,0.636,TRUE
47076,3,7,2.58,TRUE
47285,2_1,7,0.54,TRUE
47414,3,7,3.3000000000000003,TRUE
47404,3,7,1.92,TRUE
47405,3,7,3.3000000000000003,TRUE
47408,3,7,1.068,TRUE
47434,3,7,1.824,TRUE
47575,8,7,3.672,TRUE
47717,3,7,1.296,TRUE
47859,3,7,2.1479999999999997,TRUE
47874,3,7,4.452,TRUE
47877,3,7,3.204,TRUE
47976,3,7,28.031999999999996,TRUE
47984,3,7,0.516,TRUE
47997,3,7,1.236,TRUE
48005,3,7,13.044,TRUE
48163,3,7,0.948,TRUE
48158,3,7,4.1160000000000005,TRUE
48290,3,7,0.577,TRUE
48294,3,7,7.428,TRUE
48298,3,7,7.428,TRUE
48438,5_3,4,0.516,TRUE
48449,3,7,11.64,TRUE
48511,3,7,1.608,TRUE
48812,5_3,5_1,0.528,TRUE
48999,3,7,3.002,TRUE
49096,3,7,6.024,TRUE
49152,3,7,308.136,TRUE
49236,3,7,1.356,TRUE
49301,3,7,2.1,TRUE
49337,3,7,2.232,TRUE
49427,3,7,7.416,TRUE
49497,3,7,0.609,TRUE
49504,3,7,1.668,TRUE
49545,3,7,0.8400000000000001,TRUE
49549,3,7,9.708,TRUE
49677,8,7,5.256,TRUE
49714,8,7,10.2,TRUE
49752,3,7,2.232,TRUE
49874,3,7,1.694,TRUE
49919,3,7,5.508,TRUE
49932,3,7,0.804,TRUE
49936,3,7,2.928,TRUE
49984,3,7,1.92,TRUE
50320,3,7,2.94,TRUE
50401,3,7,4.5600000000000005,TRUE
50441,2_1,7,12.66,TRUE
50519,3,7,1.512,TRUE
50634,3,7,1.1760000000000002,TRUE
50700,3,7,2.3760000000000003,TRUE
50728,5_3,5_1,0.528,TRUE
51451,3,7,0.66,TRUE
50845,3,7,1.068,TRUE
50893,3,7,0.5640000000000001,TRUE
50999,2_1,7,0.612,TRUE
51069,3,7,4.325,TRUE
51090,3,7,2.1719999999999997,TRUE
51098,3,7,11.88,TRUE
51113,3,7,1.625,TRUE
51208,2_1,7,24.348,TRUE
51720,3,7,2.256,TRUE
51250,3,7,1.5,TRUE
51334,3,7,4.368,TRUE
51356,3,7,2.484,TRUE
51400,3,7,1.32,TRUE
51420,8,7,3.72,TRUE
51438,2_1,7,1.416,TRUE
51650,3,7,23.232,TRUE
51998,3,7,7.428,TRUE
51670,3,7,1.92,TRUE
51698,2_1,7,0.648,TRUE
51699,3,7,2.76,TRUE
51738,3,7,2.256,TRUE
52316,3,7,1.224,TRUE
58886,2_1,7,5.9399999999999995,TRUE
51817,3,7,3.66,TRUE
51870,5_3,5_1,0.504,TRUE
51950,5_3,5_1,0.5760000000000001,TRUE
52222,3,7,1.1760000000000002,TRUE
52324,3,7,1.128,TRUE
52337,3,7,0.96,TRUE
52433,3,7,0.624,TRUE
52449,3,7,1.644,TRUE
53583,3,7,5.028,TRUE
52465,3,7,6.336,TRUE
52521,3,7,1.7279999999999998,TRUE
52549,2_1,7,1.968,TRUE
52600,5_3,4,0.54,TRUE
52659,3,7,27.864,TRUE
52883,3,7,2.052,TRUE
53032,5_3,5_1,0.528,TRUE
53092,3,7,1.812,TRUE
53372,8,7,6.384,TRUE
53351,3,7,14.484000000000002,TRUE
53370,8,7,6.384,TRUE
53439,3,7,1.032,TRUE
53585,3,7,1.524,TRUE
53581,3,7,1.008,TRUE
53659,3,7,2.568,TRUE
53677,3,7,4.1160000000000005,TRUE
53760,3,7,3.132,TRUE
54009,3,7,1.284,TRUE
53870,3,7,3.5759999999999996,TRUE
53881,3,7,1.476,TRUE
54059,3,7,5.292,TRUE
54273,3,7,4.056,TRUE
54320,2_1,7,9.24,TRUE
54379,3,7,1.719,TRUE
54386,3,7,0.636,TRUE
54389,3,7,2.184,TRUE
63253,3,7,0.648,TRUE
54610,3,7,1.116,TRUE
54689,3,7,3.012,TRUE
54755,3,7,3.132,TRUE
54760,5_2,5_1,0.6000000000000001,TRUE
54792,3,7,3.468,TRUE
54804,3,7,2.82,TRUE
54809,3,7,4.800000000000001,TRUE
54881,3,7,0.878,TRUE
54872,2_1,7,1.236,TRUE
54884,3,7,2.268,TRUE
54943,8,7,13.056,TRUE
55000,3,7,2.232,TRUE
55062,3,7,0.636,TRUE
55449,3,7,1.812,TRUE
55456,3,7,2.1239999999999997,TRUE
55457,3,7,6.744000000000001,TRUE
55526,2_1,7,3.96,TRUE
55643,2_1,7,2.268,TRUE
55646,3,7,1.584,TRUE
55726,3,7,1.92,TRUE
55728,3,7,42.276,TRUE
55803,3,7,1.38,TRUE
55929,3,7,0.883,TRUE
55970,3,7,0.5640000000000001,TRUE
56244,3,7,1.404,TRUE
56729,3,7,16.128,TRUE
56773,2_1,7,2.268,TRUE
56967,3,7,5.076,TRUE
57181,3,7,0.612,TRUE
57274,3,7,1.836,TRUE
57327,3,7,5.712,TRUE
57616,3,7,1.248,TRUE
57716,2_1,7,1.416,TRUE
57721,3,7,5.976,TRUE
57752,3,7,25.344,TRUE
57854,3,7,1.992,TRUE
58125,3,7,2.906,TRUE
58511,8,7,8.424,TRUE
58730,8,7,7.644,TRUE
58885,3,7,1.944,TRUE
58888,3,7,1.956,TRUE
58896,3,7,15.707999999999998,TRUE
58915,3,7,1.812,TRUE
58921,3,7,23.232,TRUE
58923,3,7,55.572,TRUE
58937,3,7,2.904,TRUE
58952,3,7,13.152,TRUE
59042,3,7,1.968,TRUE
59459,3,7,14.964000000000002,TRUE
63105,3,7,0.996,TRUE
59958,2_1,7,1.069,TRUE
60459,3,7,1.512,TRUE
60534,1_2,2_1,0.612,TRUE
64006,3,7,0.5880000000000001,TRUE
60775,3,7,1.464,TRUE
61822,5_3,5_1,0.552,TRUE
61886,3,7,9.84,TRUE
62084,3,7,0.8280000000000001,TRUE
62102,3,7,2.604,TRUE
62114,3,7,1.596,TRUE
62129,3,7,1.092,TRUE
62155,5_3,5_1,0.528,TRUE
62209,3,7,1.668,TRUE
62223,3,7,6.384,TRUE
62446,3,7,1.404,TRUE
62493,3,7,3.156,TRUE
62521,3,7,0.744,TRUE
62677,1_2,2_1,0.744,TRUE
62754,3,7,0.624,TRUE
62887,3,7,1.044,TRUE
62984,3,7,1.09,TRUE
62989,3,7,1.224,TRUE
63140,3,7,27.839999999999996,TRUE
63150,3,7,13.2,TRUE
63167,3,7,1.14,TRUE
63171,3,7,2.044,TRUE
63718,3,7,2.544,TRUE
63299,3,7,4.404,TRUE
63406,3,7,1.608,TRUE
63721,3,7,17.04,TRUE
63955,5_3,4,0.5760000000000001,TRUE
64038,5_2,5_1,0.6000000000000001,TRUE
64120,3,7,2.028,TRUE
64157,3,7,21.156,TRUE
64282,2_1,7,2.256,TRUE
64328,3,7,1.293,TRUE
64375,3,7,2.94,TRUE
64385,3,7,17.52,TRUE
64447,3,7,1.92,TRUE
64528,3,7,0.8639999999999999,TRUE
64531,3,7,1.548,TRUE
64594,3,7,1.308,TRUE
64608,3,7,3.072,TRUE
66005,3,7,3.3360000000000003,TRUE
64621,3,7,7.368,TRUE
64675,3,7,1.368,TRUE
64693,3,7,5.4,TRUE
64813,3,7,1.587,TRUE
64820,3,7,2.4240000000000004,TRUE
64924,5_3,5_1,0.516,TRUE
64926,5_3,5_1,0.528,TRUE
64941,3,7,2.568,TRUE
64987,3,7,0.732,TRUE
65031,3,7,2.4000000000000004,TRUE
65089,3,7,1.356,TRUE
65092,3,7,1.032,TRUE
65152,3,7,5.964,TRUE
65153,3,7,3.332,TRUE
65161,3,7,28.799999999999997,TRUE
65180,3,7,0.873,TRUE
65278,3,7,1.668,TRUE
65376,3,7,22.728,TRUE
65437,3,7,175.98,TRUE
65514,2_1,7,0.734,TRUE
65619,3,7,1.92,TRUE
65620,3,7,8.208,TRUE
65775,3,7,39.096,TRUE
65867,3,7,1.1880000000000002,TRUE
65877,3,7,0.636,TRUE
65996,3,7,1.368,TRUE
66018,8,7,12.504,TRUE
66022,3,7,32.592,TRUE
66028,2_1,7,471.876,TRUE
66039,3,7,6.024,TRUE
66110,3,7,1.2120000000000002,TRUE
66115,3,7,33.828,TRUE
66139,3,7,0.948,TRUE
66248,3,7,28.476000000000003,TRUE
70248,3,7,1.956,TRUE
66561,2_1,7,101.184,TRUE
66736,5_2,5_1,0.612,TRUE
66789,3,7,6.276,TRUE
66819,3,7,0.5640000000000001,TRUE
66820,3,7,1.812,TRUE
66960,3,7,17.172,TRUE
67192,3,7,1.296,TRUE
67227,2_1,7,33.588,TRUE
67314,8,7,5.58,TRUE
67327,3,7,1.7159999999999995,TRUE
70349,3,7,3.816,TRUE
67519,3,7,3.3000000000000003,TRUE
67520,3,7,4.343999999999999,TRUE
67553,3,7,0.5880000000000001,TRUE
67886,3,7,1.092,TRUE
67876,2_1,7,1.452,TRUE
67895,3,7,1.044,TRUE
68012,3,7,7.992000000000001,TRUE
68231,3,7,2.208,TRUE
68421,3,7,1.1760000000000002,TRUE
68716,3,7,1.092,TRUE
68732,3,7,1.719,TRUE
68745,3,7,2.4000000000000004,TRUE
68839,3,7,0.924,TRUE
68862,3,7,0.8280000000000001,TRUE
68956,3,7,0.636,TRUE
69108,3,7,22.968,TRUE
69110,3,7,35.892,TRUE
69392,3,7,1.02,TRUE
69405,3,7,1.116,TRUE
69544,3,7,2.976,TRUE
69595,3,7,13.596,TRUE
69781,3,7,1.116,TRUE
69896,3,7,10.524,TRUE
69910,3,7,9.096,TRUE
69914,3,7,9.096,TRUE
70264,3,7,0.624,TRUE
70341,3,7,3.816,TRUE
70383,3,7,1.872,TRUE
70481,3,7,4.056,TRUE
72076,3,7,0.8280000000000001,TRUE
70588,3,7,2.748,TRUE
70680,3,7,1.2120000000000002,TRUE
70684,3,7,1.2120000000000002,TRUE
70685,3,7,26.652,TRUE
70695,3,7,2.964,TRUE
70723,3,7,1.7639999999999998,TRUE
70845,3,7,2.7,TRUE
70930,3,7,23.472,TRUE
70936,3,7,179.112,TRUE
70996,3,7,1.92,TRUE
71099,3,7,1.608,TRUE
71182,3,7,0.8759999999999999,TRUE
71189,8,7,1.38,TRUE
71309,5_3,4,0.528,TRUE
71434,3,7,1054.86,TRUE
71465,3,7,23.268,TRUE
71470,3,7,1.056,TRUE
71769,3,7,5.232,TRUE
71986,3,7,1.152,TRUE
72001,5_2,5_1,0.6000000000000001,TRUE
72087,3,7,2.736,TRUE
72453,3,7,2.904,TRUE
72614,3,7,0.804,TRUE
72640,3,7,2.628,TRUE
72863,5_3,4,0.528,TRUE
73195,3,7,2.138,TRUE
73424,3,7,2.016,TRUE
73607,3,7,0.5760000000000001,TRUE
74226,3,7,2.112,TRUE
74434,3,7,2.8080000000000003,TRUE
74633,5_3,4,0.756,TRUE
74644,3,7,3.78,TRUE
74665,5_3,4,0.528,TRUE
74721,1_2,2_1,1.128,TRUE
74787,5_3,5_1,0.528,TRUE
74910,8,7,9.803999999999998,TRUE
75059,3,7,3.888,TRUE
75079,3,7,17.64,TRUE
75461,8,7,12.252,TRUE
75317,2_1,7,7.692,TRUE
75481,3,7,0.636,TRUE
75685,3,7,24.696,TRUE
79991,3,7,1.7519999999999998,TRUE
75760,3,7,4.212,TRUE
75862,3,7,13.584,TRUE
75891,3,7,1.1880000000000002,TRUE
76064,3,7,1.056,TRUE
76114,3,7,3.4559999999999995,TRUE
76123,3,7,52.584,TRUE
76272,2_1,7,0.8879999999999999,TRUE
76274,3,7,0.504,TRUE
76336,3,7,1.668,TRUE
76347,5_3,5_1,0.5760000000000001,TRUE
76383,3,7,2.0759999999999996,TRUE
76422,3,7,2.268,TRUE
76454,3,7,3.972,TRUE
76499,5_3,5_1,0.552,TRUE
76537,3,7,2.52,TRUE
76686,5_3,4,0.66,TRUE
76690,3,7,0.704,TRUE
76714,3,7,103.764,TRUE
76825,3,7,49.032,TRUE
76928,3,7,17.316000000000003,TRUE
76937,3,7,0.912,TRUE
77026,3,7,0.612,TRUE
77324,3,7,4.188,TRUE
77178,3,7,1.884,TRUE
77246,3,7,17.172,TRUE
77393,3,7,0.624,TRUE
77421,3,7,2.052,TRUE
77431,3,7,1.128,TRUE
77483,3,7,12.84,TRUE
77513,2_1,7,19.308,TRUE
77529,3,7,5.5440000000000005,TRUE
77588,3,7,0.636,TRUE
77622,3,7,0.8400000000000001,TRUE
77641,3,7,14.64,TRUE
77668,3,7,11.64,TRUE
81782,3,7,4.8839999999999995,TRUE
82094,3,7,1.116,TRUE
77843,3,7,1.824,TRUE
77952,3,7,0.528,TRUE
78542,3,7,2.8080000000000003,TRUE
79054,5_2,5_1,0.504,TRUE
79099,3,7,1.812,TRUE
79194,8,7,12.252,TRUE
79206,3,7,15.216,TRUE
79242,3,7,5.448,TRUE
79411,3,7,4.8839999999999995,TRUE
79548,3,7,2.088,TRUE
79549,3,7,0.8400000000000001,TRUE
80442,3,7,1.332,TRUE
80987,3,7,10.608,TRUE
81307,3,7,2.1239999999999997,TRUE
81907,2_1,7,0.8879999999999999,TRUE
82141,3,7,3.672,TRUE
82659,3,7,0.912,TRUE
82849,3,7,4.14,TRUE
83102,3,7,3.588,TRUE
83131,3,7,2.16,TRUE
83238,3,7,1.08,TRUE
83328,3,7,1.32,TRUE
83454,2_1,7,1.056,TRUE
84004,3,7,1.824,TRUE
84226,3,7,1.116,TRUE
84306,5_3,4,0.552,TRUE
84354,3,7,1.812,TRUE
85076,3,7,3.24,TRUE
85094,3,7,3.444,TRUE
85116,3,7,11.148,TRUE
85515,3,7,99.312,TRUE
85607,3,7,2.484,TRUE
86056,3,7,0.685,TRUE
86155,3,7,2.061,TRUE
86171,5_3,4,0.66,TRUE
86276,3,7,13.823999999999998,TRUE
86376,5_3,5_1,0.528,TRUE
86730,8,7,6.792,TRUE
86818,3,7,15.456,TRUE
86917,3,7,19.548,TRUE
86873,3,7,6.5520000000000005,TRUE
86888,3,7,2.58,TRUE
86966,3,7,1.596,TRUE
87019,3,7,21.888,TRUE
87282,3,7,1.577,TRUE
87302,5_3,5_1,0.5760000000000001,TRUE
87391,3,7,3.792,TRUE
87693,3,7,2.217,TRUE
87739,3,7,2.928,TRUE
87887,5_3,5_1,0.54,TRUE
87898,3,7,5.376,TRUE
87943,2_1,7,0.996,TRUE
87956,3,7,4.668,TRUE
88081,3,7,0.912,TRUE
88097,3,7,1.092,TRUE
88144,3,7,1.62,TRUE
88269,3,7,4.176,TRUE
88337,3,7,1.512,TRUE
88345,3,7,1.416,TRUE
88457,2_1,7,0.921,TRUE
88483,3,7,2.268,TRUE
88488,5_3,5_1,0.624,TRUE
88595,3,7,0.503,TRUE
88604,3,7,2.112,TRUE
88654,3,7,6.468,TRUE
88702,2_1,7,1.08,TRUE
88729,3,7,2.472,TRUE
